Datum;Zeitzone;von;bis;Einheit;50Hertz (Positiv);Amprion (Positiv);TenneT TSO (Positiv);TransnetBW (Positiv);Deutschland (Positiv);50Hertz (Negativ);Amprion (Negativ);TenneT TSO (Negativ);TransnetBW (Negativ);Deutschland (Negativ);MOL-Abweichung
06.11.2025;CET;12:15;12:30;MW;1,777;2,427;8,832;0,6;13,636;0,581;0,117;2,009;0,647;3,354;0
06.11.2025;CET;12:30;12:45;MW;1,221;0,598;0,73;0,899;3,448;0,414;0,201;4,147;1,137;5,899;0
06.11.2025;CET;12:45;13:00;MW;0,041;0,001;0,362;1,465;1,869;1,73;5,149;29,163;6,023;42,065;0
06.11.2025;CET;13:00;13:15;MW;0,049;0,006;0,549;1,486;2,09;8,912;2,111;30,484;12,397;53,904;0
06.11.2025;CET;13:15;13:30;MW;0,213;0,013;0,473;0,793;1,492;0,557;1,646;24,681;3,594;30,478;0
06.11.2025;CET;13:30;13:45;MW;0,233;0,1;85,284;2,092;87,709;2,145;4,316;6,538;2,521;15,52;1
06.11.2025;CET;13:45;14:00;MW;0,103;0,357;1,243;1,575;3,278;1,846;0,539;1,744;4,183;8,312;1
06.11.2025;CET;14:00;14:15;MW;13,243;13,679;1,792;4,81;33,524;2,291;0,268;2,67;5,228;10,457;1
06.11.2025;CET;14:15;14:30;MW;155,007;101,669;1,019;86,108;343,803;0,88;0;2,253;2,043;5,176;1
06.11.2025;CET;14:30;14:45;MW;155,804;116,057;51,93;98,264;422,055;0,7;0;2,302;0,013;3,015;0
06.11.2025;CET;14:45;15:00;MW;92,182;114,871;35,697;17,289;260,039;0,285;0;2,949;0,076;3,31;0
06.11.2025;CET;15:00;15:15;MW;78,09;59,803;35,849;22,03;195,772;0,342;0,039;3,522;0,175;4,078;0
06.11.2025;CET;15:15;15:30;MW;220,218;126,266;94,414;91,065;531,963;0;0;3,156;0,619;3,775;0
06.11.2025;CET;15:30;15:45;MW;191,308;102,536;78,77;91,84;464,454;0,566;0;3,678;0,397;4,641;0
06.11.2025;CET;15:45;16:00;MW;86,183;114,92;49,528;3,892;254,523;0,199;0;3,839;1,495;5,533;0
06.11.2025;CET;16:00;16:15;MW;35,8;12,5;36,092;25,009;109,401;0,967;0,07;4,474;0,85;6,361;0
06.11.2025;CET;16:15;16:30;MW;2,184;0,688;2,577;0,353;5,802;36,308;0,489;37,952;6,382;81,131;0
06.11.2025;CET;16:30;16:45;MW;0;0;0,959;0,079;1,038;82,149;4,504;54,441;33,629;174,723;0
06.11.2025;CET;16:45;17:00;MW;1,805;0,314;0,693;2,914;5,726;36,226;2,024;26,949;1,661;66,86;0
06.11.2025;CET;17:00;17:15;MW;2,425;0,346;1,218;1,103;5,092;2,392;4,16;4,815;1,28;12,647;0
06.11.2025;CET;17:15;17:30;MW;13,432;2,335;14,3;13,105;43,172;0,513;0,88;2,8;0,619;4,812;0
06.11.2025;CET;17:30;17:45;MW;13,076;3,116;13,58;18,818;48,59;0,317;0,985;2,928;0,168;4,398;0
06.11.2025;CET;17:45;18:00;MW;10,132;3,01;16,132;24,697;53,971;0,274;1,933;2,942;2,605;7,754;0
06.11.2025;CET;18:00;18:15;MW;0,297;0;0,543;2,032;2,872;1,019;4,994;4,652;2,416;13,081;0
06.11.2025;CET;18:15;18:30;MW;0,128;0;0,614;1,857;2,599;6,103;6,554;10,569;0,096;23,322;0
06.11.2025;CET;18:30;18:45;MW;1,231;0,105;1,102;1,448;3,886;0,268;2,865;2,493;0,057;5,683;0
06.11.2025;CET;18:45;19:00;MW;1,268;0,652;0,994;1,269;4,183;0,559;2,088;3,528;0;6,175;0
06.11.2025;CET;19:00;19:15;MW;54,765;15,144;30,292;69,282;169,483;0,132;0,868;3,654;0,166;4,82;0
06.11.2025;CET;19:15;19:30;MW;0,242;0;0,857;1,207;2,306;2,486;3,281;2,716;0,012;8,495;0
06.11.2025;CET;19:30;19:45;MW;0,278;0,235;2,317;2,19;5,02;4,737;2,676;3,304;2,201;12,918;0
06.11.2025;CET;19:45;20:00;MW;16,674;3,146;14,413;5,11;39,343;2,344;0,614;7,218;3,186;13,362;0
06.11.2025;CET;20:00;20:15;MW;0,119;0,099;0,406;0,219;0,843;4,177;1,692;20,527;12,713;39,109;0
06.11.2025;CET;20:15;20:30;MW;0,05;0,124;0,182;0,469;0,825;1,343;3,731;18,352;5,873;29,299;0
06.11.2025;CET;20:30;20:45;MW;0,039;0,004;0,48;0,478;1,001;1,663;3,176;9,482;1,1;15,421;0
06.11.2025;CET;20:45;21:00;MW;0,091;0;0,527;0,428;1,046;0,335;3,93;14,289;0,399;18,953;0
06.11.2025;CET;21:00;21:15;MW;0,003;0;0,77;0,127;0,9;5,044;6,55;40,245;7,748;59,587;0
06.11.2025;CET;21:15;21:30;MW;0,033;0;0,94;0,419;1,392;3,212;5,512;31,571;3,982;44,277;0
06.11.2025;CET;21:30;21:45;MW;0,026;0;0,552;0,023;0,601;2,752;7,925;40,764;5,16;56,601;0
06.11.2025;CET;21:45;22:00;MW;0,012;0,002;0,33;2,074;2,418;1,031;1,693;29,066;5,974;37,764;0
06.11.2025;CET;22:00;22:15;MW;0,544;0,416;0,737;0,141;1,838;0,736;1,43;6,307;0,17;8,643;0
06.11.2025;CET;22:15;22:30;MW;1,898;2,785;23,61;0,26;28,553;0,978;0,81;2,409;1,47;5,667;0
06.11.2025;CET;22:30;22:45;MW;0,121;0,092;3,955;4,778;8,946;2,921;3,254;20,45;8,784;35,409;0
06.11.2025;CET;22:45;23:00;MW;0,112;0,246;1,004;4;5,362;0,426;0,711;28,213;3,196;32,546;0
06.11.2025;CET;23:00;23:15;MW;0,211;0,004;0,854;0,006;1,075;0,378;1,324;9,93;4,793;16,425;0
06.11.2025;CET;23:15;23:30;MW;0,063;0,015;1,081;1,381;2,54;0,749;0,929;2,466;0,987;5,131;0
06.11.2025;CET;23:30;23:45;MW;0,472;3,788;1,222;0,138;5,62;0,238;0,346;2,029;0,542;3,155;0
06.11.2025;CET;23:45;00:00;MW;0,14;0,008;1,094;0,203;1,445;0,247;0,847;1,8;0,443;3,337;0
07.11.2025;CET;00:00;00:15;MW;1,04;0,33;3,614;4,073;9,057;0,083;0,751;1,794;0,827;3,455;0
07.11.2025;CET;00:15;00:30;MW;0,082;0,016;0,402;0,001;0,501;1,307;2,177;6,826;1,832;12,142;0
07.11.2025;CET;00:30;00:45;MW;0,413;1,096;0,576;2,454;4,539;3,303;1,115;5,081;0,845;10,344;0
07.11.2025;CET;00:45;01:00;MW;1,847;0,002;0,104;1,563;3,516;4,228;2,256;6,374;5,986;18,844;0
07.11.2025;CET;01:00;01:15;MW;0,786;0,081;0,215;2,19;3,272;6,365;4,485;11,273;7,876;29,999;0
07.11.2025;CET;01:15;01:30;MW;0,162;0;0,569;0;0,731;11,451;6,654;32;26,885;76,99;0
07.11.2025;CET;01:30;01:45;MW;0,172;0;0,129;3,165;3,466;6,717;3,118;13,977;0,715;24,527;0
07.11.2025;CET;01:45;02:00;MW;0,854;0,155;0,088;5,43;6,527;5,134;2,438;8,865;0;16,437;0
07.11.2025;CET;02:00;02:15;MW;1,43;0,063;0,247;7,337;9,077;3,575;0,777;2,97;3,538;10,86;0
07.11.2025;CET;02:15;02:30;MW;0,618;0,006;0,122;2,811;3,557;0,151;1,394;1,389;0;2,934;0
07.11.2025;CET;02:30;02:45;MW;0,319;3,583;0,407;8,15;12,459;0,293;0,11;1,194;0,861;2,458;0
07.11.2025;CET;02:45;03:00;MW;1,167;3,093;0,68;3,709;8,649;0,112;0,048;1,292;0;1,452;0
07.11.2025;CET;03:00;03:15;MW;1,72;4,679;5,487;6,216;18,102;0,146;0,041;1,768;0,007;1,962;0
07.11.2025;CET;03:15;03:30;MW;2,039;4,94;3,651;3,43;14,06;0,055;0,003;1,405;0,251;1,714;0
07.11.2025;CET;03:30;03:45;MW;14,41;6,458;12,717;1,023;34,608;0;0,034;1,064;0,426;1,524;0
07.11.2025;CET;03:45;04:00;MW;20,024;6,265;29,721;2,361;58,371;0;0,039;0,964;0,305;1,308;0
07.11.2025;CET;04:00;04:15;MW;0,886;2,293;11,558;0,661;15,398;1,782;0,399;2,077;1,368;5,626;0
07.11.2025;CET;04:15;04:30;MW;1,395;5,647;25,969;3,737;36,748;0,916;0,008;2,69;6,087;9,701;0
07.11.2025;CET;04:30;04:45;MW;0,079;0,006;0,479;2,684;3,248;1,991;2,265;8,772;0,913;13,941;0
07.11.2025;CET;04:45;05:00;MW;0,086;0;0,314;0,19;0,59;7,582;1,63;13,486;1,592;24,29;0
07.11.2025;CET;05:00;05:15;MW;14,541;3,051;45,856;1,565;65,013;2,003;1,149;2,516;0,952;6,62;0
07.11.2025;CET;05:15;05:30;MW;0,038;0;0,317;0,432;0,787;8,852;9,167;15,031;1,001;34,051;0
07.11.2025;CET;05:30;05:45;MW;0,14;0,098;0,299;8,652;9,189;25,616;0,795;16,829;2,984;46,224;0
07.11.2025;CET;05:45;06:00;MW;0;0,057;0,273;0,844;1,174;17,616;1,107;2,651;2,072;23,446;0
07.11.2025;CET;06:00;06:15;MW;44,412;3,66;51,529;6,627;106,228;1,374;1,41;3,636;0,667;7,087;0
07.11.2025;CET;06:15;06:30;MW;104,132;6,713;117,81;42,79;271,445;0,009;0,021;2,804;0,256;3,09;0
07.11.2025;CET;06:30;06:45;MW;66,679;6,181;63,946;63,509;200,315;2,264;0,565;2,682;1,438;6,949;0
07.11.2025;CET;06:45;07:00;MW;30,662;3,12;55,811;45,106;134,699;0,964;0,016;2,603;1,501;5,084;0
07.11.2025;CET;07:00;07:15;MW;26,188;2,632;22,941;8,381;60,142;0,016;1,417;4,315;6,391;12,139;0
07.11.2025;CET;07:15;07:30;MW;12,89;0,574;37,008;3,24;53,712;0,184;0,833;3,68;0,605;5,302;0
07.11.2025;CET;07:30;07:45;MW;3,144;0,106;10,592;5,453;19,295;0,081;1,087;2,849;1,041;5,058;0
07.11.2025;CET;07:45;08:00;MW;5,049;0,361;12,169;6,511;24,09;0,002;0,868;3,235;0,81;4,915;0
07.11.2025;CET;08:00;08:15;MW;3,438;24,896;0,532;1,169;30,035;0,59;0,104;3,72;1,798;6,212;0
07.11.2025;CET;08:15;08:30;MW;33,877;54,072;16,911;16,622;121,482;0,1;0,201;2,703;1,441;4,445;0
07.11.2025;CET;08:30;08:45;MW;2,032;0,648;0,269;4,209;7,158;0,075;0,388;3,322;1,051;4,836;0
07.11.2025;CET;08:45;09:00;MW;1,893;15,883;9,181;3,919;30,876;6,942;1,763;7,976;3,437;20,118;0
07.11.2025;CET;09:00;09:15;MW;0,226;27,706;0,707;3,249;31,888;3,544;0,308;4,682;1,373;9,907;0
07.11.2025;CET;09:15;09:30;MW;0,439;18,3;0,573;2,099;21,411;9,332;1,695;9,2;2,041;22,268;0
07.11.2025;CET;09:30;09:45;MW;1,713;31,322;17,433;2,257;52,725;3,925;0,395;2,947;2,082;9,349;0
07.11.2025;CET;09:45;10:00;MW;31,308;41,623;28,786;3,042;104,759;0,178;0,085;1,691;0,582;2,536;0
07.11.2025;CET;10:00;10:15;MW;76,742;64,538;35,01;8,455;184,745;0,417;0;1,745;0,35;2,512;0
07.11.2025;CET;10:15;10:30;MW;102,722;71,796;72,238;18,843;265,599;0,442;0;1,991;0,036;2,469;0
07.11.2025;CET;10:30;10:45;MW;242,092;139,663;118,597;166,547;666,899;0;0;0,996;0,019;1,015;0
07.11.2025;CET;10:45;11:00;MW;223,128;92,178;123,965;88,642;527,913;0;0;1,167;3,534;4,701;0
07.11.2025;CET;11:00;11:15;MW;67,497;54,734;71,793;5,731;199,755;0,208;0,04;0,689;2,381;3,318;0
07.11.2025;CET;11:15;11:30;MW;100,815;57,965;74,297;14,064;247,141;0,108;0,006;1,214;1,282;2,61;0
07.11.2025;CET;11:30;11:45;MW;158,773;81,741;102,05;36,531;379,095;0;0;1,124;0,33;1,454;0
07.11.2025;CET;11:45;12:00;MW;129,262;59,026;83,296;17,899;289,483;0,06;0;0,671;0,03;0,761;0
07.11.2025;CET;12:00;12:15;MW;0,033;0;0,592;0,182;0,807;47,243;1,081;41,047;34,534;123,905;0
07.11.2025;CET;12:15;12:30;MW;1,441;0,006;0,266;0,076;1,789;12,348;1,268;18,722;13,329;45,667;0
07.11.2025;CET;12:30;12:45;MW;76,19;28,452;30,427;41,891;176,96;0,45;0,071;1,218;0,153;1,892;0
07.11.2025;CET;12:45;13:00;MW;82,936;28,679;40,258;70,53;222,403;0;0;1,304;0,051;1,355;0
07.11.2025;CET;13:00;13:15;MW;112,833;23,999;49,132;89,939;275,903;0,016;0;0,621;0,06;0,697;0
07.11.2025;CET;13:15;13:30;MW;175,017;43,459;54,009;168,411;440,896;0;0;0,53;0;0,53;0
07.11.2025;CET;13:30;13:45;MW;129,262;36,998;43,867;128,667;338,794;0;0;0,898;0,246;1,144;0
07.11.2025;CET;13:45;14:00;MW;167,228;27,613;40,61;163,379;398,83;0;0;1,315;0;1,315;0
07.11.2025;CET;14:00;14:15;MW;49,355;8,443;28,904;44,024;130,726;0,041;0,415;0,423;0,504;1,383;0
07.11.2025;CET;14:15;14:30;MW;19,881;5,128;17,659;8,169;50,837;0,197;0,774;0,609;0,351;1,931;0
07.11.2025;CET;14:30;14:45;MW;60,322;18,083;18,644;65,679;162,728;0,067;0,128;0,803;0,168;1,166;0
07.11.2025;CET;14:45;15:00;MW;129,149;40,579;32,548;154,932;357,208;0,696;0,007;1,136;0,195;2,034;0
07.11.2025;CET;15:00;15:15;MW;209,479;120,246;72,315;478,779;880,819;0;0;2,002;0;2,002;0
07.11.2025;CET;15:15;15:30;MW;352,593;101,235;76,045;605,535;1135,408;0;0,003;0,716;0;0,719;0
07.11.2025;CET;15:30;15:45;MW;143,96;53,227;43,352;159,567;400,106;0;0,009;2,164;0;2,173;0
07.11.2025;CET;15:45;16:00;MW;27,206;9,387;10,024;26,725;73,342;0,561;0,939;2,305;1,467;5,272;0
07.11.2025;CET;16:00;16:15;MW;167,015;58,233;81,22;186,459;492,927;0;0;2,484;0,54;3,024;0
07.11.2025;CET;16:15;16:30;MW;24,396;11,084;21,063;18,957;75,5;0,52;0,804;1,975;0,719;4,018;0
07.11.2025;CET;16:30;16:45;MW;14,036;8,343;14,019;14,253;50,651;0,169;1,11;2,783;2,346;6,408;0
07.11.2025;CET;16:45;17:00;MW;23,601;27,674;7,271;51,373;109,919;0,001;0,306;2,804;2,756;5,867;0
07.11.2025;CET;17:00;17:15;MW;21,666;9,82;9,351;35,985;76,822;0,174;1,052;2,712;0,723;4,661;0
07.11.2025;CET;17:15;17:30;MW;27,507;10,639;2,12;9,344;49,61;1,126;0,552;1,882;2,18;5,74;0
07.11.2025;CET;17:30;17:45;MW;15,535;3,226;2,916;8,343;30,02;0,181;0,614;1,668;0,98;3,443;0
07.11.2025;CET;17:45;18:00;MW;0,321;0,094;1,161;0,546;2,122;1,579;2,319;1,31;2,88;8,088;0
07.11.2025;CET;18:00;18:15;MW;0,143;0;0,992;1,77;2,905;0,895;1,504;2,203;1,377;5,979;0
07.11.2025;CET;18:15;18:30;MW;2,476;0;0,575;1,637;4,688;0,685;1,683;2,017;0,588;4,973;0
07.11.2025;CET;18:30;18:45;MW;0,62;0;0,605;0,872;2,097;0,312;1,48;1,856;2,384;6,032;0
07.11.2025;CET;18:45;19:00;MW;0,274;0;0,687;1,56;2,521;9,538;1,599;9,919;3,247;24,303;0
07.11.2025;CET;19:00;19:15;MW;0,381;0,112;0,874;3,049;4,416;10,519;2,734;9,994;1,069;24,316;0
07.11.2025;CET;19:15;19:30;MW;0,034;0,02;0,518;1,932;2,504;7,909;0,468;2,052;3,751;14,18;0
07.11.2025;CET;19:30;19:45;MW;2,766;0,706;2,362;4,307;10,141;2,071;1,328;1,171;0,876;5,446;0
07.11.2025;CET;19:45;20:00;MW;27,611;26,388;22,148;68,368;144,515;0,914;0,978;1,303;0,206;3,401;0
07.11.2025;CET;20:00;20:15;MW;3,444;2,152;1,024;5,696;12,316;4,255;0,826;9,359;2,148;16,588;0
07.11.2025;CET;20:15;20:30;MW;19,617;0,782;0,502;1,517;22,418;4,157;1,276;5,161;2,443;13,037;0
07.11.2025;CET;20:30;20:45;MW;49,344;4,085;0,894;0,765;55,088;2,964;1,045;12,873;2,627;19,509;0
07.11.2025;CET;20:45;21:00;MW;5,682;0,11;0,398;0,892;7,082;3,786;0,945;2,871;1,572;9,174;0
07.11.2025;CET;21:00;21:15;MW;30,866;11,188;0,766;0,762;43,582;2,678;1,707;3,63;1,304;9,319;0
07.11.2025;CET;21:15;21:30;MW;68,389;24,969;0,733;0,934;95,025;3,334;0,942;6,408;1,052;11,736;0
07.11.2025;CET;21:30;21:45;MW;0,251;1,724;2,193;1,139;5,307;1,667;0,887;1,587;1,19;5,331;0
07.11.2025;CET;21:45;22:00;MW;2,54;0,562;1,215;1,439;5,756;2,499;2,345;9,66;1,913;16,417;0
07.11.2025;CET;22:00;22:15;MW;0,003;0;0,323;3,327;3,653;1,352;3,044;4,352;2,951;11,699;0
07.11.2025;CET;22:15;22:30;MW;0,033;0,001;0,092;0,437;0,563;1,181;2,734;14,353;6,08;24,348;0
07.11.2025;CET;22:30;22:45;MW;0,157;0,001;0,829;4,313;5,3;2,123;1,855;4,797;2,504;11,279;0
07.11.2025;CET;22:45;23:00;MW;0,153;0;0,161;2,499;2,813;2,018;2,407;1,077;2,138;7,64;0
07.11.2025;CET;23:00;23:15;MW;1,847;1,916;9,481;0,612;13,856;2,344;1,297;0,945;2,491;7,077;0
07.11.2025;CET;23:15;23:30;MW;0,229;1,297;1,078;1,057;3,661;11,485;1,561;16,652;10,375;40,073;0
07.11.2025;CET;23:30;23:45;MW;0,394;0;0,055;1,936;2,385;1,417;1,898;23,922;15,562;42,799;0
07.11.2025;CET;23:45;00:00;MW;2,74;3,349;6,751;0,662;13,502;0,781;0,368;2,606;5,59;9,345;0
08.11.2025;CET;00:00;00:15;MW;8,977;0,943;2,686;8,104;20,71;0,412;0,955;2,094;1,082;4,543;0
08.11.2025;CET;00:15;00:30;MW;15,401;5,103;17,948;0,936;39,388;0;0,013;1,479;1,37;2,862;0
08.11.2025;CET;00:30;00:45;MW;7,961;0,465;7,982;2,189;18,597;0,004;1,622;0,747;1,132;3,505;0
08.11.2025;CET;00:45;01:00;MW;3,529;0;0,45;1,73;5,709;0,022;2,514;0,916;0,44;3,892;0
08.11.2025;CET;01:00;01:15;MW;3,104;0,004;0,526;0,87;4,504;0,216;2,01;1,353;0,965;4,544;0
08.11.2025;CET;01:15;01:30;MW;14,111;0,385;9,802;1,248;25,546;0,036;1,807;1,006;6,522;9,371;0
08.11.2025;CET;01:30;01:45;MW;75,268;8,918;27,822;47,163;159,171;0,11;1,259;0,922;1,595;3,886;0
08.11.2025;CET;01:45;02:00;MW;15,489;4,308;13,925;1,421;35,143;0,05;0,726;2,161;0,427;3,364;0
08.11.2025;CET;02:00;02:15;MW;0,823;1,019;0,803;0,616;3,261;0,634;1,577;8,727;1,098;12,036;0
08.11.2025;CET;02:15;02:30;MW;0,083;0,519;0,789;3,04;4,431;0,427;1,747;1,323;0,432;3,929;0
08.11.2025;CET;02:30;02:45;MW;3,209;3,228;10,033;1,99;18,46;0,134;0,195;2,198;2,348;4,875;0
08.11.2025;CET;02:45;03:00;MW;0,004;0,055;0,278;2,402;2,739;3,768;4,732;19,694;4,604;32,798;0
08.11.2025;CET;03:00;03:15;MW;0,085;0;0,569;4,185;4,839;1,334;1,867;21,845;13,963;39,009;0
08.11.2025;CET;03:15;03:30;MW;1,667;0,434;1,521;1,635;5,257;0,757;1,962;2,827;0,736;6,282;0
08.11.2025;CET;03:30;03:45;MW;0,069;0,066;0,364;1,192;1,691;1,849;2,724;6,888;4,061;15,522;0
08.11.2025;CET;03:45;04:00;MW;0,961;0,036;0,419;0,63;2,046;0,771;0,929;3,111;1,375;6,186;0
08.11.2025;CET;04:00;04:15;MW;1,374;0,08;0,448;3,222;5,124;1,617;0,975;1,773;1,359;5,724;0
08.11.2025;CET;04:15;04:30;MW;0,203;0,017;0,087;1,52;1,827;0,953;2,097;1,316;0,952;5,318;0
08.11.2025;CET;04:30;04:45;MW;0,021;0;0,092;0,656;0,769;2,471;5,826;7,194;12,079;27,57;0
08.11.2025;CET;04:45;05:00;MW;0,029;0;0,223;1,195;1,447;1,713;3,72;5,084;0,52;11,037;0
08.11.2025;CET;05:00;05:15;MW;0,3;0,467;1,221;0,321;2,309;0,368;2,389;3,035;4,915;10,707;0
08.11.2025;CET;05:15;05:30;MW;1,686;0,281;1,356;5,242;8,565;1,169;2,686;0,9;3,869;8,624;0
08.11.2025;CET;05:30;05:45;MW;1,79;0,02;0,26;3,265;5,335;0,347;2,032;0,591;0,509;3,479;0
08.11.2025;CET;05:45;06:00;MW;0,177;0,016;0,4;0,485;1,078;1,757;5,447;3,298;121,907;132,409;0
08.11.2025;CET;06:00;06:15;MW;0,322;0,017;0,235;0,581;1,155;0,782;2,674;3,458;9,944;16,858;0
08.11.2025;CET;06:15;06:30;MW;0,22;0;0,302;0,559;1,081;0,714;2,463;2,529;11,714;17,42;0
08.11.2025;CET;06:30;06:45;MW;0,608;0;0,367;3,592;4,567;0,628;2,381;1,016;12,029;16,054;0
08.11.2025;CET;06:45;07:00;MW;0,406;0,034;0,189;2,33;2,959;0,156;1,881;1,324;0,514;3,875;0
08.11.2025;CET;07:00;07:15;MW;0,351;0;0,328;3,067;3,746;2,077;2,103;2,275;26,062;32,517;0
08.11.2025;CET;07:15;07:30;MW;0,186;0,5;0,154;4,863;5,703;1,086;1,259;1,719;0,275;4,339;0
08.11.2025;CET;07:30;07:45;MW;2,939;1,942;4,617;1,494;10,992;0,449;0,92;1,489;0,37;3,228;0
08.11.2025;CET;07:45;08:00;MW;67,933;6,385;22,329;0,83;97,477;0,355;0;1,692;0,701;2,748;0
08.11.2025;CET;08:00;08:15;MW;0,487;0,962;0,255;0,357;2,061;0,465;1,039;2,377;0,035;3,916;0
08.11.2025;CET;08:15;08:30;MW;1,341;0,655;0,17;0,906;3,072;0,567;1,171;2,067;0,19;3,995;0
08.11.2025;CET;08:30;08:45;MW;0,05;0,057;0,198;0,908;1,213;0,746;1,406;1,35;0,187;3,689;0
08.11.2025;CET;08:45;09:00;MW;0,119;0,033;0,094;1,085;1,331;0,212;0,984;2,934;0,405;4,535;0
08.11.2025;CET;09:00;09:15;MW;34,444;8,461;27,432;33,354;103,691;0,195;0,245;2,265;0,311;3,016;0
08.11.2025;CET;09:15;09:30;MW;65,382;14,452;44,535;31,804;156,173;0;0;1,201;0;1,201;0
08.11.2025;CET;09:30;09:45;MW;28,893;7,894;29,514;11,394;77,695;0,008;0,319;1,023;0,304;1,654;0
08.11.2025;CET;09:45;10:00;MW;97,492;11,61;34,115;29,491;172,708;0,119;0,063;0,985;0,292;1,459;0
08.11.2025;CET;10:00;10:15;MW;46,122;7,352;20,5;50,059;124,033;0,28;0,333;0,948;0,857;2,418;0
08.11.2025;CET;10:15;10:30;MW;2,062;3,759;9,967;1,041;16,829;0,01;0,354;0,867;0,087;1,318;0
08.11.2025;CET;10:30;10:45;MW;19,752;5,227;20,547;8,46;53,986;0,238;0,048;1,572;0,001;1,859;0
08.11.2025;CET;10:45;11:00;MW;22,362;4,525;16,219;6,396;49,502;0,221;0,373;1,031;0,168;1,793;0
08.11.2025;CET;11:00;11:15;MW;0,66;0,084;0,209;0,301;1,254;2,742;2,634;11,617;3,621;20,614;0
08.11.2025;CET;11:15;11:30;MW;8,747;2,324;6,022;1,467;18,56;2,02;1,063;2,918;1,592;7,593;0
08.11.2025;CET;11:30;11:45;MW;53,665;17,113;33,694;28,922;133,394;0,277;0,133;0,698;0;1,108;0
08.11.2025;CET;11:45;12:00;MW;55,357;8,537;43,447;5,809;113,15;0,386;0,296;0,863;0,215;1,76;0
08.11.2025;CET;12:00;12:15;MW;21,201;7,167;15,763;7,27;51,401;0,181;0,132;0,891;0,419;1,623;0
08.11.2025;CET;12:15;12:30;MW;2,072;0,939;2,29;1,806;7,107;5,788;3,338;8,954;6,986;25,066;0
08.11.2025;CET;12:30;12:45;MW;10,003;2,05;10,019;3,582;25,654;3,862;0,849;4,715;5,693;15,119;0
08.11.2025;CET;12:45;13:00;MW;24,492;4,519;16,497;19,432;64,94;0,32;0,607;1,366;0,844;3,137;0
08.11.2025;CET;13:00;13:15;MW;60,901;11,417;41,923;50,457;164,698;0,18;0,033;2,25;0,181;2,644;0
08.11.2025;CET;13:15;13:30;MW;19,5;6,397;19,833;15,373;61,103;0,717;0,306;2,367;1,871;5,261;0
08.11.2025;CET;13:30;13:45;MW;52,491;10,048;32,715;46,045;141,299;0,182;0,03;0,904;1,194;2,31;0
08.11.2025;CET;13:45;14:00;MW;10,122;4,122;9,695;8,535;32,474;0,265;0,973;1,184;1,131;3,553;0
08.11.2025;CET;14:00;14:15;MW;73,875;51,638;56,978;100,325;282,816;0,198;0,116;1,152;0,012;1,478;0
08.11.2025;CET;14:15;14:30;MW;56,259;19,334;39,045;50,96;165,598;0;0,012;1,788;0;1,8;0
08.11.2025;CET;14:30;14:45;MW;92,925;82,514;52,105;173,238;400,782;0;0;2,877;0;2,877;0
08.11.2025;CET;14:45;15:00;MW;69,783;50,711;33,537;112,993;267,024;0;0;0,96;0;0,96;0
08.11.2025;CET;15:00;15:15;MW;10,521;2,299;10,384;2,825;26,029;0,647;0,569;4,878;0,463;6,557;0
08.11.2025;CET;15:15;15:30;MW;20,959;7,969;7,759;23,715;60,402;0,111;0,407;1,884;0,591;2,993;0
08.11.2025;CET;15:30;15:45;MW;37,278;25,893;18,594;57,174;138,939;0,001;0,18;1,43;0,343;1,954;0
08.11.2025;CET;15:45;16:00;MW;32,552;22,913;16,644;13,198;85,307;0,496;0,402;0,973;0,516;2,387;0
08.11.2025;CET;16:00;16:15;MW;38,536;16,428;4,391;9,254;68,609;1,576;0,496;3,397;0,703;6,172;0
08.11.2025;CET;16:15;16:30;MW;37,515;6,616;4,067;18,6;66,798;1,342;0,674;1,732;0,927;4,675;0
08.11.2025;CET;16:30;16:45;MW;5,982;6,766;2,128;14,007;28,883;1,397;1,416;2,215;0,362;5,39;0
08.11.2025;CET;16:45;17:00;MW;25,79;13,235;5,619;28,647;73,291;0,637;0,51;2,336;0,005;3,488;0
08.11.2025;CET;17:00;17:15;MW;41,947;23,453;11,293;64,487;141,18;0,059;0;2,35;1,108;3,517;0
08.11.2025;CET;17:15;17:30;MW;44,288;15,962;7,604;40,562;108,416;0,259;0,339;1,971;0,37;2,939;0
08.11.2025;CET;17:30;17:45;MW;5,27;2,061;2,242;3,345;12,918;1,006;1,531;1,745;0,968;5,25;0
08.11.2025;CET;17:45;18:00;MW;0,086;0,005;0,115;0,005;0,211;1,153;1,58;2,643;0,902;6,278;0
08.11.2025;CET;18:00;18:15;MW;0,126;0,104;0,364;0,002;0,596;0,988;1,026;1,993;1,005;5,012;0
08.11.2025;CET;18:15;18:30;MW;0,061;0,013;0,335;0,951;1,36;1,622;1,869;3,171;0,92;7,582;0
08.11.2025;CET;18:30;18:45;MW;0;0;0,33;1,951;2,281;13,996;6,335;8,854;1,059;30,244;0
08.11.2025;CET;18:45;19:00;MW;0,074;0,082;0,228;0,634;1,018;3,117;2,043;2,995;1,92;10,075;0
08.11.2025;CET;19:00;19:15;MW;19,813;8,045;2,793;24,528;55,179;2,501;0,979;3,052;0,756;7,288;0
08.11.2025;CET;19:15;19:30;MW;0,518;1,064;3,17;1,566;6,318;14,727;1,391;6,405;2,402;24,925;0
08.11.2025;CET;19:30;19:45;MW;0;0;1,565;1,494;3,059;59,708;6,343;36,424;34,486;136,961;0
