Datum;Zeitzone;von;bis;Einheit;50Hertz (Positiv);Amprion (Positiv);TenneT TSO (Positiv);TransnetBW (Positiv);Deutschland (Positiv);50Hertz (Negativ);Amprion (Negativ);TenneT TSO (Negativ);TransnetBW (Negativ);Deutschland (Negativ);MOL-Abweichung
18.11.2025;CET;06:45;07:00;MW;6,63;2,457;8,64;19,681;37,408;0,261;0,374;3,052;0,983;4,67;0
18.11.2025;CET;07:00;07:15;MW;12,339;2,613;12,201;16,571;43,724;0,466;1,3;6,997;0,44;9,203;0
18.11.2025;CET;07:15;07:30;MW;11,009;1,117;6,069;13,967;32,162;0,141;0,857;11,502;0,45;12,95;0
18.11.2025;CET;07:30;07:45;MW;21,989;1,728;13,826;35,477;73,02;1,662;0,74;6,824;1,667;10,893;0
18.11.2025;CET;07:45;08:00;MW;29,01;4,159;14,045;32,553;79,767;0;0,38;4,248;0,002;4,63;0
18.11.2025;CET;08:00;08:15;MW;3,491;0,085;3,348;2,164;9,088;19,563;1,007;25,402;4,442;50,414;0
18.11.2025;CET;08:15;08:30;MW;0,194;0;0,535;0,456;1,185;3,648;1,355;44,15;16,82;65,973;0
18.11.2025;CET;08:30;08:45;MW;1,866;0;4,785;2,173;8,824;0,64;0,624;5,529;4,762;11,555;0
18.11.2025;CET;08:45;09:00;MW;42,048;0,845;54,855;133,086;230,834;0;0,477;3,103;0;3,58;0
18.11.2025;CET;09:00;09:15;MW;9,537;0,052;37,107;17,66;64,356;0,106;0,336;3,224;1,396;5,062;0
18.11.2025;CET;09:15;09:30;MW;5,883;0,034;30,548;28,047;64,512;0,045;0,572;7,921;0,797;9,335;0
18.11.2025;CET;09:30;09:45;MW;19,633;0,674;31,049;3,824;55,18;0,001;0,335;3,801;2,268;6,405;0
18.11.2025;CET;09:45;10:00;MW;2,961;0,049;18,781;1,937;23,728;0,009;0,375;4,471;0;4,855;0
18.11.2025;CET;10:00;10:15;MW;1,021;0,103;0,506;2,817;4,447;1,526;0,855;18,816;1,093;22,29;0
18.11.2025;CET;10:15;10:30;MW;1,42;0,001;0,612;1,67;3,703;0,047;0,313;5,068;1,074;6,502;0
18.11.2025;CET;10:30;10:45;MW;8,918;0,292;4,403;1,579;15,192;0;0,198;2,623;0,032;2,853;0
18.11.2025;CET;10:45;11:00;MW;49,853;5,114;68,603;43,638;167,208;0;0,062;2,012;0,002;2,076;0
18.11.2025;CET;11:00;11:15;MW;0,949;0,046;0,867;1,77;3,632;8,871;2,91;22,524;0,104;34,409;0
18.11.2025;CET;11:15;11:30;MW;0,97;0,017;0,796;0,822;2,605;1,281;2,409;12,984;8,519;25,193;0
18.11.2025;CET;11:30;11:45;MW;122,941;3,165;118,435;75,88;320,421;0;0,038;1,72;0,128;1,886;0
18.11.2025;CET;11:45;12:00;MW;121,681;2,444;100,385;74,567;299,077;0;0,073;1,695;0,001;1,769;0
18.11.2025;CET;12:00;12:15;MW;22,788;0,297;3,161;2,784;29,03;0,678;0,227;1,484;0,361;2,75;0
18.11.2025;CET;12:15;12:30;MW;0,169;0,014;0,629;2,34;3,152;0,922;0,407;2,739;0,644;4,712;0
18.11.2025;CET;12:30;12:45;MW;0,352;0,126;0,647;0,809;1,934;0,183;1,426;7,132;1,003;9,744;0
18.11.2025;CET;12:45;13:00;MW;0,076;0;0,409;0,086;0,571;29,7;47,18;12,244;79,592;168,716;0
18.11.2025;CET;13:00;13:15;MW;0,12;0;0,237;0,194;0,551;73,579;64,073;27,491;252,652;417,795;0
18.11.2025;CET;13:15;13:30;MW;0,648;0;0,241;0,764;1,653;0,256;16,422;28,094;9,245;54,017;0
18.11.2025;CET;13:30;13:45;MW;0,947;0,042;0,319;2,847;4,155;0,034;9,42;7,002;4,135;20,591;0
18.11.2025;CET;13:45;14:00;MW;0,83;1,816;0,285;1,521;4,452;1,404;4,109;9,816;25,46;40,789;0
18.11.2025;CET;14:00;14:15;MW;1,568;0;3,867;0,403;5,838;2,527;35,975;4,501;45,952;88,955;0
18.11.2025;CET;14:15;14:30;MW;16,293;0,412;9,21;14,116;40,031;0,071;0,126;2,128;5,982;8,307;0
18.11.2025;CET;14:30;14:45;MW;4,477;0,262;1,026;3,328;9,093;0,849;0,203;11,668;3,244;15,964;0
18.11.2025;CET;14:45;15:00;MW;0,824;0,15;0,591;0,603;2,168;3,309;2,6;2,289;54,801;62,999;0
18.11.2025;CET;15:00;15:15;MW;44,187;0,371;8,386;54,965;107,909;0,091;2,202;4,442;4,135;10,87;0
18.11.2025;CET;15:15;15:30;MW;96,004;7,379;11,115;112,167;226,665;0,264;0,118;1,824;1,403;3,609;0
18.11.2025;CET;15:30;15:45;MW;58,311;1,309;7,242;69,823;136,685;0,528;0,145;2,215;0,749;3,637;0
18.11.2025;CET;15:45;16:00;MW;5,452;0,001;0,784;3,953;10,19;0,023;0,483;26,06;0,236;26,802;0
18.11.2025;CET;16:00;16:15;MW;6,212;1,602;2,861;3,84;14,515;0,159;3,078;19,172;0,263;22,672;0
18.11.2025;CET;16:15;16:30;MW;19,934;0,812;8,567;53,133;82,446;0,77;1,987;5,002;0,828;8,587;0
18.11.2025;CET;16:30;16:45;MW;71,046;0,106;13,789;14,145;99,086;0,203;1,217;2,693;0,565;4,678;0
18.11.2025;CET;16:45;17:00;MW;5,367;4,276;15,001;47,446;72,09;0,259;0,554;2,292;0,562;3,667;0
18.11.2025;CET;17:00;17:15;MW;6,73;2,126;20,114;71,787;100,757;0,295;1,188;4,028;10,526;16,037;0
18.11.2025;CET;17:15;17:30;MW;2,356;13,02;24,413;319,594;359,383;0;0,086;3,721;0;3,807;0
18.11.2025;CET;17:30;17:45;MW;1,382;0,236;2,045;0,965;4,628;0;1,957;3,569;4,26;9,786;0
18.11.2025;CET;17:45;18:00;MW;1,18;0;0,471;0,242;1,893;0,637;3,047;10,092;5,969;19,745;0
18.11.2025;CET;18:00;18:15;MW;0,529;0;0,433;1,243;2,205;1,285;3,06;2,897;1,684;8,926;0
18.11.2025;CET;18:15;18:30;MW;0,945;0;0,465;1,227;2,637;0,149;2,598;2,563;3,39;8,7;0
18.11.2025;CET;18:30;18:45;MW;2,412;0,054;6,337;162,342;171,145;0,112;2,5;2,061;0,334;5,007;0
18.11.2025;CET;18:45;19:00;MW;111,564;11,991;10,221;456,939;590,715;0,596;0,433;2,789;0;3,818;0
18.11.2025;CET;19:00;19:15;MW;5,526;0,406;2,651;81,075;89,658;0,048;2,173;2,966;1,091;6,278;0
18.11.2025;CET;19:15;19:30;MW;1,226;0;4,565;88,385;94,176;0,729;2,13;3,059;0,295;6,213;0
18.11.2025;CET;19:30;19:45;MW;1,314;0;0,445;9,717;11,476;0,388;1,317;2,398;1,118;5,221;0
18.11.2025;CET;19:45;20:00;MW;20,828;2,107;2,861;118,374;144,17;6,054;2,179;2,371;0,448;11,052;0
18.11.2025;CET;20:00;20:15;MW;0,35;0,047;0,257;1,338;1,992;1,753;3,397;2,303;0,956;8,409;0
18.11.2025;CET;20:15;20:30;MW;1,105;0;0,258;0,326;1,689;0,003;2,24;1,961;1,12;5,324;0
18.11.2025;CET;20:30;20:45;MW;0,676;0;0,608;1,337;2,621;0,8;1,504;1,354;0,457;4,115;0
18.11.2025;CET;20:45;21:00;MW;1,256;0,065;0,247;0,583;2,151;0,001;1,066;1,414;1,999;4,48;0
18.11.2025;CET;21:00;21:15;MW;1,299;0,393;0,384;0,453;2,529;0;0,645;1,84;5,32;7,805;0
18.11.2025;CET;21:15;21:30;MW;1,336;0;0,239;1,155;2,73;0,002;0,906;1,85;0,712;3,47;0
18.11.2025;CET;21:30;21:45;MW;1,504;0,002;0,403;1,813;3,722;0;0,812;1,178;0,076;2,066;0
18.11.2025;CET;21:45;22:00;MW;0,909;0;0,354;4,929;6,192;0,043;2,568;1,783;0,322;4,716;0
18.11.2025;CET;22:00;22:15;MW;1,016;0;0,368;3,9;5,284;0,137;2,386;1,079;2,889;6,491;0
18.11.2025;CET;22:15;22:30;MW;1,242;0;0,358;1,066;2,666;0;1,454;1,385;0,662;3,501;0
18.11.2025;CET;22:30;22:45;MW;1,716;0,002;0,192;1,229;3,139;0;4,112;1,71;7,959;13,781;0
18.11.2025;CET;22:45;23:00;MW;1,032;0,002;0,325;2,605;3,964;0,024;3,681;1,464;0,014;5,183;0
18.11.2025;CET;23:00;23:15;MW;0,544;0,001;0,218;1,865;2,628;0,26;1,086;1,983;0;3,329;0
18.11.2025;CET;23:15;23:30;MW;1,282;0,009;0,264;4,626;6,181;1,594;1,91;26,252;5,585;35,341;0
18.11.2025;CET;23:30;23:45;MW;0,876;0;0,262;0;1,138;0,862;34,174;37,081;111,215;183,332;0
18.11.2025;CET;23:45;00:00;MW;0,984;0;0,496;0;1,48;0,005;67,72;31,294;54,677;153,696;0
19.11.2025;CET;00:00;00:15;MW;36,449;11,239;12,324;10,524;70,536;16,524;1,553;7,557;60,518;86,152;0
19.11.2025;CET;00:15;00:30;MW;2,34;11,998;1,477;2,058;17,873;39,377;1,005;21,007;31,506;92,895;0
19.11.2025;CET;00:30;00:45;MW;2,02;8,148;0,234;0;10,402;19,033;0,457;18,269;14,583;52,342;0
19.11.2025;CET;00:45;01:00;MW;0,158;0,134;0,363;0,337;0,992;54,594;9,182;33,931;35,178;132,885;0
19.11.2025;CET;01:00;01:15;MW;0;0,02;0,234;1,458;1,712;72,356;34,419;36,847;182,24;325,862;0
19.11.2025;CET;01:15;01:30;MW;0;0,045;0,477;1,078;1,6;47,274;2,361;37,49;42,714;129,839;0
19.11.2025;CET;01:30;01:45;MW;0,077;0,118;0,326;5,04;5,561;36,995;1,289;28,013;33,934;100,231;0
19.11.2025;CET;01:45;02:00;MW;0,093;0,178;0,235;0,023;0,529;31,355;1,47;32,48;30,492;95,797;0
19.11.2025;CET;02:00;02:15;MW;5,141;0,148;0,248;7,461;12,998;3,258;0,514;3,305;2,623;9,7;0
19.11.2025;CET;02:15;02:30;MW;3,906;0,098;0,394;12,645;17,043;0;0,744;1,557;7,307;9,608;0
19.11.2025;CET;02:30;02:45;MW;2,819;0,164;0,876;3,959;7,818;1,821;0,584;4,249;1,333;7,987;0
19.11.2025;CET;02:45;03:00;MW;4,173;0,041;0,254;4,414;8,882;0,701;1,123;3,936;0,444;6,204;0
19.11.2025;CET;03:00;03:15;MW;4,299;0,212;0,311;3,402;8,224;0;0,553;1,533;1,894;3,98;0
19.11.2025;CET;03:15;03:30;MW;3,413;0,3;0,666;6,713;11,092;0;0,172;0,808;0,309;1,289;0
19.11.2025;CET;03:30;03:45;MW;3,335;0,341;0,294;1,265;5,235;0;0,203;1,235;0;1,438;0
19.11.2025;CET;03:45;04:00;MW;5,1;0,156;4,536;1,216;11,008;0;0,383;1,19;1,451;3,024;0
19.11.2025;CET;04:00;04:15;MW;4,482;0;1,588;2,619;8,689;0;3,866;1,404;1,367;6,637;0
19.11.2025;CET;04:15;04:30;MW;4,038;0,018;1,023;13,831;18,91;0;3,393;1,443;1,592;6,428;0
19.11.2025;CET;04:30;04:45;MW;5,079;0,013;0,518;0,553;6,163;0;2,048;1,102;0,034;3,184;0
19.11.2025;CET;04:45;05:00;MW;4,618;0,168;0,263;2,127;7,176;0;1,224;1,659;1,474;4,357;0
19.11.2025;CET;05:00;05:15;MW;3,674;0,102;0,23;2,758;6,764;0;0,797;16,565;0,508;17,87;0
19.11.2025;CET;05:15;05:30;MW;4,139;0,233;0,262;1,43;6,064;0;0,349;4,255;0,642;5,246;0
19.11.2025;CET;05:30;05:45;MW;4,605;1,369;2,396;2,046;10,416;0;0;1,227;0,182;1,409;0
19.11.2025;CET;05:45;06:00;MW;5,362;0,339;1,075;1,959;8,735;0;0,418;3,106;0,28;3,804;0
19.11.2025;CET;06:00;06:15;MW;47,494;0,605;15,964;85,28;149,343;0,003;2,024;8,063;5,096;15,186;0
19.11.2025;CET;06:15;06:30;MW;37,992;0,158;11,145;22,047;71,342;0,418;4,21;1,427;10,405;16,46;0
19.11.2025;CET;06:30;06:45;MW;5,015;0,001;3,399;7,164;15,579;0,133;2,072;3,124;1,35;6,679;0
19.11.2025;CET;06:45;07:00;MW;16,744;0,048;10,457;7,154;34,403;0,042;1,812;4,505;1,662;8,021;0
19.11.2025;CET;07:00;07:15;MW;54,827;0,331;20,241;196,879;272,278;0,109;1,581;7,83;0,568;10,088;0
19.11.2025;CET;07:15;07:30;MW;108,409;2,097;25,282;250,313;386,101;0,222;0,466;3,763;0,389;4,84;0
19.11.2025;CET;07:30;07:45;MW;66,382;0,427;2,476;113,043;182,328;0;1,215;2,451;0;3,666;0
19.11.2025;CET;07:45;08:00;MW;53,341;0,704;33,027;93,71;180,782;0,22;0,57;4,142;0,163;5,095;0
19.11.2025;CET;08:00;08:15;MW;3,569;0,464;1,721;3,454;9,208;9,802;1,541;13,928;2,327;27,598;0
19.11.2025;CET;08:15;08:30;MW;5,337;0,172;0,777;7,324;13,61;0,081;1,308;1,947;0,035;3,371;0
19.11.2025;CET;08:30;08:45;MW;2,595;0;0,663;5,105;8,363;5,096;1,842;14,454;0,085;21,477;0
19.11.2025;CET;08:45;09:00;MW;1,569;0,015;0,933;6,987;9,504;7,304;0,916;20,962;0,265;29,447;0
19.11.2025;CET;09:00;09:15;MW;0;0;0,457;1,86;2,317;25,023;1,805;33,561;55,921;116,31;0
19.11.2025;CET;09:15;09:30;MW;0;0;0,336;3,012;3,348;19,427;1,284;36,739;38,836;96,286;0
19.11.2025;CET;09:30;09:45;MW;1,657;0,128;1,364;4,445;7,594;4,971;1,214;9,674;2,888;18,747;0
19.11.2025;CET;09:45;10:00;MW;3,083;0,012;1,022;3,413;7,53;1,6;2,217;3,006;2,046;8,869;0
19.11.2025;CET;10:00;10:15;MW;9,218;0;13,914;6,03;29,162;0;15,024;1,492;0,969;17,485;0
19.11.2025;CET;10:15;10:30;MW;67,669;1,691;73,235;88,658;231,253;0,03;0,175;2,51;3,357;6,072;0
19.11.2025;CET;10:30;10:45;MW;127,903;3,19;131,625;178,415;441,133;0;0,043;1,057;0;1,1;0
19.11.2025;CET;10:45;11:00;MW;132,954;1,664;141,002;89,284;364,904;0;0,162;1,047;0;1,209;0
19.11.2025;CET;11:00;11:15;MW;14,78;0,388;41,213;15,272;71,653;0,119;0,58;1,9;0,524;3,123;0
19.11.2025;CET;11:15;11:30;MW;37,574;0,649;125,428;93,259;256,91;0;0,386;1,182;0;1,568;0
19.11.2025;CET;11:30;11:45;MW;72,46;1,066;127,519;157,63;358,675;0,2;0,287;0,911;0;1,398;0
19.11.2025;CET;11:45;12:00;MW;3,436;0,167;52,793;13,302;69,698;0;0,836;1,639;0,556;3,031;0
19.11.2025;CET;12:00;12:15;MW;3,726;2,773;0,581;1,365;8,445;0;0,367;1,61;3,834;5,811;0
19.11.2025;CET;12:15;12:30;MW;10,896;0,181;16,416;17,918;45,411;0;0,79;0,983;0,513;2,286;0
19.11.2025;CET;12:30;12:45;MW;9,597;0,162;6,968;4,111;20,838;0,003;0,953;2,274;0,423;3,653;0
19.11.2025;CET;12:45;13:00;MW;0,744;0;0,36;1,202;2,306;2,414;1,2;21,167;2,578;27,359;0
19.11.2025;CET;13:00;13:15;MW;2,74;0,016;1,68;0,631;5,067;0,926;1,249;12,257;2,188;16,62;0
19.11.2025;CET;13:15;13:30;MW;18,781;0;21,312;20,491;60,584;0,134;13,964;4;0,744;18,842;0
19.11.2025;CET;13:30;13:45;MW;36,609;0,055;39,314;24,877;100,855;0;4,227;1,012;3,443;8,682;0
19.11.2025;CET;13:45;14:00;MW;24,814;0,106;43,789;9,423;78,132;0,038;1,379;1,269;0,102;2,788;0
19.11.2025;CET;14:00;14:15;MW;134,347;1,201;42,424;130,665;308,637;0,017;1,522;2,764;0,761;5,064;0
19.11.2025;CET;14:15;14:30;MW;394,257;6,956;72,736;688,399;1162,348;0;0,002;1,313;0;1,315;0
19.11.2025;CET;14:30;14:45;MW;370,751;5,464;64,081;623,346;1063,642;0;0,014;2,866;0;2,88;0
19.11.2025;CET;14:45;15:00;MW;145,606;3,219;58,433;541,715;748,973;0;0,055;2,691;0;2,746;0
19.11.2025;CET;15:00;15:15;MW;188,151;2,372;47,541;300,234;538,298;0;0,43;4,744;0;5,174;0
19.11.2025;CET;15:15;15:30;MW;14,259;0,433;9,448;11,487;35,627;4,366;0,558;1,748;0,563;7,235;0
19.11.2025;CET;15:30;15:45;MW;9,528;0,573;14,015;2,877;26,993;2,144;0,409;1,798;0,442;4,793;0
19.11.2025;CET;15:45;16:00;MW;0,167;0,299;0,512;2,46;3,438;2,328;0,506;3,479;0,117;6,43;0
19.11.2025;CET;16:00;16:15;MW;9,384;1,619;14,056;2,663;27,722;1,779;0,663;4,838;0,301;7,581;0
19.11.2025;CET;16:15;16:30;MW;18,89;1,176;5,132;28,757;53,955;0,561;0,329;3,352;0,395;4,637;0
19.11.2025;CET;16:30;16:45;MW;95,62;2,049;34,273;140,567;272,509;0,081;0,367;2,874;0,032;3,354;0
19.11.2025;CET;16:45;17:00;MW;26,586;2,165;16,253;78,307;123,311;1,474;0,325;3,675;0;5,474;0
19.11.2025;CET;17:00;17:15;MW;34,593;1,58;70,818;100,254;207,245;0,038;0,102;4,12;0;4,26;0
19.11.2025;CET;17:15;17:30;MW;1,166;0;5,813;4,411;11,39;1,414;1,031;20,567;4,256;27,268;0
19.11.2025;CET;17:30;17:45;MW;0,127;0,003;0,495;0,63;1,255;0,669;1,556;10,229;0,814;13,268;0
19.11.2025;CET;17:45;18:00;MW;0,024;0,211;0,888;0,679;1,802;1,146;0,769;6,348;8,603;16,866;0
19.11.2025;CET;18:00;18:15;MW;0,026;0,01;0,813;3,891;4,74;3,841;1,177;33,834;26,395;65,247;0
19.11.2025;CET;18:15;18:30;MW;0,002;0,003;0,497;0,036;0,538;14,59;1,831;68,626;200,435;285,482;0
19.11.2025;CET;18:30;18:45;MW;0,069;0;0,581;1,872;2,522;1,401;1,421;20,234;9,27;32,326;0
19.11.2025;CET;18:45;19:00;MW;0,138;0,003;0,589;1,436;2,166;0,38;2,286;13,951;10,84;27,457;0
19.11.2025;CET;19:00;19:15;MW;3,005;0,435;5,059;20,877;29,376;0,617;0,307;4,095;2,636;7,655;0
19.11.2025;CET;19:15;19:30;MW;156,645;0,017;0,69;142,543;299,895;0,375;0,502;2,485;0,131;3,493;0
19.11.2025;CET;19:30;19:45;MW;41,502;1,676;36,448;73,542;153,168;0,294;0,513;2,977;0,592;4,376;0
19.11.2025;CET;19:45;20:00;MW;5,768;1,075;69,232;69,676;145,751;0,625;0,414;2,263;0,68;3,982;0
19.11.2025;CET;20:00;20:15;MW;0,032;0;0,269;0,968;1,269;8,353;2,923;38,094;11,372;60,742;0
19.11.2025;CET;20:15;20:30;MW;0,013;0,001;0,276;1,25;1,54;14,677;1,694;48,104;22,645;87,12;0
19.11.2025;CET;20:30;20:45;MW;0,016;0,103;0,618;4,867;5,604;5,096;0,438;19,14;5,564;30,238;0
19.11.2025;CET;20:45;21:00;MW;0,028;0,017;0,74;3,902;4,687;2,073;0,644;13,363;1,435;17,515;0
19.11.2025;CET;21:00;21:15;MW;0,114;0;0,261;1,578;1,953;5,506;2,648;28,133;23,343;59,63;0
19.11.2025;CET;21:15;21:30;MW;1,156;0,001;3,905;1,943;7,005;0,494;1,927;7,64;1,221;11,282;0
19.11.2025;CET;21:30;21:45;MW;2,368;0,001;1,142;0,752;4,263;1,038;1,147;8,593;0,957;11,735;0
19.11.2025;CET;21:45;22:00;MW;0,4;0,001;0,543;0,156;1,1;0,685;1,171;2,726;0,315;4,897;0
19.11.2025;CET;22:00;22:15;MW;0,156;0,282;0,454;1,019;1,911;1,455;0,965;5,697;4,675;12,792;0
19.11.2025;CET;22:15;22:30;MW;0,122;0;0,583;1,552;2,257;1,437;1,885;18,912;7,487;29,721;0
19.11.2025;CET;22:30;22:45;MW;1,398;0;2,042;0,367;3,807;0,942;1,858;6,567;0,898;10,265;0
19.11.2025;CET;22:45;23:00;MW;0,173;0,006;0,257;1,521;1,957;1,466;1,443;20,324;8,392;31,625;0
19.11.2025;CET;23:00;23:15;MW;1,655;0;6,1;0,277;8,032;0,77;1,932;7,4;3,129;13,231;0
19.11.2025;CET;23:15;23:30;MW;1,946;0;0,388;0,028;2,362;0,231;2,119;4,03;7,566;13,946;0
19.11.2025;CET;23:30;23:45;MW;1,878;0;0,449;2,097;4,424;0,417;1,763;2,504;1,297;5,981;0
19.11.2025;CET;23:45;00:00;MW;0,067;0;0,659;0,3;1,026;0,53;1,902;3,266;1,765;7,463;0
20.11.2025;CET;00:00;00:15;MW;0,068;0,357;0,473;0,286;1,184;1,605;0,656;3,942;2,618;8,821;0
20.11.2025;CET;00:15;00:30;MW;6,225;7,52;3,951;0;17,696;0,254;0,06;3,266;2,623;6,203;0
20.11.2025;CET;00:30;00:45;MW;6,162;7,704;4,991;0,046;18,903;0,069;0,288;2,871;0,858;4,086;0
20.11.2025;CET;00:45;01:00;MW;0,11;0,185;0,253;1,251;1,799;2,296;0,803;11,344;6,354;20,797;0
20.11.2025;CET;01:00;01:15;MW;0,014;0,444;0,206;0,385;1,049;2,399;0,285;21,898;9,346;33,928;0
20.11.2025;CET;01:15;01:30;MW;0,055;0,269;0,202;2,552;3,078;3,651;0,455;38,662;21,977;64,745;0
20.11.2025;CET;01:30;01:45;MW;0;0,203;0,191;0,659;1,053;11,195;0,607;51,992;77,46;141,254;0
20.11.2025;CET;01:45;02:00;MW;0;0,303;0,595;0;0,898;13,458;0,428;53,641;106,252;173,779;0
20.11.2025;CET;02:00;02:15;MW;0,002;0,27;0,286;0,473;1,031;3,079;0,599;10,635;19,156;33,469;0
20.11.2025;CET;02:15;02:30;MW;4,177;2,519;6,467;1,436;14,599;0,353;0,267;1,532;1,524;3,676;0
20.11.2025;CET;02:30;02:45;MW;0,879;0,342;0,363;1,101;2,685;2,373;0,294;17,792;0,731;21,19;0
20.11.2025;CET;02:45;03:00;MW;0,049;0,658;0,198;0,155;1,06;7,382;0,237;42,763;51,291;101,673;0
20.11.2025;CET;03:00;03:15;MW;0,004;0,51;0,396;0,535;1,445;5,911;0,345;18,667;19,503;44,426;0
20.11.2025;CET;03:15;03:30;MW;0,557;1,265;2,933;0,22;4,975;0,408;0,003;2,043;1,016;3,47;0
20.11.2025;CET;03:30;03:45;MW;0,249;0,365;1,592;0,03;2,236;0,386;0,094;1,157;0,996;2,633;0
20.11.2025;CET;03:45;04:00;MW;0,294;0,1;0,244;0,116;0,754;0,54;1,126;1,847;1,413;4,926;0
20.11.2025;CET;04:00;04:15;MW;0,161;0,009;0,488;1,467;2,125;0,567;1,171;1,25;2,511;5,499;0
20.11.2025;CET;04:15;04:30;MW;5,773;0,038;10,141;0,655;16,607;0,125;0,841;1,405;0,64;3,011;0
20.11.2025;CET;04:30;04:45;MW;3,351;0,069;1,454;0,326;5,2;0,143;0,49;1,882;0,349;2,864;0
20.11.2025;CET;04:45;05:00;MW;1,224;0,022;0,421;0,498;2,165;0,233;1,104;2,068;0,481;3,886;0
20.11.2025;CET;05:00;05:15;MW;4,814;0,038;9,887;1,649;16,388;0,496;1,134;6,295;0,285;8,21;0
20.11.2025;CET;05:15;05:30;MW;1,757;0,033;0,31;3,51;5,61;0,338;0,836;5,422;1,658;8,254;0
20.11.2025;CET;05:30;05:45;MW;0,03;0,001;0,298;2,604;2,933;0,543;1,134;18,813;1,036;21,526;0
20.11.2025;CET;05:45;06:00;MW;0,318;0;0,373;1,425;2,116;1,829;1,313;11,224;4,25;18,616;0
20.11.2025;CET;06:00;06:15;MW;27,125;0,03;13,784;21,644;62,583;0,928;2,183;15,267;129,58;147,958;0
20.11.2025;CET;06:15;06:30;MW;18,455;0,152;3,044;7,643;29,294;0;1,945;4,401;0,788;7,134;0
20.11.2025;CET;06:30;06:45;MW;0,057;0;0,433;8,616;9,106;2,874;1,6;30,819;15,324;50,617;0
20.11.2025;CET;06:45;07:00;MW;0,056;0,017;0,417;3,541;4,031;1,595;1,232;16,751;6,22;25,798;0
20.11.2025;CET;07:00;07:15;MW;0,236;0,172;0,585;3,057;4,05;2,525;1,344;18,655;11,291;33,815;0
20.11.2025;CET;07:15;07:30;MW;0,607;0,001;0,61;5,141;6,359;0,419;1,039;7,601;1,235;10,294;0
20.11.2025;CET;07:30;07:45;MW;0,246;0;0,758;4,778;5,782;1,096;1,09;3,62;0,845;6,651;0
20.11.2025;CET;07:45;08:00;MW;0,576;0,507;0,399;13,013;14,495;0,289;0,837;2,663;1,985;5,774;0
20.11.2025;CET;08:00;08:15;MW;33,48;1,003;17,748;220,925;273,156;0,243;0,653;3,324;0,192;4,412;0
20.11.2025;CET;08:15;08:30;MW;16,615;0,011;24,241;143,41;184,277;0;1,289;2,838;0;4,127;0
20.11.2025;CET;08:30;08:45;MW;0,878;0,001;0,453;3,162;4,494;0,447;1,281;4,226;2,48;8,434;0
20.11.2025;CET;08:45;09:00;MW;0,003;0;0,682;1,323;2,008;2,18;1,13;4,803;1,216;9,329;0
20.11.2025;CET;09:00;09:15;MW;0,003;0;0,328;2,913;3,244;11,822;2,432;34,67;1,435;50,359;0
20.11.2025;CET;09:15;09:30;MW;0,049;0,011;0,471;1,162;1,693;5,747;1,082;10,597;2,193;19,619;0
20.11.2025;CET;09:30;09:45;MW;0,891;0,014;7,723;6,477;15,105;4,48;2,393;6,032;0,804;13,709;0
20.11.2025;CET;09:45;10:00;MW;1,7;0,133;3,372;5,839;11,044;2,175;0,589;14,826;7,188;24,778;0
20.11.2025;CET;10:00;10:15;MW;0;0;1,67;0,987;2,657;7,49;2,219;18,492;8,787;36,988;0
20.11.2025;CET;10:15;10:30;MW;0,148;0;0,326;1,501;1,975;5,22;2,257;16,079;5,405;28,961;0
20.11.2025;CET;10:30;10:45;MW;0,051;0,2;0,403;1,942;2,596;4,341;1,57;9,967;0,485;16,363;0
20.11.2025;CET;10:45;11:00;MW;0,186;0,005;0,489;34,898;35,578;5,44;1,332;11,06;1,522;19,354;0
20.11.2025;CET;11:00;11:15;MW;0,088;0;0,525;0,952;1,565;1,272;2,633;4,173;1,484;9,562;0
20.11.2025;CET;11:15;11:30;MW;0,032;0,02;0,769;1,529;2,35;1,123;1,815;12,325;1,85;17,113;0
20.11.2025;CET;11:30;11:45;MW;0,037;0,005;0,435;0,242;0,719;1,555;1,893;5,658;14,817;23,923;0
20.11.2025;CET;11:45;12:00;MW;0,008;0,031;0,362;0,601;1,002;1,539;1,051;8,279;3,535;14,404;0
20.11.2025;CET;12:00;12:15;MW;0,121;0,043;0,328;1,557;2,049;0,497;1,884;1,372;2,251;6,004;0
20.11.2025;CET;12:15;12:30;MW;0,1;0,003;0,277;0,804;1,184;0,953;1,637;1,532;1,366;5,488;0
20.11.2025;CET;12:30;12:45;MW;0,199;0,021;0,341;0,937;1,498;0,375;0,785;1,184;1,142;3,486;0
20.11.2025;CET;12:45;13:00;MW;3,695;0,01;8,057;17,079;28,841;0,268;1,209;1,244;1,412;4,133;0
20.11.2025;CET;13:00;13:15;MW;59,493;1,118;17,85;38,97;117,431;0,647;0,696;2,311;0,638;4,292;0
20.11.2025;CET;13:15;13:30;MW;16,761;1,017;11,189;31,461;60,428;0,232;0,396;1,1;0,591;2,319;0
20.11.2025;CET;13:30;13:45;MW;0,293;0;0,678;3,974;4,945;0,537;3,16;1,244;0,725;5,666;0
20.11.2025;CET;13:45;14:00;MW;1,119;0,15;0,285;0,448;2,002;1,228;1,934;2,168;27,798;33,128;0
20.11.2025;CET;14:00;14:15;MW;0;0,082;0,375;0,196;0,653;30,912;1,14;7,601;164,874;204,527;0
20.11.2025;CET;14:15;14:30;MW;0,4;0,001;0,414;1,238;2,053;5,737;1,513;2,77;4,193;14,213;0
