"Delivery Period (CET/CEST)","Area","Reserve Type","Time Horizon","Source","Type of product","Procurement Date & Time (CET/CEST)","Instance Code","ISP (CET/CEST)","Volume (MW)","Price (EUR)","Price Type","Direction"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 08:45 - 29/11/2025 09:00","460.00","1.01","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 09:00 - 29/11/2025 09:15","460.00","1.01","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 09:15 - 29/11/2025 09:30","460.00","1.01","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 09:30 - 29/11/2025 09:45","460.00","1.01","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 09:45 - 29/11/2025 10:00","460.00","1.01","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 10:00 - 29/11/2025 10:15","460.00","1.01","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 10:15 - 29/11/2025 10:30","460.00","1.01","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 10:30 - 29/11/2025 10:45","460.00","1.01","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 10:45 - 29/11/2025 11:00","460.00","1.01","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 11:00 - 29/11/2025 11:15","460.00","1.01","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 11:15 - 29/11/2025 11:30","460.00","1.01","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 11:30 - 29/11/2025 11:45","460.00","1.01","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 11:45 - 29/11/2025 12:00","460.00","1.01","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 12:00 - 29/11/2025 12:15","475.00","0.62","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 12:15 - 29/11/2025 12:30","475.00","0.62","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 12:30 - 29/11/2025 12:45","475.00","0.62","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 12:45 - 29/11/2025 13:00","475.00","0.62","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 13:00 - 29/11/2025 13:15","475.00","0.62","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 13:15 - 29/11/2025 13:30","475.00","0.62","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 13:30 - 29/11/2025 13:45","475.00","0.62","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 13:45 - 29/11/2025 14:00","475.00","0.62","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 14:00 - 29/11/2025 14:15","475.00","0.62","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 14:15 - 29/11/2025 14:30","475.00","0.62","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 14:30 - 29/11/2025 14:45","475.00","0.62","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 14:45 - 29/11/2025 15:00","475.00","0.62","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 15:00 - 29/11/2025 15:15","475.00","0.62","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 15:15 - 29/11/2025 15:30","475.00","0.62","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 15:30 - 29/11/2025 15:45","475.00","0.62","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 15:45 - 29/11/2025 16:00","475.00","0.62","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 16:00 - 29/11/2025 16:15","600.00","0.15","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 16:15 - 29/11/2025 16:30","600.00","0.15","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 16:30 - 29/11/2025 16:45","600.00","0.15","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 16:45 - 29/11/2025 17:00","600.00","0.15","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 17:00 - 29/11/2025 17:15","600.00","0.15","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 17:15 - 29/11/2025 17:30","600.00","0.15","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 17:30 - 29/11/2025 17:45","600.00","0.15","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 17:45 - 29/11/2025 18:00","600.00","0.15","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 18:00 - 29/11/2025 18:15","600.00","0.15","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 18:15 - 29/11/2025 18:30","600.00","0.15","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 18:30 - 29/11/2025 18:45","600.00","0.15","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 18:45 - 29/11/2025 19:00","600.00","0.15","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 19:00 - 29/11/2025 19:15","600.00","0.15","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 19:15 - 29/11/2025 19:30","600.00","0.15","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 19:30 - 29/11/2025 19:45","600.00","0.15","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 19:45 - 29/11/2025 20:00","600.00","0.15","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 20:00 - 29/11/2025 20:15","280.00","0.61","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 20:15 - 29/11/2025 20:30","280.00","0.61","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 20:30 - 29/11/2025 20:45","280.00","0.61","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 20:45 - 29/11/2025 21:00","280.00","0.61","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 21:00 - 29/11/2025 21:15","280.00","0.61","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 21:15 - 29/11/2025 21:30","280.00","0.61","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 21:30 - 29/11/2025 21:45","280.00","0.61","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 21:45 - 29/11/2025 22:00","280.00","0.61","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 22:00 - 29/11/2025 22:15","280.00","0.61","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 22:15 - 29/11/2025 22:30","280.00","0.61","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 22:30 - 29/11/2025 22:45","280.00","0.61","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 22:45 - 29/11/2025 23:00","280.00","0.61","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 23:00 - 29/11/2025 23:15","280.00","0.61","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 23:15 - 29/11/2025 23:30","280.00","0.61","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 23:30 - 29/11/2025 23:45","280.00","0.61","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","c52ec62108314c37941cf428f0916e99","29/11/2025 23:45 - 30/11/2025 00:00","280.00","0.61","Average","Down"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","762e513a54afad2c594adaf6e3369647","29/11/2025 00:00 - 29/11/2025 00:15","211.00","0.78","Average","Up"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","762e513a54afad2c594adaf6e3369647","29/11/2025 00:15 - 29/11/2025 00:30","211.00","0.78","Average","Up"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","762e513a54afad2c594adaf6e3369647","29/11/2025 00:30 - 29/11/2025 00:45","211.00","0.78","Average","Up"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","762e513a54afad2c594adaf6e3369647","29/11/2025 00:45 - 29/11/2025 01:00","211.00","0.78","Average","Up"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","762e513a54afad2c594adaf6e3369647","29/11/2025 01:00 - 29/11/2025 01:15","211.00","0.78","Average","Up"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","762e513a54afad2c594adaf6e3369647","29/11/2025 01:15 - 29/11/2025 01:30","211.00","0.78","Average","Up"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","762e513a54afad2c594adaf6e3369647","29/11/2025 01:30 - 29/11/2025 01:45","211.00","0.78","Average","Up"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","762e513a54afad2c594adaf6e3369647","29/11/2025 01:45 - 29/11/2025 02:00","211.00","0.78","Average","Up"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","762e513a54afad2c594adaf6e3369647","29/11/2025 02:00 - 29/11/2025 02:15","211.00","0.78","Average","Up"
"29/11/2025 00:00 - 30/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-28T08:00:00Z","762e513a54afad2c594adaf6e3369647","29/11/2025 02:15 - 29/11/2025 02:30","211.00","0.78","Average","Up"
