timestep,demand_el,price_el,Eta_el_max_woDH,P_max_woDH,Eta_el_min_woDH,P_min_woDH,Beta,Q_CW_min,H_L_FG_share
4928,0.5086124881,-36.3,0.6025180341,200,0.5050104649,94.87329071,0.0005934706,25.4471736009,0.138234497
4929,0.5288042662,-45.91,0.6025059381,217.6776695297,0.5049981351,94.8709743877,0.0006170312,25.4481867736,0.1382432292
4930,0.553527615,-50.91,0.6024911274,225,0.5049830382,94.8681382212,0.0006458795,25.4494273291,0.1382539211
4931,0.5760978419,-51.15,0.6024776065,217.6776695297,0.5049692561,94.8655490525,0.0006722154,25.4505598463,0.138263682
4932,0.5591357468,-50.98,0.6024877678,200,0.5049796137,94.8674948781,0.0006524233,25.449708731,0.1382563465
4933,0.5433128036,-48.89,0.6024972467,182.3223304703,0.5049892757,94.8693100247,0.0006339604,25.4489147755,0.1382495036
4934,0.5356141405,-45.91,0.6025018586,175,0.5049939768,94.8701931854,0.0006249773,25.4485284759,0.1382461742
4935,0.5309198338,-45.12,0.6025046708,182.3223304703,0.5049968433,94.870731698,0.0006194998,25.4482929274,0.1382441441
4936,0.5298933454,-44.95,0.6025052857,200,0.5049974701,94.8708494528,0.000618302,25.4482414208,0.1382437002
4937,0.5400706024,-44.96,0.6024991889,217.6776695297,0.5049912555,94.8696819574,0.0006301773,25.44875209,0.1382481015
4938,0.5571078063,-46.96,0.6024889827,225,0.504980852,94.8677275156,0.000650057,25.4496069741,0.1382554694
4939,0.56270342,-48.39,0.6024856306,217.6776695297,0.5049774352,94.8670856085,0.0006565862,25.4498877479,0.1382578893
4940,0.5570702519,-40.84,0.6024890052,200,0.504980875,94.8677318237,0.0006500132,25.4496050897,0.1382554532
4941,0.5594987732,-38.15,0.6024875503,182.3223304703,0.504979392,94.8674532332,0.0006528469,25.4497269468,0.1382565035
4942,0.5626157929,-36.28,0.6024856831,175,0.5049774887,94.8670956608,0.000656484,25.449883351,0.1382578515
4943,0.5218566922,-33,0.6025101001,182.3223304703,0.5050023776,94.8717713864,0.0006089245,25.4478381618,0.1382402246
4944,0.4966326173,-27.57,0.6025252108,200,0.5050177802,94.8746649942,0.000579492,25.4465724811,0.1382293161
4945,0.4910244855,-7.82,0.6025285704,217.6776695297,0.5050212047,94.8753083373,0.0005729482,25.4462910791,0.1382268908
4946,0.4909493766,-10.38,0.6025286154,225,0.5050212506,94.8753169535,0.0005728605,25.4462873103,0.1382268583
4947,0.4958564919,-3.71,0.6025256757,217.6776695297,0.5050182542,94.8747540283,0.0005785864,25.446533537,0.1382289805
4948,0.5101647389,7.62,0.6025171043,200,0.5050095171,94.8731126418,0.0005952818,25.4472514889,0.1382351683
4949,0.5369410645,2.57,0.6025010637,182.3223304703,0.5049931665,94.8700409658,0.0006265256,25.4485950577,0.1382467481
4950,0.6139652496,-8.47,0.6024549218,175,0.504946133,94.8612050507,0.0007164007,25.4524599377,0.1382800582
4951,0.697548946,-8.59,0.6024048503,182.3223304703,0.5048950939,94.8516166539,0.0008139297,25.4566539575,0.1383162052
4952,0.7430148716,-3.97,0.6023776136,200,0.5048673309,94.8464009796,0.0008669813,25.4589353234,0.1383358675
4953,0.7656226528,-8.69,0.6023640703,217.6776695297,0.5048535258,94.8438075028,0.000893361,25.4600697251,0.1383456446
4954,0.7864278203,-15.99,0.6023516068,225,0.5048408215,94.8414208149,0.0009176373,25.4611136761,0.1383546421
4955,0.8073832056,-20.36,0.6023390533,217.6776695297,0.5048280254,94.8390168945,0.000942089,25.4621651647,0.1383637045
4956,0.8045666216,-21,0.6023407406,200,0.5048297453,94.8393400021,0.0009388024,25.4620238356,0.1383624864
4957,0.7907591007,-20.02,0.6023490121,182.3223304703,0.5048381767,94.8409239472,0.0009226912,25.4613310089,0.1383565152
4958,0.7765009263,-18.04,0.6023575535,175,0.5048468832,94.8425595896,0.0009060542,25.4606155695,0.138350349
4959,0.7653096991,-15.3,0.6023642577,182.3223304703,0.5048537169,94.8438434037,0.0008929958,25.4600540218,0.1383455092
4960,0.747183416,-10.41,0.6023751164,200,0.5048647854,94.8459227804,0.0008718453,25.4591444905,0.1383376703
4961,0.7427519904,-10.51,0.6023777711,217.6776695297,0.5048674914,94.8464311363,0.0008666745,25.4589221327,0.1383357538
4962,0.7410119674,-13.79,0.6023788135,225,0.5048685539,94.846630745,0.0008646442,25.4588348227,0.1383350014
4963,0.7223098493,-13.69,0.6023900171,217.6776695297,0.5048799741,94.8487761793,0.0008428218,25.4578963974,0.1383269134
4964,0.6859946923,-8.67,0.602411772,200,0.5049021493,94.852942113,0.0008004477,25.4560741941,0.1383112084
4965,0.6671799109,-2.16,0.6024230431,182.3223304703,0.5049136383,94.8551004716,0.0007784938,25.4551301157,0.1383030717
4966,0.6371989385,-2.93,0.6024410035,175,0.5049319457,94.8585397722,0.0007435107,25.4536257458,0.138290106
4967,0.5815933103,-0.11,0.6024743144,182.3223304703,0.5049659004,94.8649186337,0.0006786277,25.4508355951,0.1382660585
4968,0.5454283711,-8.31,0.6024959793,200,0.5049879839,94.869067335,0.000636429,25.4490209294,0.1382504185
4969,0.5303815533,12.05,0.6025049932,217.6776695297,0.504997172,94.8707934474,0.0006188717,25.4482659179,0.1382439113
4970,0.5285789395,18.07,0.6025060731,225,0.5049982727,94.8710002363,0.0006167683,25.4481754672,0.1382431317
4971,0.5272394973,36.1,0.6025068755,217.6776695297,0.5049990906,94.8711538919,0.0006152054,25.4481082574,0.1382425525
4972,0.5389314506,38.78,0.6024998713,200,0.5049919511,94.8698126365,0.0006288481,25.4486949302,0.1382476088
4973,0.5620649942,26.87,0.602486013,182.3223304703,0.504977825,94.8671588463,0.0006558413,25.4498557133,0.1382576133
4974,0.6331180211,15.06,0.6024434482,175,0.5049344376,94.8590079192,0.000738749,25.4534209756,0.1382883411
4975,0.7069250413,12.1,0.6023992335,182.3223304703,0.5048893686,94.8505410647,0.0008248701,25.4571244264,0.13832026
4976,0.7460442642,30.07,0.6023757988,200,0.5048654811,94.8460534595,0.0008705161,25.4590873307,0.1383371776
4977,0.7673877122,4.02,0.6023630129,217.6776695297,0.504852448,94.8436050221,0.0008954205,25.4601582913,0.1383464079
4978,0.7865530019,-0.1,0.6023515318,225,0.504840745,94.8414064545,0.0009177834,25.4611199574,0.1383546962
4979,0.8027514897,-10.6,0.6023418279,217.6776695297,0.5048308537,94.839548227,0.0009366845,25.4619327568,0.1383617015
4980,0.7911721997,-13.49,0.6023487646,200,0.5048379244,94.8408765581,0.0009231733,25.4613517371,0.1383566938
4981,0.7801437084,-13.67,0.6023553713,182.3223304703,0.5048446588,94.8421417038,0.0009103048,25.4607983552,0.1383519244
4982,0.7639577387,-8.76,0.6023650676,175,0.5048545425,94.8439984953,0.0008914183,25.4599861839,0.1383449246
4983,0.7484477492,-0.13,0.602374359,182.3223304703,0.5048640134,94.845777741,0.0008733206,25.4592079316,0.1383382171
4984,0.7293325322,0.1,0.6023858101,200,0.5048756858,94.8479705644,0.0008510161,25.458248778,0.1383299504
4985,0.7259150769,-0.08,0.6023878574,217.6776695297,0.5048777726,94.8483626016,0.0008470285,25.4580772987,0.1383284725
4986,0.7244254169,-8.67,0.6023887498,225,0.5048786822,94.8485334896,0.0008452903,25.4580025513,0.1383278283
4987,0.720382054,-13.63,0.602391172,217.6776695297,0.5048811513,94.8489973285,0.0008405723,25.4577996655,0.1383260797
4988,0.6950578339,-10.7,0.6024063427,200,0.5048966151,94.8519024246,0.000811023,25.4565289598,0.1383151278
4989,0.6822642832,-8.98,0.6024140067,182.3223304703,0.5049044273,94.853370051,0.0007960949,25.4558870116,0.1383095951
4990,0.6536352711,-10.67,0.6024311572,175,0.5049219091,94.85665426,0.0007626893,25.4544504797,0.1382972141
4991,0.5936858445,-9.94,0.6024670703,182.3223304703,0.5049585162,94.8635314252,0.0006927378,25.4514423681,0.1382712881
4992,0.5539782685,-10.02,0.6024908574,200,0.504982763,94.868086524,0.0006464053,25.4494499417,0.138254116
4993,0.5416228531,2.95,0.602498259,217.6776695297,0.5049903077,94.8695038892,0.0006319885,25.448829978,0.1382487728
4994,0.5413224175,-0.04,0.602498439,225,0.5049904911,94.869538354,0.0006316379,25.4488149029,0.1382486428
4995,0.5424240148,9.92,0.6024977791,217.6776695297,0.5049898185,94.8694119831,0.0006329233,25.4488701783,0.1382491192
4996,0.5569325522,14.9,0.6024890876,200,0.504980959,94.86774762,0.0006498525,25.4495981803,0.1382553937
4997,0.5762981323,16.09,0.6024774866,182.3223304703,0.5049691338,94.865526076,0.0006724491,25.4505698964,0.1382637686
4998,0.6483651294,15.05,0.6024343143,175,0.5049251272,94.8572588302,0.0007565399,25.4541860372,0.1382949349
4999,0.7206073807,51.49,0.602391037,182.3223304703,0.5048810137,94.8489714799,0.0008408352,25.4578109718,0.1383261771
5000,0.7687897451,67.07,0.602362173,200,0.5048515919,94.8434441863,0.0008970565,25.4602286418,0.1383470142
5001,0.7899078664,67.09,0.602349522,217.6776695297,0.5048386965,94.8410215975,0.000921698,25.4612882961,0.1383561471
5002,0.8103374894,54.2,0.6023372835,225,0.5048262214,94.8386779906,0.0009455361,25.4623134032,0.1383649821
5003,0.8313304291,3.08,0.6023247075,217.6776695297,0.5048134024,94.8362697621,0.0009700316,25.4633667762,0.1383740608
5004,0.8224425417,-0.11,0.6023300319,200,0.5048188297,94.837289346,0.0009596608,25.4629208043,0.1383702171
5005,0.8088478294,-5.87,0.6023381759,182.3223304703,0.5048271311,94.8388488786,0.0009437979,25.4622386558,0.1383643379
5006,0.7888187872,-1.05,0.6023501744,175,0.5048393615,94.8411465324,0.0009204272,25.4612336488,0.1383556761
5007,0.7658479796,6.71,0.6023639353,182.3223304703,0.5048533882,94.8437816542,0.0008936239,25.4600810314,0.138345742
5008,0.745781383,13.31,0.6023759563,200,0.5048656416,94.8460836162,0.0008702093,25.45907414,0.138337064
5009,0.7393971258,6.74,0.6023797809,217.6776695297,0.50486954,94.8468159934,0.0008627599,25.458753794,0.138334303
5010,0.7373817035,2.98,0.6023809882,225,0.5048707707,94.8470471948,0.0008604082,25.4586526652,0.1383334314
5011,0.7260778128,-8.78,0.6023877599,217.6776695297,0.5048776732,94.8483439332,0.0008472184,25.4580854644,0.1383285429
5012,0.695070352,-9.68,0.6024063352,200,0.5048966074,94.8519009886,0.0008110376,25.4565295879,0.1383151333
5013,0.6703595213,-10.69,0.6024211384,182.3223304703,0.5049116967,94.854735719,0.0007822039,25.4552896605,0.1383044467
5014,0.6403409944,-8.32,0.6024391212,175,0.504930027,94.8581793277,0.000747177,25.4537834063,0.1382914648
5015,0.5845726303,0.91,0.6024725297,182.3223304703,0.5049640811,94.8645768577,0.0006821041,25.4509850899,0.138267347
5016,0.5556181463,-4.39,0.6024898751,200,0.5049817617,94.8678984036,0.0006483188,25.4495322267,0.1382548252
5017,0.5387436783,13.34,0.6024999838,217.6776695297,0.5049920658,94.869834177,0.000628629,25.4486855083,0.1382475276
5018,0.539131741,13,0.6024997514,225,0.5049918288,94.8697896599,0.0006290818,25.4487049803,0.1382476955
5019,0.5388187872,24.92,0.6024999388,217.6776695297,0.5049920199,94.8698255608,0.0006287166,25.4486892771,0.1382475601
5020,0.5496469881,49.98,0.6024934521,200,0.5049854079,94.8685833916,0.0006413514,25.449232609,0.1382522429
5021,0.5704396375,53.62,0.6024809961,182.3223304703,0.5049727112,94.8661981397,0.0006656132,25.4502759319,0.138261235
5022,0.6394146512,50.19,0.6024396761,175,0.5049305927,94.8582855942,0.0007460961,25.4537369247,0.1382910642
5023,0.7086775825,23.36,0.6023981836,182.3223304703,0.5048882984,94.85034002,0.0008269151,25.4572123645,0.1383210179
5024,0.7591632868,12.15,0.6023679398,200,0.5048574701,94.8445484962,0.0008858239,25.4597456103,0.1383428511
5025,0.7820589855,-8.77,0.602354224,217.6776695297,0.5048434892,94.8419219906,0.0009125396,25.4608944589,0.1383527527
5026,0.7947899454,-13.7,0.6023465974,225,0.5048357153,94.8404615444,0.0009273946,25.4615332665,0.1383582584
5027,0.8044414401,-12.17,0.6023408156,217.6776695297,0.5048298218,94.8393543624,0.0009386564,25.4620175543,0.1383624323
5028,0.7898327575,-10.63,0.602349567,200,0.5048387423,94.8410302137,0.0009216104,25.4612845273,0.1383561146
5029,0.7767137349,-10.64,0.6023574261,182.3223304703,0.5048467532,94.842535177,0.0009063025,25.4606262477,0.1383504411
5030,0.761416554,-10.68,0.60236659,175,0.5048560942,94.8442900101,0.0008884531,25.4598586736,0.1383438256
5031,0.7525161484,-13.75,0.6023719218,182.3223304703,0.5048615291,94.8453110301,0.0008780677,25.4594120736,0.1383399765
5032,0.738996545,-13.76,0.6023800208,200,0.5048697846,94.8468619464,0.0008622925,25.4587336939,0.1383341298
5033,0.7371688949,-21.04,0.6023811157,217.6776695297,0.5048709007,94.8470716073,0.0008601599,25.458641987,0.1383333394
5034,0.7299459216,-29.58,0.6023854427,225,0.5048753112,94.8479001988,0.0008517319,25.4582795564,0.1383302157
5035,0.7221095589,-29.76,0.6023901371,217.6776695297,0.5048800964,94.8487991558,0.0008425881,25.4578863474,0.1383268267
5036,0.6956587051,-29.69,0.6024059827,200,0.5048962482,94.851833495,0.0008117241,25.45655911,0.1383153877
5037,0.6826523459,-29.45,0.6024137743,182.3223304703,0.5049041903,94.853325534,0.0007965477,25.4559064836,0.1383097629
5038,0.6496670172,-31.91,0.6024335344,175,0.5049243323,94.8571094827,0.000758059,25.4542513627,0.138295498
5039,0.5950378048,-28.5,0.6024662604,182.3223304703,0.5049576907,94.8633763336,0.0006943153,25.4515102061,0.1382718728
5040,0.5500100145,-27.01,0.6024932346,200,0.5049851862,94.8685417467,0.000641775,25.4492508247,0.1382523999
5041,0.537642081,-13.71,0.6025006438,217.6776695297,0.5049927385,94.8699605479,0.0006273436,25.4486302329,0.1382470512
5042,0.5342997346,-21.8,0.602502646,225,0.5049947794,94.8703439689,0.0006234436,25.4484625224,0.1382456058
5043,0.5340368534,-21.28,0.6025028035,217.6776695297,0.5049949399,94.8703741256,0.0006231368,25.4484493316,0.1382454921
5044,0.5411221271,-22.1,0.602498559,200,0.5049906134,94.8695613306,0.0006314042,25.4488048529,0.1382485562
5045,0.5593485554,-20.28,0.6024876403,182.3223304703,0.5049794838,94.8674704656,0.0006526716,25.4497194092,0.1382564385
5046,0.6264458465,-23.01,0.6024474452,175,0.5049385119,94.8597733251,0.0007309636,25.4530861827,0.1382854556
5047,0.6964849031,-28.09,0.6024054878,182.3223304703,0.5048957437,94.8517387168,0.0008126881,25.4566005665,0.138315745
5048,0.7384457463,-30,0.6023803508,200,0.504870121,94.8469251319,0.0008616498,25.4587060562,0.1383338916
5049,0.750413099,-32.07,0.6023731817,217.6776695297,0.5048628133,94.8455522837,0.0008756138,25.4593065479,0.138339067
5050,0.7635821942,-40.06,0.6023652926,225,0.5048547718,94.8440415763,0.0008909801,25.45996734,0.1383447622
5051,0.7791047018,-45.57,0.6023559937,217.6776695297,0.5048452932,94.8422608946,0.0009090924,25.4607462204,0.1383514751
5052,0.7668869861,-45.46,0.6023633129,200,0.5048527538,94.8436624634,0.0008948363,25.4601331661,0.1383461914
5053,0.7426768815,-43.93,0.6023778161,182.3223304703,0.5048675373,94.8464397525,0.0008665869,25.4589183639,0.1383357214
5054,0.7208327074,-44.4,0.602390902,175,0.5048808761,94.8489456313,0.0008410982,25.4578222782,0.1383262745
5055,0.7057483351,-45.82,0.6023999384,182.3223304703,0.5048900871,94.8506760518,0.0008234971,25.4570653823,0.1383197511
5056,0.6954584147,-50.77,0.6024061027,200,0.5048963705,94.8518564715,0.0008114904,25.4565490599,0.1383153011
5057,0.6919658505,-51.6,0.6024081949,217.6776695297,0.5048985032,94.8522571249,0.0008074151,25.4563738118,0.1383137907
5058,0.6862700916,-55.2,0.602411607,225,0.5049019812,94.8529105202,0.000800769,25.456088013,0.1383113275
5059,0.6752040459,-62.8,0.6024182362,217.6776695297,0.5049087385,94.854179974,0.0007878567,25.4555327466,0.1383065418
5060,0.6478143308,-63.7,0.6024346442,200,0.5049254636,94.8573220156,0.0007558972,25.4541583995,0.1382946967
5061,0.638400681,-59.82,0.6024402835,182.3223304703,0.5049312119,94.858401913,0.000744913,25.4536860462,0.1382906257
5062,0.6133268239,-49.95,0.6024553042,175,0.5049465228,94.8612782884,0.0007156557,25.4524279031,0.1382797821
5063,0.5660582845,-50,0.6024836208,182.3223304703,0.5049753866,94.8667007515,0.0006605008,25.4500560866,0.1382593402
5064,0.526888989,-45.64,0.6025070855,200,0.5049993047,94.8711941008,0.0006147964,25.4480906698,0.1382424009
5065,0.5052826599,-37.92,0.6025200289,217.6776695297,0.5050124982,94.8736726949,0.0005895852,25.4470065185,0.1382330569
5066,0.4954559111,-42.28,0.6025259157,225,0.5050184988,94.8747999814,0.000578119,25.4465134369,0.1382288072
5067,0.490323469,-39.3,0.6025289903,217.6776695297,0.5050216328,94.8753887552,0.0005721302,25.4462559039,0.1382265876
5068,0.4953432477,-36.83,0.6025259832,200,0.5050185676,94.8748129057,0.0005779875,25.4465077837,0.1382287585
5069,0.4987857393,-34.11,0.6025239209,182.3223304703,0.5050164655,94.8744179964,0.0005820043,25.4466805193,0.1382302473
5070,0.5164238145,-34.99,0.6025133547,175,0.5050056951,94.872394625,0.0006025852,25.4475655536,0.1382378751
5071,0.5446522458,-37.64,0.6024964443,182.3223304703,0.5049884578,94.8691563691,0.0006355233,25.4489819853,0.1382500829
5072,0.5787016173,-41.05,0.6024760467,200,0.5049676661,94.8652503575,0.0006752536,25.4506904972,0.138264808
5073,0.6116869461,-49.3,0.6024562866,217.6776695297,0.5049475242,94.8614664088,0.0007137423,25.4523456182,0.138279073
5074,0.6302263282,-53.38,0.6024451805,225,0.5049362034,94.8593396429,0.0007353748,25.4532758778,0.1382870906
5075,0.6358594963,-54.01,0.6024418059,217.6776695297,0.5049327636,94.8586934278,0.0007419478,25.453558536,0.1382895267
5076,0.6268088729,-51.14,0.6024472277,200,0.5049382902,94.8597316801,0.0007313872,25.4531043984,0.1382856126
5077,0.6070552301,-50.96,0.6024590613,182.3223304703,0.5049503524,94.8619977413,0.0007083378,25.4521132103,0.1382770699
5078,0.5932226729,-47.09,0.6024673478,175,0.5049587991,94.8635845585,0.0006921974,25.4514191273,0.1382710878
5079,0.5785513995,-46.62,0.6024761367,182.3223304703,0.5049677579,94.8652675899,0.0006750783,25.4506829597,0.138264743
5080,0.5752591257,-49.6,0.602478109,200,0.5049697682,94.8656452668,0.0006712367,25.4505177617,0.1382633192
5081,0.5874518051,-51.63,0.6024708049,217.6776695297,0.504962323,94.86424657,0.0006854637,25.4511295597,0.1382685921
5082,0.598530369,-54.43,0.6024641682,225,0.504955558,94.8629756802,0.0006983906,25.4516854542,0.1382733832
5083,0.595801412,-63.95,0.602465803,217.6776695297,0.5049572244,94.8632887355,0.0006952064,25.451548522,0.138272203
5084,0.5695884032,-57.2,0.6024815061,200,0.504973231,94.86629579,0.0006646199,25.4502332191,0.1382608669
5085,0.5632792549,-54.02,0.6024852856,182.3223304703,0.5049770835,94.867019551,0.0006572581,25.4499166419,0.1382581384
5086,0.5521005458,-47.98,0.6024919823,175,0.5049839096,94.868301929,0.0006442143,25.4493557223,0.138253304
5087,0.5226828902,-42.93,0.6025096052,182.3223304703,0.5050018731,94.8716766082,0.0006098886,25.4478796183,0.1382405819
5088,0.4763532122,-38.04,0.6025373593,200,0.5050301635,94.8769913687,0.0005558291,25.4455549115,0.138220546
5089,0.4610309949,-36.03,0.6025465382,217.6776695297,0.5050395198,94.878749074,0.0005379505,25.4447860811,0.1382139197
5090,0.4515171999,-36.01,0.6025522375,225,0.5050453292,94.8798404595,0.0005268494,25.4443087028,0.1382098053
5091,0.4538455761,-35.96,0.6025508427,217.6776695297,0.5050439074,94.8795733573,0.0005295663,25.4444255349,0.1382108123
5092,0.4551224275,-32.06,0.6025500778,200,0.5050431278,94.8794268818,0.0005310561,25.4444896041,0.1382113645
5093,0.4549221371,-32.54,0.6025501978,182.3223304703,0.5050432501,94.8794498584,0.0005308224,25.444479554,0.1382112778
5094,0.4594286716,-33.09,0.6025474981,175,0.5050404982,94.8789328863,0.0005360809,25.4447056806,0.1382132268
5095,0.4683415953,-33.09,0.6025421587,182.3223304703,0.5050350557,94.8779104303,0.0005464808,25.4451529087,0.1382170813
5096,0.4917505383,-33.94,0.6025281354,200,0.5050207614,94.8752250473,0.0005737954,25.4463275106,0.1382272048
5097,0.5170622402,-46,0.6025129723,217.6776695297,0.5050053052,94.8723213873,0.0006033301,25.4475975882,0.1382381512
5098,0.5444644735,-49.96,0.6024965567,225,0.5049885725,94.8691779096,0.0006353042,25.4489725634,0.1382500017
5099,0.568248961,-47.19,0.6024823085,217.6776695297,0.5049740489,94.8664494456,0.000663057,25.4501660092,0.1382602876
5100,0.5532021431,-43,0.6024913224,200,0.504983237,94.8681755581,0.0006454997,25.4494109977,0.1382537804
5101,0.5334860548,-37.27,0.6025031335,182.3223304703,0.5049952763,94.8704373111,0.0006224941,25.4484216939,0.1382452539
5102,0.5246607581,-36.3,0.6025084203,175,0.5050006653,94.8714497148,0.0006121964,25.4479788627,0.1382414373
5103,0.514971709,-36.72,0.6025142246,182.3223304703,0.5050065818,94.8725612049,0.0006008908,25.4474926906,0.1382372471
5104,0.5169871313,-47.19,0.6025130173,200,0.5050053511,94.8723300035,0.0006032425,25.4475938194,0.1382381187
5105,0.5326223023,-52.78,0.6025036509,217.6776695297,0.5049958037,94.8705363974,0.0006214863,25.448378353,0.1382448804
5106,0.5537153873,-54.99,0.6024910149,225,0.5049829236,94.8681166807,0.0006460986,25.449436751,0.1382540024
5107,0.5605628161,-56.04,0.6024869129,217.6776695297,0.5049787423,94.8673311703,0.0006540885,25.4497803378,0.1382569636
5108,0.5567948525,-52.92,0.6024891701,200,0.5049810431,94.8677634164,0.0006496918,25.4495912708,0.1382553341
5109,0.5675229082,-52.82,0.6024827434,182.3223304703,0.5049744922,94.8665327356,0.0006622098,25.4501295777,0.1382599736
5110,0.5600871263,-43.32,0.6024871979,175,0.5049790328,94.8673857396,0.0006535334,25.4497564689,0.1382567579
5111,0.5163737419,-41.03,0.6025133847,182.3223304703,0.5050057256,94.8724003691,0.0006025268,25.4475630411,0.1382378534
5112,0.4925767363,-40.55,0.6025276405,200,0.5050202569,94.8751302691,0.0005747594,25.4463689671,0.1382275621
5113,0.4867808322,-33.06,0.6025311126,217.6776695297,0.5050237961,94.8757951527,0.0005679965,25.4460781432,0.1382250556
5114,0.4866681688,-36.1,0.6025311801,225,0.5050238649,94.875808077,0.0005678651,25.4460724901,0.1382250069
5115,0.4856416804,-33.04,0.602531795,217.6776695297,0.5050244917,94.8759258318,0.0005666673,25.4460209835,0.1382245629
5116,0.4993991287,-29.9,0.6025235535,200,0.5050160909,94.8743476308,0.0005827201,25.4467112977,0.1382305125
5117,0.53060688,-27.63,0.6025048582,182.3223304703,0.5049970344,94.8707675988,0.0006191346,25.4482772242,0.1382440088
5118,0.6053277252,-27.52,0.6024600962,175,0.5049514073,94.8621959139,0.0007063221,25.4520265284,0.1382763228
5119,0.686382755,-27.28,0.6024115395,182.3223304703,0.5049019124,94.8528975959,0.0008009005,25.4560936661,0.1383113762
5120,0.7330629413,-21.43,0.6023835754,200,0.5048734079,94.8475426264,0.0008553689,25.4584359606,0.1383315637
5121,0.75595864,-31.68,0.6023698596,217.6776695297,0.504859427,94.8449161208,0.0008820846,25.4595848092,0.1383414652
5122,0.781019979,-35.02,0.6023548464,225,0.5048441237,94.8420411814,0.0009113272,25.4608423242,0.1383523034
5123,0.8034274698,-41.88,0.602341423,217.6776695297,0.5048304409,94.8394706812,0.0009374732,25.4619666758,0.1383619938
5124,0.7957788794,-39.94,0.6023460049,200,0.5048351114,94.8403480977,0.0009285485,25.4615828887,0.1383586861
5125,0.7812578238,-39.96,0.6023547039,182.3223304703,0.5048439785,94.8420138968,0.0009116048,25.4608542587,0.1383524062
5126,0.7587877422,-38.86,0.6023681648,175,0.5048576995,94.8445915772,0.0008853857,25.4597267664,0.1383426887
5127,0.7477342146,-35.04,0.6023747865,182.3223304703,0.5048644491,94.8458595949,0.000872488,25.4591721282,0.1383379085
5128,0.7289945421,-37.5,0.6023860126,200,0.5048758922,94.8480093373,0.0008506217,25.4582318185,0.1383298042
5129,0.722697912,-43.81,0.6023897847,217.6776695297,0.5048797371,94.8487316623,0.0008432746,25.4579158694,0.1383270812
5130,0.7209704071,-49.76,0.6023908195,225,0.504880792,94.8489298349,0.0008412588,25.4578291876,0.1383263341
5131,0.7116318662,-53.98,0.6023964139,217.6776695297,0.5048864944,94.850001116,0.0008303622,25.4573606031,0.1383222955
5132,0.6804741876,-49.76,0.6024150791,200,0.5049055204,94.8535754038,0.0007940061,25.4557971891,0.1383088209
5133,0.663712383,-40.84,0.6024251204,182.3223304703,0.5049157557,94.8554982529,0.0007744478,25.4549561238,0.1383015721
5134,0.6250688498,-35.05,0.6024482701,175,0.5049393527,94.8599312888,0.0007293568,25.4530170885,0.1382848601
5135,0.5708026639,-33.02,0.6024807787,182.3223304703,0.5049724895,94.8661564947,0.0006660368,25.4502941476,0.138261392
5136,0.5367532923,-33.71,0.6025011762,200,0.5049932812,94.8700625063,0.0006263065,25.4485856357,0.1382466669
5137,0.531107606,-27.95,0.6025045583,217.6776695297,0.5049967286,94.8707101575,0.0006197189,25.4483023494,0.1382442253
5138,0.5219568374,-20.96,0.6025100401,225,0.5050023164,94.8717598981,0.0006090414,25.4478431868,0.1382402679
5139,0.5206048771,-20.9,0.60251085,217.6776695297,0.505003142,94.8719149897,0.0006074638,25.4477753488,0.1382396833
5140,0.5357768765,-18.13,0.6025017611,200,0.5049938774,94.8701745169,0.0006251672,25.4485366416,0.1382462446
5141,0.5552676381,-16.03,0.602490085,182.3223304703,0.5049819757,94.8679386125,0.0006479098,25.4495146391,0.1382546736
5142,0.6211882229,-16.43,0.6024505948,175,0.5049417224,94.8603764593,0.0007248288,25.4528223683,0.1382831819
5143,0.6898753192,-13.75,0.6024094473,182.3223304703,0.5048997797,94.8524969425,0.0008049758,25.4562689142,0.1383128866
5144,0.7334384858,-11.1,0.6023833504,200,0.5048731786,94.8474995454,0.0008558071,25.4584548045,0.1383317261
5145,0.7560713034,-15.47,0.6023697921,217.6776695297,0.5048593582,94.8449031965,0.0008822161,25.4595904624,0.138341514
5146,0.7635196034,-16.88,0.6023653301,225,0.50485481,94.8440487565,0.000890907,25.4599641993,0.1383447351
5147,0.7840118171,-21.81,0.6023530541,217.6776695297,0.5048422968,94.8416979694,0.0009148182,25.4609924471,0.1383535972
5148,0.7790671474,-26.24,0.6023560162,200,0.5048453162,94.8422652027,0.0009090486,25.460744336,0.1383514588
5149,0.76008963,-26.42,0.6023673849,182.3223304703,0.5048569045,94.8444422297,0.0008869048,25.4597920919,0.1383432517
5150,0.7420634921,-27.66,0.6023781836,175,0.5048679118,94.8465101182,0.0008658711,25.4588875856,0.1383354561
5151,0.7311852186,-28.7,0.6023847003,182.3223304703,0.5048745545,94.8477580314,0.0008531779,25.4583417412,0.1383307516
5152,0.7169145261,-29.66,0.6023932492,200,0.5048832687,94.8493951098,0.0008365263,25.4576256737,0.1383245801
5153,0.714423414,-35.33,0.6023947416,217.6776695297,0.5048847898,94.8496808805,0.0008336195,25.4575006759,0.1383235028
5154,0.7136598067,-44.12,0.602395199,225,0.5048852561,94.8497684786,0.0008327285,25.45746236,0.1383231725
5155,0.7020930349,-51.59,0.6024021282,217.6776695297,0.5048923192,94.8510953737,0.0008192319,25.4568819685,0.1383181703
5156,0.678108257,-53.95,0.6024164964,200,0.5049069651,94.8538468142,0.0007912455,25.4556784726,0.1383077978
