,period,weekday,h0,g0,g1,g2,g3,g4,g5,g6,l0,l1,l2
2007-01-17 19:15:00,transition,3,0.171080,0.103440,0.044000,0.210920,0.129600,0.125560,0.076560,0.184000,0.207520,0.254440,0.185040
2007-01-17 19:30:00,transition,3,0.175160,0.097280,0.040600,0.211560,0.126040,0.115360,0.072160,0.185000,0.204680,0.237960,0.186800
2007-01-17 19:45:00,transition,3,0.176440,0.093440,0.037840,0.212280,0.123360,0.108000,0.068520,0.186000,0.197280,0.216120,0.184640
2007-01-17 20:00:00,transition,3,0.174560,0.091600,0.035520,0.213080,0.122080,0.103880,0.065800,0.187000,0.185920,0.192760,0.178000
2007-01-17 20:15:00,transition,3,0.170480,0.091120,0.033600,0.213520,0.121560,0.102080,0.063840,0.188000,0.172160,0.169600,0.168200
2007-01-17 20:30:00,transition,3,0.165680,0.091040,0.031880,0.213120,0.121080,0.101200,0.062480,0.188000,0.157720,0.148120,0.157120
2007-01-17 20:45:00,transition,3,0.161480,0.090640,0.030240,0.211280,0.119760,0.099880,0.061480,0.187000,0.144520,0.129680,0.146720
2007-01-17 21:00:00,transition,3,0.158880,0.089240,0.028640,0.207600,0.117040,0.097120,0.060640,0.184000,0.133840,0.115320,0.138440
2007-01-17 21:15:00,transition,3,0.157200,0.087160,0.027080,0.201840,0.113360,0.093240,0.059880,0.179000,0.125480,0.104600,0.131880
2007-01-17 21:30:00,transition,3,0.155400,0.084960,0.025680,0.193960,0.109400,0.088840,0.059160,0.171000,0.118760,0.096800,0.126400
2007-01-17 21:45:00,transition,3,0.152320,0.083160,0.024600,0.183880,0.105840,0.084600,0.058440,0.162000,0.113000,0.091120,0.121200
2007-01-17 22:00:00,transition,3,0.147200,0.082160,0.024120,0.171680,0.103200,0.081000,0.057680,0.150000,0.107680,0.086920,0.115640
2007-01-17 22:15:00,transition,3,0.140240,0.081720,0.023360,0.157960,0.101320,0.078080,0.057080,0.136000,0.102520,0.083680,0.109840
2007-01-17 22:30:00,transition,3,0.132080,0.081560,0.023000,0.143520,0.099880,0.075720,0.056880,0.122000,0.097560,0.080960,0.103920
2007-01-17 22:45:00,transition,3,0.123200,0.081280,0.022680,0.129120,0.098560,0.073800,0.057440,0.109000,0.092640,0.078280,0.098120
2007-01-17 23:00:00,transition,3,0.114040,0.080640,0.022320,0.115480,0.097120,0.072160,0.058720,0.096000,0.087720,0.075360,0.092520
2007-01-17 23:15:00,transition,3,0.104840,0.079480,0.021880,0.102720,0.095560,0.070800,0.060120,0.086000,0.082920,0.072280,0.087200
2007-01-17 23:30:00,transition,3,0.095640,0.077840,0.021360,0.090960,0.094000,0.069560,0.060640,0.076000,0.078320,0.069280,0.082200
2007-01-17 23:45:00,transition,3,0.086560,0.075680,0.020800,0.080200,0.092520,0.068400,0.059440,0.068000,0.074120,0.066600,0.077480
2007-01-18 00:00:00,transition,4,0.077760,0.073000,0.020240,0.070520,0.091240,0.067200,0.056000,0.061000,0.070320,0.064400,0.073160
2007-01-18 00:15:00,transition,4,0.069560,0.070040,0.019680,0.061920,0.090200,0.066040,0.051240,0.055000,0.067080,0.062560,0.069280
2007-01-18 00:30:00,transition,4,0.062400,0.067120,0.019240,0.054400,0.089400,0.064920,0.046600,0.050000,0.064320,0.061000,0.066000
2007-01-18 00:45:00,transition,4,0.056600,0.064480,0.018920,0.047920,0.088920,0.063880,0.043320,0.046000,0.062080,0.059600,0.063480
2007-01-18 01:00:00,transition,4,0.052480,0.062320,0.018800,0.042520,0.088720,0.062960,0.042400,0.044000,0.060320,0.058200,0.061800
2007-01-18 01:15:00,transition,4,0.049720,0.060600,0.018800,0.038120,0.088800,0.062160,0.042920,0.042000,0.059040,0.057000,0.060720
2007-01-18 01:30:00,transition,4,0.047880,0.059200,0.018840,0.034720,0.089080,0.061560,0.043680,0.041000,0.058120,0.056240,0.060000
2007-01-18 01:45:00,transition,4,0.046600,0.057920,0.018920,0.032280,0.089520,0.061200,0.043320,0.040000,0.057440,0.056080,0.059360
2007-01-18 02:00:00,transition,4,0.045520,0.056720,0.018920,0.030760,0.090000,0.061040,0.041360,0.040000,0.056880,0.056640,0.058600
2007-01-18 02:15:00,transition,4,0.044560,0.055600,0.018880,0.029920,0.090320,0.061080,0.040120,0.039000,0.056440,0.057560,0.057720
2007-01-18 02:30:00,transition,4,0.043800,0.054720,0.018880,0.029520,0.090240,0.061160,0.042760,0.038000,0.056040,0.058320,0.056880
2007-01-18 02:45:00,transition,4,0.043280,0.054200,0.018920,0.029360,0.089520,0.061200,0.052400,0.038000,0.055560,0.058400,0.056040
2007-01-18 03:00:00,transition,4,0.043040,0.054120,0.019040,0.029160,0.088000,0.061080,0.070960,0.038000,0.055040,0.057520,0.055400
2007-01-18 03:15:00,transition,4,0.043000,0.054600,0.019120,0.029040,0.086040,0.060880,0.095920,0.038000,0.054520,0.055920,0.054880
2007-01-18 03:30:00,transition,4,0.043120,0.055840,0.019120,0.029080,0.084000,0.060600,0.123520,0.038000,0.054040,0.054120,0.054560
2007-01-18 03:45:00,transition,4,0.043280,0.057920,0.018920,0.029360,0.082240,0.060280,0.150120,0.038000,0.053720,0.052560,0.054400
2007-01-18 04:00:00,transition,4,0.043440,0.060920,0.018520,0.029880,0.081120,0.060000,0.172600,0.038000,0.053600,0.051680,0.054480
2007-01-18 04:15:00,transition,4,0.043720,0.064440,0.018320,0.030320,0.080560,0.059800,0.190320,0.037000,0.053680,0.051480,0.054720
2007-01-18 04:30:00,transition,4,0.044160,0.067960,0.018920,0.030280,0.080360,0.059880,0.203320,0.037000,0.054040,0.051800,0.055240
2007-01-18 04:45:00,transition,4,0.044960,0.071000,0.020800,0.029360,0.080440,0.060280,0.211600,0.037000,0.054640,0.052560,0.056040
2007-01-18 05:00:00,transition,4,0.046280,0.073200,0.024120,0.027480,0.080680,0.061120,0.215400,0.037000,0.055600,0.053840,0.057200
2007-01-18 05:15:00,transition,4,0.048920,0.074680,0.027200,0.026040,0.081280,0.062080,0.216200,0.038000,0.057200,0.055880,0.059000
2007-01-18 05:30:00,transition,4,0.053760,0.075720,0.028040,0.026760,0.082520,0.062800,0.215720,0.039000,0.059840,0.059200,0.061800
2007-01-18 05:45:00,transition,4,0.061600,0.076600,0.024600,0.031320,0.084680,0.063000,0.215600,0.039000,0.063920,0.064240,0.065960
2007-01-18 06:00:00,transition,4,0.072880,0.077680,0.027920,0.040600,0.087840,0.062520,0.217200,0.040000,0.069760,0.071560,0.071680
2007-01-18 06:15:00,transition,4,0.086320,0.079280,0.028640,0.052320,0.091560,0.062240,0.220000,0.040000,0.077600,0.081920,0.078920
2007-01-18 06:30:00,transition,4,0.100080,0.081880,0.030800,0.063320,0.095160,0.063200,0.223120,0.041000,0.087640,0.096320,0.087520
2007-01-18 06:45:00,transition,4,0.112360,0.085960,0.032160,0.070440,0.097960,0.066600,0.225680,0.043000,0.100040,0.115680,0.097280
2007-01-18 07:00:00,transition,4,0.121800,0.091920,0.074080,0.071520,0.099640,0.073240,0.226960,0.045000,0.114800,0.140280,0.108000
2007-01-18 07:15:00,transition,4,0.128480,0.100360,0.131560,0.068520,0.100920,0.083280,0.226920,0.048000,0.131280,0.168120,0.119360
2007-01-18 07:30:00,transition,4,0.132920,0.111880,0.195120,0.064240,0.102840,0.096680,0.225760,0.052000,0.148560,0.196640,0.131000
2007-01-18 07:45:00,transition,4,0.135680,0.127080,0.255320,0.061640,0.106440,0.113360,0.223680,0.057000,0.165800,0.223160,0.142600
2007-01-18 08:00:00,transition,4,0.137160,0.145920,0.304360,0.062920,0.112360,0.132920,0.220840,0.062000,0.181920,0.245080,0.153720
2007-01-18 08:15:00,transition,4,0.137720,0.166240,0.341520,0.067720,0.119480,0.153200,0.217720,0.067000,0.195120,0.259640,0.163480
2007-01-18 08:30:00,transition,4,0.137680,0.185200,0.367720,0.075120,0.126280,0.171800,0.214800,0.073000,0.203400,0.264160,0.170800
2007-01-18 08:45:00,transition,4,0.137320,0.199960,0.383920,0.084120,0.131240,0.186280,0.212600,0.079000,0.204720,0.255880,0.174760
2007-01-18 09:00:00,transition,4,0.136920,0.208520,0.391360,0.093800,0.133280,0.194840,0.211320,0.083000,0.197960,0.233600,0.174680
2007-01-18 09:15:00,transition,4,0.136400,0.212080,0.392800,0.103680,0.133160,0.198680,0.210440,0.088000,0.185520,0.202560,0.171280
2007-01-18 09:30:00,transition,4,0.135720,0.212600,0.391200,0.113320,0.132080,0.199680,0.209120,0.093000,0.170640,0.169520,0.165720
2007-01-18 09:45:00,transition,4,0.134840,0.212080,0.389560,0.122280,0.131240,0.199760,0.206560,0.098000,0.156560,0.141360,0.159120
2007-01-18 10:00:00,transition,4,0.133680,0.212160,0.390240,0.130200,0.131560,0.200400,0.202160,0.104000,0.145920,0.123280,0.152520
2007-01-18 10:15:00,transition,4,0.132440,0.213040,0.392600,0.136960,0.132840,0.201560,0.196480,0.112000,0.139000,0.114280,0.146920
2007-01-18 10:30:00,transition,4,0.131360,0.214640,0.395320,0.142520,0.134720,0.202680,0.190320,0.121000,0.135560,0.111800,0.143320
2007-01-18 10:45:00,transition,4,0.130680,0.216760,0.397120,0.146720,0.136680,0.203360,0.184400,0.132000,0.135240,0.113320,0.142600
2007-01-18 11:00:00,transition,4,0.130640,0.219240,0.396960,0.149600,0.138400,0.203200,0.179240,0.145000,0.137520,0.116480,0.145240
2007-01-18 11:15:00,transition,4,0.131520,0.221240,0.394640,0.151160,0.139720,0.202280,0.174320,0.158000,0.140760,0.119600,0.149480
2007-01-18 11:30:00,transition,4,0.133640,0.221960,0.390280,0.151480,0.140600,0.200760,0.168920,0.170000,0.143080,0.121400,0.152920
2007-01-18 11:45:00,transition,4,0.137320,0.220520,0.383920,0.150640,0.140920,0.198880,0.162200,0.179000,0.142640,0.120320,0.153320
2007-01-18 12:00:00,transition,4,0.142600,0.216280,0.375440,0.148800,0.140680,0.196560,0.153720,0.183000,0.138160,0.115600,0.149080
2007-01-18 12:15:00,transition,4,0.148240,0.209840,0.364160,0.146360,0.139960,0.193320,0.144160,0.183000,0.130840,0.108400,0.141520
2007-01-18 12:30:00,transition,4,0.152800,0.201920,0.349000,0.143880,0.139000,0.188320,0.134560,0.180000,0.122480,0.100440,0.132640
2007-01-18 12:45:00,transition,4,0.154800,0.193400,0.329040,0.141840,0.137880,0.180880,0.125960,0.177000,0.114840,0.093480,0.124480
2007-01-18 13:00:00,transition,4,0.153240,0.185040,0.304440,0.140640,0.136840,0.170680,0.119120,0.174000,0.109400,0.088840,0.118640
2007-01-18 13:15:00,transition,4,0.148920,0.177360,0.279600,0.140120,0.135840,0.159440,0.114200,0.170000,0.105920,0.086360,0.114920
2007-01-18 13:30:00,transition,4,0.143160,0.170920,0.260120,0.139960,0.135000,0.149200,0.111120,0.165000,0.103920,0.085360,0.112680
2007-01-18 13:45:00,transition,4,0.137320,0.166320,0.251520,0.139880,0.134280,0.142160,0.109840,0.158000,0.102800,0.085280,0.111280
2007-01-18 14:00:00,transition,4,0.132400,0.163880,0.257280,0.139720,0.133680,0.139960,0.110120,0.148000,0.102160,0.085560,0.110160
2007-01-18 14:15:00,transition,4,0.128360,0.163560,0.272640,0.139920,0.133280,0.142160,0.111360,0.137000,0.101720,0.085920,0.109240
2007-01-18 14:30:00,transition,4,0.124840,0.165080,0.290640,0.141080,0.133080,0.148000,0.112840,0.125000,0.101360,0.086280,0.108520
2007-01-18 14:45:00,transition,4,0.121520,0.168200,0.304480,0.143800,0.133040,0.156560,0.113840,0.115000,0.100960,0.086440,0.108000
2007-01-18 15:00:00,transition,4,0.118160,0.172520,0.308760,0.148360,0.133200,0.166920,0.113800,0.109000,0.100440,0.086320,0.107680
2007-01-18 15:15:00,transition,4,0.114840,0.177280,0.304440,0.153920,0.133440,0.177560,0.112880,0.105000,0.099880,0.086000,0.107480
2007-01-18 15:30:00,transition,4,0.111720,0.181440,0.294000,0.159320,0.133640,0.186920,0.111440,0.103000,0.099400,0.085600,0.107320
2007-01-18 15:45:00,transition,4,0.109040,0.184080,0.279880,0.163360,0.133640,0.193480,0.109840,0.103000,0.099120,0.085280,0.107160
2007-01-18 16:00:00,transition,4,0.106920,0.184560,0.264040,0.165320,0.133440,0.196120,0.108320,0.103000,0.099200,0.085160,0.107000
2007-01-18 16:15:00,transition,4,0.105680,0.183560,0.246320,0.166200,0.133120,0.196000,0.107080,0.104000,0.099920,0.085440,0.107360
2007-01-18 16:30:00,transition,4,0.105440,0.182120,0.226000,0.167360,0.132960,0.194880,0.106240,0.106000,0.101640,0.086200,0.108840
2007-01-18 16:45:00,transition,4,0.106520,0.181280,0.202360,0.170200,0.133040,0.194360,0.105800,0.111000,0.104680,0.087640,0.112120
2007-01-18 17:00:00,transition,4,0.109080,0.181560,0.175240,0.175680,0.133600,0.195600,0.105800,0.118000,0.109360,0.090320,0.117560
2007-01-18 17:15:00,transition,4,0.113040,0.181720,0.146800,0.182960,0.134520,0.197400,0.105800,0.127000,0.116200,0.096600,0.124760
2007-01-18 17:30:00,transition,4,0.118360,0.180000,0.119640,0.190720,0.135600,0.197880,0.105320,0.137000,0.125600,0.109200,0.133040
2007-01-18 17:45:00,transition,4,0.124840,0.174720,0.096440,0.197600,0.136680,0.195280,0.103760,0.148000,0.138000,0.130840,0.141800
2007-01-18 18:00:00,transition,4,0.132400,0.164760,0.079200,0.202640,0.137600,0.188280,0.100840,0.158000,0.153480,0.162640,0.150440
2007-01-18 18:15:00,transition,4,0.140600,0.151520,0.067200,0.205960,0.138040,0.177720,0.096720,0.166000,0.170160,0.198840,0.158760
2007-01-18 18:30:00,transition,4,0.149080,0.137040,0.058920,0.208040,0.137640,0.164920,0.091880,0.174000,0.185840,0.232000,0.166640
2007-01-18 18:45:00,transition,4,0.157320,0.123320,0.052960,0.209320,0.136080,0.151160,0.086640,0.179000,0.198240,0.254680,0.173960
2007-01-18 19:00:00,transition,4,0.164880,0.112080,0.048080,0.210240,0.133200,0.137760,0.081440,0.182000,0.205480,0.261400,0.180360
2007-01-18 19:15:00,transition,4,0.171080,0.103440,0.044000,0.210920,0.129600,0.125560,0.076560,0.184000,0.207520,0.254440,0.185040
2007-01-18 19:30:00,transition,4,0.175160,0.097280,0.040600,0.211560,0.126040,0.115360,0.072160,0.185000,0.204680,0.237960,0.186800
2007-01-18 19:45:00,transition,4,0.176440,0.093440,0.037840,0.212280,0.123360,0.108000,0.068520,0.186000,0.197280,0.216120,0.184640
2007-01-18 20:00:00,transition,4,0.174560,0.091600,0.035520,0.213080,0.122080,0.103880,0.065800,0.187000,0.185920,0.192760,0.178000
2007-01-18 20:15:00,transition,4,0.170480,0.091120,0.033600,0.213520,0.121560,0.102080,0.063840,0.188000,0.172160,0.169600,0.168200
2007-01-18 20:30:00,transition,4,0.165680,0.091040,0.031880,0.213120,0.121080,0.101200,0.062480,0.188000,0.157720,0.148120,0.157120
2007-01-18 20:45:00,transition,4,0.161480,0.090640,0.030240,0.211280,0.119760,0.099880,0.061480,0.187000,0.144520,0.129680,0.146720
2007-01-18 21:00:00,transition,4,0.158880,0.089240,0.028640,0.207600,0.117040,0.097120,0.060640,0.184000,0.133840,0.115320,0.138440
2007-01-18 21:15:00,transition,4,0.157200,0.087160,0.027080,0.201840,0.113360,0.093240,0.059880,0.179000,0.125480,0.104600,0.131880
2007-01-18 21:30:00,transition,4,0.155400,0.084960,0.025680,0.193960,0.109400,0.088840,0.059160,0.171000,0.118760,0.096800,0.126400
2007-01-18 21:45:00,transition,4,0.152320,0.083160,0.024600,0.183880,0.105840,0.084600,0.058440,0.162000,0.113000,0.091120,0.121200
2007-01-18 22:00:00,transition,4,0.147200,0.082160,0.024120,0.171680,0.103200,0.081000,0.057680,0.150000,0.107680,0.086920,0.115640
2007-01-18 22:15:00,transition,4,0.140240,0.081720,0.023360,0.157960,0.101320,0.078080,0.057080,0.136000,0.102520,0.083680,0.109840
2007-01-18 22:30:00,transition,4,0.132080,0.081560,0.023000,0.143520,0.099880,0.075720,0.056880,0.122000,0.097560,0.080960,0.103920
2007-01-18 22:45:00,transition,4,0.123200,0.081280,0.022680,0.129120,0.098560,0.073800,0.057440,0.109000,0.092640,0.078280,0.098120
2007-01-18 23:00:00,transition,4,0.114040,0.080640,0.022320,0.115480,0.097120,0.072160,0.058720,0.096000,0.087720,0.075360,0.092520
2007-01-18 23:15:00,transition,4,0.104840,0.079480,0.021880,0.102720,0.095560,0.070800,0.060120,0.086000,0.082920,0.072280,0.087200
2007-01-18 23:30:00,transition,4,0.095640,0.077840,0.021360,0.090960,0.094000,0.069560,0.060640,0.076000,0.078320,0.069280,0.082200
2007-01-18 23:45:00,transition,4,0.086560,0.075680,0.020800,0.080200,0.092520,0.068400,0.059440,0.068000,0.074120,0.066600,0.077480
2007-01-19 00:00:00,transition,5,0.077760,0.073000,0.020240,0.070520,0.091240,0.067200,0.056000,0.061000,0.070320,0.064400,0.073160
2007-01-19 00:15:00,transition,5,0.069560,0.070040,0.019680,0.061920,0.090200,0.066040,0.051240,0.055000,0.067080,0.062560,0.069280
2007-01-19 00:30:00,transition,5,0.062400,0.067120,0.019240,0.054400,0.089400,0.064920,0.046600,0.050000,0.064320,0.061000,0.066000
2007-01-19 00:45:00,transition,5,0.056600,0.064480,0.018920,0.047920,0.088920,0.063880,0.043320,0.046000,0.062080,0.059600,0.063480
2007-01-19 01:00:00,transition,5,0.052480,0.062320,0.018800,0.042520,0.088720,0.062960,0.042400,0.044000,0.060320,0.058200,0.061800
2007-01-19 01:15:00,transition,5,0.049720,0.060600,0.018800,0.038120,0.088800,0.062160,0.042920,0.042000,0.059040,0.057000,0.060720
2007-01-19 01:30:00,transition,5,0.047880,0.059200,0.018840,0.034720,0.089080,0.061560,0.043680,0.041000,0.058120,0.056240,0.060000
2007-01-19 01:45:00,transition,5,0.046600,0.057920,0.018920,0.032280,0.089520,0.061200,0.043320,0.040000,0.057440,0.056080,0.059360
2007-01-19 02:00:00,transition,5,0.045520,0.056720,0.018920,0.030760,0.090000,0.061040,0.041360,0.040000,0.056880,0.056640,0.058600
2007-01-19 02:15:00,transition,5,0.044560,0.055600,0.018880,0.029920,0.090320,0.061080,0.040120,0.039000,0.056440,0.057560,0.057720
2007-01-19 02:30:00,transition,5,0.043800,0.054720,0.018880,0.029520,0.090240,0.061160,0.042760,0.038000,0.056040,0.058320,0.056880
2007-01-19 02:45:00,transition,5,0.043280,0.054200,0.018920,0.029360,0.089520,0.061200,0.052400,0.038000,0.055560,0.058400,0.056040
2007-01-19 03:00:00,transition,5,0.043040,0.054120,0.019040,0.029160,0.088000,0.061080,0.070960,0.038000,0.055040,0.057520,0.055400
2007-01-19 03:15:00,transition,5,0.043000,0.054600,0.019120,0.029040,0.086040,0.060880,0.095920,0.038000,0.054520,0.055920,0.054880
2007-01-19 03:30:00,transition,5,0.043120,0.055840,0.019120,0.029080,0.084000,0.060600,0.123520,0.038000,0.054040,0.054120,0.054560
2007-01-19 03:45:00,transition,5,0.043280,0.057920,0.018920,0.029360,0.082240,0.060280,0.150120,0.038000,0.053720,0.052560,0.054400
2007-01-19 04:00:00,transition,5,0.043440,0.060920,0.018520,0.029880,0.081120,0.060000,0.172600,0.038000,0.053600,0.051680,0.054480
2007-01-19 04:15:00,transition,5,0.043720,0.064440,0.018320,0.030320,0.080560,0.059800,0.190320,0.037000,0.053680,0.051480,0.054720
2007-01-19 04:30:00,transition,5,0.044160,0.067960,0.018920,0.030280,0.080360,0.059880,0.203320,0.037000,0.054040,0.051800,0.055240
2007-01-19 04:45:00,transition,5,0.044960,0.071000,0.020800,0.029360,0.080440,0.060280,0.211600,0.037000,0.054640,0.052560,0.056040
2007-01-19 05:00:00,transition,5,0.046280,0.073200,0.024120,0.027480,0.080680,0.061120,0.215400,0.037000,0.055600,0.053840,0.057200
2007-01-19 05:15:00,transition,5,0.048920,0.074680,0.027200,0.026040,0.081280,0.062080,0.216200,0.038000,0.057200,0.055880,0.059000
2007-01-19 05:30:00,transition,5,0.053760,0.075720,0.028040,0.026760,0.082520,0.062800,0.215720,0.039000,0.059840,0.059200,0.061800
2007-01-19 05:45:00,transition,5,0.061600,0.076600,0.024600,0.031320,0.084680,0.063000,0.215600,0.039000,0.063920,0.064240,0.065960
2007-01-19 06:00:00,transition,5,0.072880,0.077680,0.027920,0.040600,0.087840,0.062520,0.217200,0.040000,0.069760,0.071560,0.071680
2007-01-19 06:15:00,transition,5,0.086320,0.079280,0.028640,0.052320,0.091560,0.062240,0.220000,0.040000,0.077600,0.081920,0.078920
2007-01-19 06:30:00,transition,5,0.100080,0.081880,0.030800,0.063320,0.095160,0.063200,0.223120,0.041000,0.087640,0.096320,0.087520
2007-01-19 06:45:00,transition,5,0.112360,0.085960,0.032160,0.070440,0.097960,0.066600,0.225680,0.043000,0.100040,0.115680,0.097280
2007-01-19 07:00:00,transition,5,0.121800,0.091920,0.074080,0.071520,0.099640,0.073240,0.226960,0.045000,0.114800,0.140280,0.108000
2007-01-19 07:15:00,transition,5,0.128480,0.100360,0.131560,0.068520,0.100920,0.083280,0.226920,0.048000,0.131280,0.168120,0.119360
2007-01-19 07:30:00,transition,5,0.132920,0.111880,0.195120,0.064240,0.102840,0.096680,0.225760,0.052000,0.148560,0.196640,0.131000
2007-01-19 07:45:00,transition,5,0.135680,0.127080,0.255320,0.061640,0.106440,0.113360,0.223680,0.057000,0.165800,0.223160,0.142600
2007-01-19 08:00:00,transition,5,0.137160,0.145920,0.304360,0.062920,0.112360,0.132920,0.220840,0.062000,0.181920,0.245080,0.153720
2007-01-19 08:15:00,transition,5,0.137720,0.166240,0.341520,0.067720,0.119480,0.153200,0.217720,0.067000,0.195120,0.259640,0.163480
2007-01-19 08:30:00,transition,5,0.137680,0.185200,0.367720,0.075120,0.126280,0.171800,0.214800,0.073000,0.203400,0.264160,0.170800
2007-01-19 08:45:00,transition,5,0.137320,0.199960,0.383920,0.084120,0.131240,0.186280,0.212600,0.079000,0.204720,0.255880,0.174760
2007-01-19 09:00:00,transition,5,0.136920,0.208520,0.391360,0.093800,0.133280,0.194840,0.211320,0.083000,0.197960,0.233600,0.174680
2007-01-19 09:15:00,transition,5,0.136400,0.212080,0.392800,0.103680,0.133160,0.198680,0.210440,0.088000,0.185520,0.202560,0.171280
2007-01-19 09:30:00,transition,5,0.135720,0.212600,0.391200,0.113320,0.132080,0.199680,0.209120,0.093000,0.170640,0.169520,0.165720
2007-01-19 09:45:00,transition,5,0.134840,0.212080,0.389560,0.122280,0.131240,0.199760,0.206560,0.098000,0.156560,0.141360,0.159120
2007-01-19 10:00:00,transition,5,0.133680,0.212160,0.390240,0.130200,0.131560,0.200400,0.202160,0.104000,0.145920,0.123280,0.152520
2007-01-19 10:15:00,transition,5,0.132440,0.213040,0.392600,0.136960,0.132840,0.201560,0.196480,0.112000,0.139000,0.114280,0.146920
2007-01-19 10:30:00,transition,5,0.131360,0.214640,0.395320,0.142520,0.134720,0.202680,0.190320,0.121000,0.135560,0.111800,0.143320
2007-01-19 10:45:00,transition,5,0.130680,0.216760,0.397120,0.146720,0.136680,0.203360,0.184400,0.132000,0.135240,0.113320,0.142600
2007-01-19 11:00:00,transition,5,0.130640,0.219240,0.396960,0.149600,0.138400,0.203200,0.179240,0.145000,0.137520,0.116480,0.145240
2007-01-19 11:15:00,transition,5,0.131520,0.221240,0.394640,0.151160,0.139720,0.202280,0.174320,0.158000,0.140760,0.119600,0.149480
2007-01-19 11:30:00,transition,5,0.133640,0.221960,0.390280,0.151480,0.140600,0.200760,0.168920,0.170000,0.143080,0.121400,0.152920
2007-01-19 11:45:00,transition,5,0.137320,0.220520,0.383920,0.150640,0.140920,0.198880,0.162200,0.179000,0.142640,0.120320,0.153320
2007-01-19 12:00:00,transition,5,0.142600,0.216280,0.375440,0.148800,0.140680,0.196560,0.153720,0.183000,0.138160,0.115600,0.149080
2007-01-19 12:15:00,transition,5,0.148240,0.209840,0.364160,0.146360,0.139960,0.193320,0.144160,0.183000,0.130840,0.108400,0.141520
2007-01-19 12:30:00,transition,5,0.152800,0.201920,0.349000,0.143880,0.139000,0.188320,0.134560,0.180000,0.122480,0.100440,0.132640
2007-01-19 12:45:00,transition,5,0.154800,0.193400,0.329040,0.141840,0.137880,0.180880,0.125960,0.177000,0.114840,0.093480,0.124480
2007-01-19 13:00:00,transition,5,0.153240,0.185040,0.304440,0.140640,0.136840,0.170680,0.119120,0.174000,0.109400,0.088840,0.118640
2007-01-19 13:15:00,transition,5,0.148920,0.177360,0.279600,0.140120,0.135840,0.159440,0.114200,0.170000,0.105920,0.086360,0.114920
2007-01-19 13:30:00,transition,5,0.143160,0.170920,0.260120,0.139960,0.135000,0.149200,0.111120,0.165000,0.103920,0.085360,0.112680
2007-01-19 13:45:00,transition,5,0.137320,0.166320,0.251520,0.139880,0.134280,0.142160,0.109840,0.158000,0.102800,0.085280,0.111280
2007-01-19 14:00:00,transition,5,0.132400,0.163880,0.257280,0.139720,0.133680,0.139960,0.110120,0.148000,0.102160,0.085560,0.110160
2007-01-19 14:15:00,transition,5,0.128360,0.163560,0.272640,0.139920,0.133280,0.142160,0.111360,0.137000,0.101720,0.085920,0.109240
2007-01-19 14:30:00,transition,5,0.124840,0.165080,0.290640,0.141080,0.133080,0.148000,0.112840,0.125000,0.101360,0.086280,0.108520
2007-01-19 14:45:00,transition,5,0.121520,0.168200,0.304480,0.143800,0.133040,0.156560,0.113840,0.115000,0.100960,0.086440,0.108000
2007-01-19 15:00:00,transition,5,0.118160,0.172520,0.308760,0.148360,0.133200,0.166920,0.113800,0.109000,0.100440,0.086320,0.107680
2007-01-19 15:15:00,transition,5,0.114840,0.177280,0.304440,0.153920,0.133440,0.177560,0.112880,0.105000,0.099880,0.086000,0.107480
2007-01-19 15:30:00,transition,5,0.111720,0.181440,0.294000,0.159320,0.133640,0.186920,0.111440,0.103000,0.099400,0.085600,0.107320
2007-01-19 15:45:00,transition,5,0.109040,0.184080,0.279880,0.163360,0.133640,0.193480,0.109840,0.103000,0.099120,0.085280,0.107160
2007-01-19 16:00:00,transition,5,0.106920,0.184560,0.264040,0.165320,0.133440,0.196120,0.108320,0.103000,0.099200,0.085160,0.107000
2007-01-19 16:15:00,transition,5,0.105680,0.183560,0.246320,0.166200,0.133120,0.196000,0.107080,0.104000,0.099920,0.085440,0.107360
2007-01-19 16:30:00,transition,5,0.105440,0.182120,0.226000,0.167360,0.132960,0.194880,0.106240,0.106000,0.101640,0.086200,0.108840
2007-01-19 16:45:00,transition,5,0.106520,0.181280,0.202360,0.170200,0.133040,0.194360,0.105800,0.111000,0.104680,0.087640,0.112120
2007-01-19 17:00:00,transition,5,0.109080,0.181560,0.175240,0.175680,0.133600,0.195600,0.105800,0.118000,0.109360,0.090320,0.117560
2007-01-19 17:15:00,transition,5,0.113040,0.181720,0.146800,0.182960,0.134520,0.197400,0.105800,0.127000,0.116200,0.096600,0.124760
2007-01-19 17:30:00,transition,5,0.118360,0.180000,0.119640,0.190720,0.135600,0.197880,0.105320,0.137000,0.125600,0.109200,0.133040
2007-01-19 17:45:00,transition,5,0.124840,0.174720,0.096440,0.197600,0.136680,0.195280,0.103760,0.148000,0.138000,0.130840,0.141800
2007-01-19 18:00:00,transition,5,0.132400,0.164760,0.079200,0.202640,0.137600,0.188280,0.100840,0.158000,0.153480,0.162640,0.150440
2007-01-19 18:15:00,transition,5,0.140600,0.151520,0.067200,0.205960,0.138040,0.177720,0.096720,0.166000,0.170160,0.198840,0.158760
2007-01-19 18:30:00,transition,5,0.149080,0.137040,0.058920,0.208040,0.137640,0.164920,0.091880,0.174000,0.185840,0.232000,0.166640
2007-01-19 18:45:00,transition,5,0.157320,0.123320,0.052960,0.209320,0.136080,0.151160,0.086640,0.179000,0.198240,0.254680,0.173960
