deu_2006,deu_2007,deu_2008,deu_2009,deu_2010,deu_2011
62108,57990,60476,55510,60058,61303
59544,53900,57534,53009,58022,58041
57983,51957,56459,51386,56961,55914
56812,50792,55001,50403,55739,54582
56010,51172,54496,49563,54640,54183
56008,51931,53864,50306,54977,54755
57706,54451,52793,53206,56706,57014
62758,60766,51217,60232,61476,63481
69385,67503,52987,67312,67964,70237
70899,69394,55591,69190,70576,72386
70697,69480,57926,69361,71095,72517
71305,70200,59825,70045,71994,73384
71914,71079,60585,70917,73159,74088
71703,70424,59648,70483,73453,73763
71166,69234,57845,69931,74014,73315
70462,68402,56230,69232,73753,71999
69752,67719,55451,68366,73389,71205
68934,67487,55683,68226,72746,70231
71966,70710,60021,71203,74791,73065
73483,71660,62919,72885,76352,74503
72144,69288,61027,71177,74451,72531
68734,64877,57264,67456,70363,68934
66740,62488,55868,64730,66545,66400
66296,61413,56381,63037,64177,64651
62725,57309,54339,58667,60701,59803
60135,54045,51956,55142,57603,56654
58241,51574,50470,53291,55119,53948
56815,50377,49504,52163,53634,52661
56007,50084,49004,51939,54472,52757
56169,50086,48244,52583,55479,53485
57642,49869,46771,54830,56287,55883
62769,49825,44892,60805,61220,62385
69496,53541,45848,67652,68542,69581
71153,56595,47743,69030,71161,71678
71433,59335,49461,68378,71673,71863
72136,60533,50862,68758,72746,72681
72280,61195,52909,68694,73753,73290
71594,60212,51219,67625,73546,72924
70217,58403,48746,67061,73124,72361
68857,56887,47057,66069,72067,71455
67904,56377,46522,65622,71514,70468
67415,56444,47786,65602,70836,69030
70710,60570,53476,69237,72886,71614
71740,63303,58142,71539,75373,73120
69540,60836,57808,69514,73030,71931
66222,57274,56179,65650,68360,67804
64390,55240,56069,62970,64728,65206
64506,55818,57177,61224,62446,63295
61741,52407,55255,56748,58325,58329
58809,48861,52465,53247,55260,54771
56479,46238,50977,51211,54375,53217
54705,45128,49808,50223,53992,52138
53644,44666,50222,49985,53529,52159
52855,44385,50703,50710,53372,53175
50972,43360,51817,53475,54963,55497
48820,41319,56767,60097,60155,61710
51550,43250,62803,66813,66706,68161
55565,46458,65266,68574,68484,70519
59190,49781,66753,68557,68593,70315
61426,52379,67863,69092,68920,71042
62254,54866,69412,69656,69190,71669
61145,54056,68627,68971,68584,71174
59275,51776,67344,68218,67967,70025
57494,49791,65909,67350,67000,69127
57057,48670,65388,66802,66532,68454
56859,48895,65150,66307,65800,67424
61179,53214,68289,69216,68446,70149
63122,58160,70187,70823,71561,70987
60987,58109,68182,68914,70046,68599
57326,55388,64444,65119,66514,64673
56063,54539,62211,62684,63473,62073
57893,56214,61170,61180,61509,60773
56210,53478,57623,56453,57407,56715
54252,50733,54239,53021,54553,52747
51759,49174,52822,50725,53389,50371
50086,48295,51787,49797,52859,48931
49136,48113,52118,49765,53055,48304
48269,48894,53145,50711,54192,48248
46437,51226,55080,53279,55594,47837
42845,57189,59764,59947,60414,47891
43759,63469,65272,66384,67152,50760
47068,65839,67505,68027,69032,54741
50847,66259,68164,68172,68868,58315
53535,68027,69336,68395,69704,59734
56061,69675,70841,69010,70072,60651
55154,69129,70730,68323,69720,59888
52950,68147,69683,67748,68233,58050
51687,67407,68647,66681,66714,56236
50822,66730,68482,65758,65697,56183
51106,65989,68141,65366,65227,56191
55861,69235,71522,68678,68224,59365
59991,70741,73226,71373,69978,61608
59079,68971,71294,69322,67970,59154
56781,65522,67069,65561,64017,55236
56613,63281,64257,62900,60722,52875
58698,62227,62628,60803,59478,52663
55764,57493,58820,56572,55954,49282
53705,53862,55810,52837,52820,45921
52115,51732,53792,50581,50854,43601
50976,50950,53180,49376,49296,42430
50573,51160,53287,49667,48891,42585
51088,52336,54528,50162,48536,42827
53777,54709,56144,52119,48188,41996
60841,61235,61589,58571,47138,40489
67798,68162,67841,65105,49352,41935
69706,69727,69932,66415,52683,44871
70330,69619,70121,66155,56161,48226
71163,70415,71463,66218,57968,51323
72101,71152,72481,66396,58978,53682
71776,70845,71649,65649,58224,52753
71296,70079,71115,64369,56653,51044
70687,69466,70258,62850,55375,49521
69870,68907,69463,62049,54900,48598
69004,67771,68867,61700,55126,48885
70746,70816,71810,65340,58173,53240
73428,73170,74108,68168,60882,57590
71517,71309,72373,65635,59041,56798
67960,67567,68479,61034,55337,54689
66153,65120,66304,58648,53210,53376
65168,63775,65014,57918,53660,54019
61214,59432,61047,54075,51134,50765
58238,56104,57945,50285,48044,48057
56512,54187,56167,48017,46189,46360
56020,53572,55579,46807,45315,45657
55499,53654,55750,46195,45418,45956
55947,54498,56958,46117,45158,47408
57668,56432,59092,45068,44101,50959
63832,62999,64194,43893,41514,59022
70205,69322,69459,47096,42190,66577
72506,71154,70721,50822,44345,68225
72783,71220,70529,54295,47326,68261
73586,71948,70943,56093,50023,68826
74526,72593,71420,57343,52855,68811
74138,71971,70644,56881,52564,68472
73805,71511,69793,55448,50404,67695
73193,70634,68464,54378,48975,66430
72295,69914,67555,54240,48522,65462
71279,69124,66245,54299,48921,64186
72841,71902,69702,57793,52379,67289
73968,73694,73234,59722,56767,71117
71464,71530,71480,57378,56197,70016
67673,67672,67408,54014,54261,66224
65532,65094,64399,52548,53041,62915
64485,63602,62544,53119,54168,60037
60141,58975,58881,50402,51808,55289
56769,55502,55448,47565,51013,51427
54765,53426,53892,45251,49942,49619
53457,52448,53258,44078,49358,48648
53461,52607,53533,43494,49217,49435
54166,53576,54571,43246,49361,50606
56418,55916,55677,42132,51523,53597
62317,62526,61174,40054,58382,60483
68739,68626,67087,41135,65830,67336
70878,70144,68596,44107,68421,69015
71334,70260,68405,47779,69240,68670
72492,71271,68598,50717,70165,68798
73343,72565,68723,53522,70923,69559
72525,72119,67528,53288,70531,69102
72141,71663,65981,51500,69999,68257
71379,71038,64413,50133,68767,67189
70398,69913,63810,49236,68011,66620
69161,68572,63679,48646,66816,65687
71766,71217,67349,52519,68719,68302
74162,73818,71107,56405,71688,72006
72540,72195,68945,55772,70412,70518
68895,68767,64500,53647,67080,66712
67450,66230,61522,52662,63991,63718
66452,64847,60679,53649,62501,61381
62719,60249,56540,50206,58697,56761
59938,57165,53848,47657,56438,53434
58050,54865,52058,45883,55221,51690
56692,53886,51077,45284,54872,51077
56397,54329,51117,45108,54308,51146
56783,55366,51324,46427,54278,52307
58539,57113,50510,49432,55753,54705
63848,63502,48847,57458,60698,61882
69651,69086,50828,64384,67171,68316
70904,70775,53938,66468,69438,69686
71329,70544,56468,67098,70023,69055
72193,71201,57746,67845,69687,69167
73004,72040,58076,69194,69604,69784
72635,71047,56479,69154,70638,69137
72308,69322,54494,68799,70461,68841
71489,68173,52712,67646,69782,67555
70756,67167,52275,66722,69315,66823
69391,66473,52579,65648,68092,65904
71259,69207,56881,68410,69913,68961
73561,71847,61713,70478,72289,72228
71507,69624,59664,68756,70758,70681
67844,65278,56048,64404,67769,66963
66068,62828,54298,61821,65431,64156
65298,62319,54418,60277,63499,62126
61322,58462,51153,56075,60095,57647
58301,55017,48324,52651,57745,53770
56541,52952,46116,50554,56077,51901
55246,51727,45478,49685,55277,51002
54605,51196,45822,49601,54742,51096
55304,51132,45905,50722,55213,52160
57055,50583,44720,53331,56578,54883
62044,50885,42738,60336,61282,61785
68149,54141,43955,66624,67331,68265
70075,57289,46199,68657,69223,69764
70466,59730,48228,69032,69763,69492
71130,61518,50051,69753,70768,69888
71900,62421,52196,70657,71640,70342
71237,61628,50581,70164,71528,69993
69903,59971,48047,69767,71002,69439
68691,58529,46197,69140,70296,68421
67556,57774,45851,68842,70055,67890
66887,58040,46761,68328,68787,66435
69544,62331,51745,70249,70400,69196
71286,64396,57915,71879,73127,71880
68790,62027,57311,69521,71980,70135
64868,57819,54739,65473,68573,66193
63272,55930,53669,63557,66090,62789
63034,56531,54655,62360,64570,59866
59942,53101,51158,58057,61081,54640
57106,49665,49163,54718,58650,50807
54840,47276,48465,53024,57168,48642
53399,45719,48301,52422,55768,47696
52743,45228,48973,52538,56074,48000
52197,45144,50410,53654,56279,49354
50607,43884,52301,55965,57299,52237
48829,41806,59645,62153,62240,59428
51236,43195,66586,68522,67873,66292
54801,46263,68122,70084,69797,68506
58363,49972,68032,70056,70670,68520
59888,53305,68001,70346,72022,69317
61064,56357,68660,71117,72846,69698
60221,55522,67910,70690,72635,68696
58207,53321,67073,70041,72299,67439
56545,50948,66109,68855,71287,65993
55903,50345,65662,67787,70308,65480
55773,50326,64935,66595,68450,64822
59438,54360,68147,68666,69857,67069
63007,58859,72361,71303,72782,69300
61075,58094,70883,69297,71716,67033
57247,55163,66564,64992,68257,62701
56202,54150,63432,62754,65453,59514
57390,55451,61264,61253,64336,57691
55044,52095,57076,56675,62287,53633
52085,48502,53136,53302,59367,49856
49957,46475,51934,51299,57259,47730
48738,45768,51701,50426,56638,46600
48004,46290,52366,50435,55856,46536
47284,47659,53484,51328,55800,46869
45498,50264,55022,53079,56582,46548
42254,56420,61763,59270,60928,46248
42983,62699,67769,65129,66445,49186
46197,65348,69105,66770,68520,53146
49983,66717,68651,67218,69622,56267
52576,68417,68820,67732,70323,58155
55166,70529,69456,68515,71287,58789
53882,69099,68736,67569,71242,57811
51468,68200,68412,67237,69929,55638
49888,66781,67336,66198,68256,53615
49256,65858,66802,65445,67251,53000
49414,64876,66220,64609,66375,52986
53973,67179,68876,66693,68005,56422
59232,70333,72647,70245,71501,59610
58818,68869,71062,68763,70041,57709
56552,64891,66800,65216,66080,53746
55969,62315,63600,62464,63170,51606
57992,61018,61515,60985,62205,51521
54998,55957,57575,56837,59239,48639
52486,52118,54258,53769,56873,45805
50702,49834,52946,51434,54773,43301
49891,49141,52336,50318,52934,42194
49758,49596,52677,49913,52192,41756
50652,51113,54084,50525,51482,41762
53352,53677,56201,52382,50394,40881
60355,60628,62455,58322,49048,39407
66809,67556,68163,64254,49902,40789
68566,69192,69645,66230,52800,44036
69022,69424,69544,66722,56311,47726
69322,70449,70027,67197,58596,50162
70128,71544,70642,67461,59836,52634
69374,70557,69800,66799,59647,51900
68828,70190,68956,65435,58013,49571
67768,69231,67720,63921,56327,48056
66903,68180,66995,62887,55743,47413
65363,67122,66322,62536,55156,47293
67997,69586,69043,65058,57756,51111
72597,72843,73399,68110,61760,56243
70873,70995,71770,65778,60206,55435
67427,67036,67709,61664,56807,52657
65053,64091,64614,59246,55151,51549
63882,62644,62632,58353,55593,52346
59995,57809,58962,55190,53967,48984
56839,53701,55651,52207,51210,46255
55348,51717,54296,49905,49545,44719
54092,51021,53277,48410,48713,44093
53550,51424,53570,47786,48385,44613
54263,52762,54480,47390,47669,46289
55901,54789,56150,46252,46413,49955
61619,60865,62403,45075,43651,58430
67701,66970,67917,47418,43587,65407
69344,68473,69663,51052,45893,67530
69622,68665,69620,54127,48896,67530
70321,69518,70114,55803,51722,68292
71203,70514,70954,56580,54303,68893
70379,69819,70647,56028,53693,68418
70055,69870,70279,54124,51388,67823
69364,69399,69637,52529,49771,66795
68321,68546,69254,52132,49161,66177
67054,67885,68680,52111,49028,65206
69167,70252,70689,55366,51602,67452
72506,72887,73135,60050,57035,70532
70930,70920,71369,58488,56980,69144
66994,67172,67374,55087,55186,65000
64703,63501,65060,53952,54441,61951
63608,62040,63087,55024,55945,59726
59390,56920,58869,52582,54080,54621
55938,53241,56450,50128,52393,51140
53715,50631,54969,47984,51708,49217
52746,49792,54170,46861,51019,48259
52617,49952,54023,45946,50490,48772
53517,51132,55062,45164,50480,49922
55601,53814,57347,43736,51614,52648
61192,60569,62846,41347,55056,60240
67404,67079,67909,41937,60779,66792
69717,68655,69738,45154,63881,68828
70107,68866,69680,48314,65862,69102
71230,69452,69888,50672,66863,69801
72607,70191,70150,52578,67829,70361
72483,69160,69687,51760,67422,69909
72280,68338,68209,49809,66510,69670
71335,67214,66608,48241,65356,68699
70631,66450,65860,47949,64644,67958
69703,65762,65213,48539,63549,66987
71401,67885,67534,52371,64874,68745
73483,72010,72066,57882,68803,71463
71205,70663,70048,57422,68090,70134
67336,66561,65926,55240,65259,66142
64841,63642,63073,54128,62989,63178
63663,62167,62487,54912,61881,60788
58958,57871,59378,52013,58503,55973
54884,54144,56733,48135,55745,51643
52466,52050,54964,46851,54640,49774
51381,51435,54320,46104,54205,48660
51597,51805,53608,45835,53525,49065
52845,52546,53125,46877,54032,50258
54911,54609,52014,50071,54714,52988
60709,60087,50367,57895,59099,60317
66686,65565,52092,64226,64461,66668
68677,67125,55159,66691,66352,68107
68791,67499,57458,67727,67365,68036
69552,67994,58535,68839,68015,68633
70783,68484,58916,69774,68606,68947
69783,67451,57600,69576,67630,68155
69235,66243,55347,68995,66068,67539
68101,64782,53657,67764,64386,66235
66936,63822,53415,66715,63653,65627
66280,63265,53938,65529,63146,64624
68438,66145,57394,67395,65173,66724
71759,70608,62556,70107,70090,70949
70116,68937,60460,68171,69866,69718
66095,64075,56748,64323,66785,65690
63652,60849,55042,61720,64237,62796
62419,60336,55658,59722,63060,60423
58064,56778,53020,55068,59554,55272
54443,52817,51368,51792,57744,52003
52011,50381,49354,49653,57031,49974
50974,49234,48882,48575,55694,48853
51212,49011,48808,48661,54943,49098
52463,49340,47999,49632,55328,50400
54539,48975,46873,52167,56199,52921
59907,49286,44678,59272,60881,60040
65721,52108,45296,65166,66405,66472
67595,54894,47534,67195,67900,68272
67797,57523,49078,67668,68365,68318
68805,58826,50543,68719,68457,68909
69558,59435,52560,69284,69171,69880
68678,58025,51527,69078,68829,69490
67468,55929,49795,68459,68164,68891
66314,54244,48603,67858,67642,68068
65294,53755,48042,67015,67252,67815
64392,54202,48522,65832,66527,66980
66884,57885,52038,67104,68125,68607
70416,62798,59217,70654,72161,71581
68141,61120,59498,69301,71057,70150
63760,56828,57402,65688,67490,66228
61692,54478,56440,62972,64765,63463
61158,54705,57744,61640,62704,60952
57333,51500,55104,57578,59056,56000
53801,48258,53906,55000,56280,52428
51278,46347,52506,53361,54413,50337
49945,45379,51673,52346,53520,49343
50011,45405,52239,51854,53064,49404
50149,45523,53658,52332,53908,50401
49030,44469,55559,54282,54933,53156
47682,42112,62772,60485,60052,60794
50429,43219,68045,65666,66031,67182
54049,46542,69727,67065,67886,69548
57241,49255,69817,66887,68661,70256
58543,51278,70367,67277,69859,71011
59853,53554,71203,67629,70431,71577
58796,51876,70769,66926,70100,70998
56812,49153,70347,66323,69111,69541
55152,47037,69954,65254,67948,68340
54070,46709,69257,64471,66836,67466
53719,47439,68130,63675,65488,66748
56689,51211,69989,65814,67002,68169
61191,56865,74046,70474,71069,70139
59246,56245,72964,69285,70482,68054
55433,53838,69072,66035,66990,64468
54014,53205,66445,62864,64197,61773
54539,54267,64375,61331,62195,60072
51432,51270,60244,57294,58488,56002
48082,48120,57708,54314,55881,51672
45719,45897,56377,52519,54552,49557
44586,45047,55311,51255,53694,48092
44415,45340,55382,50668,53387,47473
44553,46472,56415,51148,53859,47283
43517,48356,57720,53185,54533,46744
40719,52096,63360,59486,59377,46647
41556,57050,68041,64971,65717,49456
44553,60221,69616,66561,68247,53738
47955,62337,69518,66593,68837,57114
50588,63974,70049,66838,69457,58961
53117,65712,70792,66726,69813,59859
51742,64326,69830,66421,68997,58634
49190,62455,68927,65476,67646,56515
47695,60564,68091,64184,66357,54898
46778,59590,67247,63458,65542,54314
47043,58749,66265,62716,64774,54077
50452,61185,67969,64795,66551,56465
56769,65916,72674,69006,69826,60378
57048,65036,71609,67616,68734,58942
54633,61513,67814,63959,64408,54892
54160,59343,64713,61275,61498,53218
55741,58797,62595,60019,60346,53306
51842,54946,58585,56253,56887,50481
48679,50842,55895,53029,53977,47336
46430,48908,54413,50809,52666,45213
45914,48113,53746,49767,51456,44104
46519,48543,54033,49579,50936,43409
48183,49796,55102,50187,51420,42933
51804,52152,56799,51584,50652,41737
59178,57442,62902,56791,49453,39840
65762,62690,67700,62227,50976,40691
68027,65146,69414,64857,53879,44355
68619,66131,69486,65897,56008,48207
69511,67355,69965,66947,57123,50635
70869,68383,70694,67468,57841,53144
70401,67296,70034,66988,58516,52777
70136,65570,69659,65312,57025,50834
69200,63681,69178,63652,55507,49424
68544,62709,68564,62767,54940,48889
67150,61754,67853,61962,54650,48778
68539,64054,70025,63956,56772,51455
71558,69213,73229,66518,61701,57205
70059,68407,71503,64261,61150,56919
65985,64235,67478,60085,57487,54626
63537,61713,64508,57755,55587,53540
62714,60481,62527,57288,55394,54636
57990,55799,58078,53942,52825,51942
54617,51904,54713,50538,50455,49618
52941,49885,53239,48162,48049,48324
51899,49234,52357,46700,47027,47381
52142,49924,52722,46059,46589,47180
53310,51380,54026,45923,46017,48429
55681,53976,56380,44866,45596,51790
61334,59860,62855,43630,43659,59903
67092,65568,67775,45920,44402,66453
69081,67483,69858,50004,45704,68727
69624,67981,70057,53426,47387,69699
70250,68956,70826,55076,49526,70361
71302,70179,71462,56111,51781,71044
70647,68971,71036,55379,51262,70500
69984,68064,71159,53716,49223,70023
69231,67197,70566,52489,47619,69240
68701,66807,69832,51846,47066,68597
67582,66398,68893,51638,47495,67125
69223,68646,70938,54051,50540,68223
72778,72596,74725,58094,56868,72245
71120,70453,73144,56420,57048,71678
67704,66218,69255,52863,55168,67833
64867,63198,66711,51593,54142,64841
63270,61218,64945,52401,54700,63186
58842,56054,61090,49551,52043,58872
55507,52193,58083,46552,50166,56133
