deu_2006,deu_2007,deu_2008,deu_2009,deu_2010,deu_2011
61126,61564,60009,34401,58484,61055
64200,65203,62820,37367,61480,64643
65002,66149,63503,39795,61904,66045
66380,68030,64354,42252,63062,67602
67503,69910,65414,44837,64506,69190
66406,69559,64544,44414,64203,68283
65566,68584,62831,41808,63158,67662
64564,67074,61565,40329,61786,66430
63634,65931,60267,39603,60705,65126
62404,64499,59425,39373,59250,63524
61726,64074,59776,41042,58838,63150
61293,62848,59566,43274,58623,62083
60569,61536,58324,43810,58035,60816
58199,59081,55314,42967,56002,58387
56068,56987,53392,42514,53992,56355
54775,55410,52443,43170,52536,54903
50363,50734,49074,39758,47785,50302
46237,47171,45859,36747,44212,46403
43997,45382,43606,35401,42951,43998
42815,44487,42430,34871,42725,42622
42754,44590,42011,35165,43449,42924
43399,45301,42593,36279,44335,43479
45892,47393,42556,39151,45847,46250
53857,54974,44638,48516,52827,54342
60555,61030,47094,55524,59003,60791
63794,64345,50051,58665,61232,64140
64348,65551,52964,59652,60691,65223
65745,67342,54236,61057,61675,66655
67060,68422,55115,62537,63319,69317
66608,67436,53858,61790,63278,68829
65660,65745,51578,60635,62787,67845
64830,63822,49589,59327,61644,66261
64127,62322,48713,58178,60554,64843
62449,61149,48030,56765,59305,63445
61697,61052,48763,56450,58871,63172
60862,60486,49650,56527,58545,62237
59327,59019,49139,55515,57969,60507
56931,56275,47302,53377,56030,57541
54999,54170,46354,51267,54337,55048
53943,53228,46741,49679,52877,53215
49153,49510,44191,45230,48389,48890
45928,46093,41467,41752,45382,44157
43861,44041,40846,40148,44205,42122
42616,42182,39549,39241,43265,40996
42661,41667,38709,39246,43299,40689
43505,41480,38275,40203,44058,40382
45647,41194,37358,43126,45708,39946
53011,43560,38633,50786,52639,41875
59553,47187,40590,57176,58698,45669
62751,51350,42575,59942,60853,48747
63410,54199,44325,60554,60399,50964
64389,55954,46272,62131,60999,53244
65426,56920,48266,63947,62772,55446
64479,55499,47533,63441,62203,55419
62675,53205,45911,62956,61206,53738
61226,51234,44976,62260,60373,53020
59953,50199,44370,61234,59955,51271
59039,49494,44538,59712,58549,51145
58737,49703,45986,59299,58675,50323
58079,50034,47977,59202,59045,49126
56714,49410,48506,57997,58010,48705
54212,47059,47924,55781,54113,47650
52582,45872,47631,52944,51591,46535
52025,46528,48964,51123,51751,46292
47899,44092,46243,46483,49097,42977
44310,40886,43247,43097,45740,39505
42065,38556,41858,41069,44484,37727
40729,37483,41403,40050,43496,36797
40118,36937,42037,40071,43541,36464
39780,36437,42833,40995,44443,37597
39332,35714,45078,43403,45848,40093
42337,36508,53013,51379,52092,46618
46409,38724,60315,57197,57316,52325
50571,41749,64193,59927,59300,57980
53258,44464,65486,60878,60121,60006
54625,46888,67314,62246,61603,61251
55445,49169,68823,63966,62627,62813
53657,48642,67957,63221,62123,62380
51314,46347,67114,62347,61373,61407
49526,44621,66271,61534,60661,59895
48821,43882,65631,60418,60108,59097
48261,43634,64372,59128,58953,58222
47741,44856,63271,58557,59006,58109
47286,46455,62385,58707,59380,57634
47704,46910,61188,57976,58994,56512
45964,46402,58681,55305,57215,53652
45050,46640,55872,52840,55380,51612
45690,48722,54765,51433,53682,50840
43296,45200,50950,46877,48967,47088
39960,41954,46673,42621,46070,43472
37512,40289,45203,41044,44241,41261
36338,39693,44393,39639,44042,39856
35604,40190,44737,39276,44239,39414
35200,41301,45439,40295,45036,39306
34310,44596,47436,42695,46333,39352
35424,53192,54118,50645,53067,41456
38034,60376,59634,56838,58798,45145
41001,64247,63076,59685,61702,49669
43921,65501,64092,60614,61984,52964
46170,67117,65070,61904,62523,54577
48410,68828,66460,63325,63213,55842
47490,68405,65326,62179,62324,55295
45289,67602,64235,61359,61280,53493
43946,66399,63155,60027,60116,51732
43412,65525,62484,58890,59085,50374
43652,64333,61224,57485,58368,50044
45448,63663,61172,57280,58467,50890
47214,62865,60928,57124,57823,51040
48082,61493,60284,56404,56824,50231
47883,58987,57952,53714,54410,47807
47600,56967,56179,51672,52434,46646
48007,54858,55076,50185,51445,45892
45024,50318,51352,45444,47825,42695
41487,46553,48273,41220,44504,38944
39923,44460,46675,40221,42650,36563
38948,43420,45888,39002,42371,35460
38563,43546,45854,38850,42348,34943
39495,44370,46672,39670,42104,34844
42876,46822,49012,41760,41943,34557
51964,54472,55568,49280,43124,35353
59550,60650,60757,55860,45877,37506
63649,64076,63674,58928,49620,40789
64929,65428,64832,59760,51810,44010
66290,67567,66020,60673,52346,46839
67830,69434,67513,61488,52614,49483
66902,68154,66684,60341,51050,48921
66042,67149,65912,58612,49419,46975
64974,66530,65289,56905,47747,45731
63708,66062,64278,55667,46988,45060
62352,65069,63043,55093,46894,44505
61606,64926,62689,55325,47403,45471
60836,64520,62076,55136,48090,46884
59611,63470,59974,53743,47928,46864
57040,61018,54820,51370,46021,46194
55254,59713,52049,49691,44893,45591
54037,57958,52460,48725,45121,47072
49738,53379,51471,45159,42282,43663
45622,50108,49410,41576,39411,40546
43563,48176,47439,39452,37526,38868
42428,47088,46121,38084,37297,37971
42396,47446,45759,37443,37248,38140
43177,48384,46266,37147,36898,39527
45616,50725,48311,36958,36197,42761
53358,57561,54416,38561,37101,52609
60267,63878,59626,42287,38700,59968
63259,67294,62730,46300,41003,63866
63989,68060,63671,49510,43110,65311
65128,69635,64450,51037,44439,66877
66878,71156,65856,51952,45375,68320
65995,70308,65061,50621,45006,68125
65128,69319,64279,48368,43409,67185
64187,68008,63644,46514,42475,66137
63361,66710,62876,45498,42111,65187
61973,65422,61764,45344,41600,63529
61531,64662,61475,46287,41843,62719
60659,63863,61194,47044,44241,62110
59700,62500,60257,46814,45292,61150
57146,59532,58179,44189,45367,58428
55229,57686,56197,42969,45261,56503
53865,56240,55228,42802,46634,55375
48990,51244,51191,40343,43196,50426
45241,47916,48452,37689,41033,45900
43102,45263,46548,35344,40858,43828
42112,44402,45736,34069,41030,42757
42037,44343,45595,33584,40894,42648
42903,45114,46348,33159,41740,43203
45494,47660,48739,32610,43528,45682
53219,54956,55180,33155,50809,53934
59701,61549,60772,35334,57397,61007
62994,64702,64114,38311,61369,64561
63672,65723,65140,41189,62243,65934
65184,66695,66192,42961,63129,67424
66382,68357,67557,45015,64177,69102
65171,66913,66541,44174,63462,68335
64333,66045,65213,42121,62975,67611
63243,64680,63749,40415,62382,66368
62138,63457,63020,39406,61783,64777
60758,62189,62428,39287,60639,63075
60218,61825,62401,40730,60283,62131
59900,61209,61333,42583,60268,61546
58917,60233,59281,43310,59880,60761
56334,57624,56019,42963,58241,58424
54672,55711,53428,42969,56104,56522
53445,54769,52811,43953,54457,55561
48849,50679,49352,40510,49903,50907
45254,47111,46826,37011,46238,46630
43112,45035,44687,35701,44991,44781
42219,43872,43882,35117,44434,43537
42137,44005,43782,35217,44495,43641
42931,45179,43740,36409,45350,44305
45288,47316,43430,39351,46701,46395
52849,54354,45251,48124,53115,54360
59428,60635,47836,55443,59775,61020
62714,63681,51198,58380,62549,64798
63568,64681,53682,59564,62866,66536
64795,65709,55299,60705,64008,68291
66141,67186,56397,62089,64746,69794
65177,66044,55040,61364,64594,68990
64423,64913,53008,60590,64125,68617
63513,63190,51348,59443,63306,67045
62543,62069,50625,58585,62728,66031
61449,61194,49906,57033,61918,64722
61068,61081,50822,57253,61929,64243
60548,61040,50888,57395,61760,63416
59357,59287,49762,56455,61109,62078
56702,56804,47746,54327,58793,59538
54831,55040,46399,52546,56870,57485
53784,54053,46804,51177,54395,55143
49390,49695,44094,46594,49731,49737
45517,46302,41534,42561,46845,46456
43265,44066,40539,40622,45783,44362
41964,42843,39306,39845,44896,43367
42053,42166,38732,39512,45210,43318
42821,42090,38734,40506,46052,44138
45115,42169,37934,42817,47204,46588
52627,44053,38589,50748,53668,54274
59543,47995,40946,57422,60104,60786
62915,51789,42610,60639,62531,64157
63565,54285,44015,61405,62743,65504
64624,55992,46143,62423,63037,66313
65478,57301,48626,63640,65000,67676
64282,56120,47516,62794,64279,66780
62211,54080,45397,62210,64202,66190
60537,52187,43844,60808,63546,65149
59342,51317,42845,59937,62713,63967
57761,50731,43098,58793,61285,62483
56087,51177,44701,58350,60830,62492
54619,50991,46323,57966,60633,61798
52967,49758,46445,56905,60166,60520
52621,47517,45314,54561,57733,57871
51578,46528,44143,52758,55969,55805
51451,46961,45301,51658,54678,54233
47865,44501,44546,47263,50285,46600
44217,40840,42270,43332,46825,44948
41860,38483,40794,41366,45110,42884
40678,37373,40970,40534,44851,41891
40113,36818,41040,40154,45268,41860
39743,36550,42104,41065,46094,42992
39159,35785,44315,43083,47318,45721
41845,36375,51899,51009,53719,53651
46218,38669,58625,57948,59516,59832
49867,42177,62327,60738,62191,62847
52285,44840,63082,61285,62646,64137
53663,47083,64498,62265,63918,65503
54397,49538,65988,63511,65463,66855
52850,48520,65092,62753,65036,65918
50669,46569,64337,61913,64289,64490
48910,45167,63414,60955,63564,62580
48072,44389,62460,59447,62451,61982
47650,44134,61308,58475,61138,60867
48311,45514,60927,58524,61001,60541
48227,47041,60763,58196,60883,59036
47337,47485,59951,57553,60552,57849
46441,47103,57700,55143,58199,55215
45281,47242,55647,53470,55894,52998
45702,48712,54664,52272,54957,52036
42998,45491,50951,47695,50506,47933
39224,42325,48041,43511,47457,43629
36978,40684,46319,41628,46376,41047
35868,39756,45097,40470,46408,39855
35148,39879,45330,40399,46431,39247
34521,41106,46194,40861,46965,39157
33864,44247,48248,43242,48541,38831
35231,53076,54338,51315,54932,40887
37448,60462,60078,57543,60425,44280
40566,65019,62878,59832,63233,48642
42980,66293,63529,60755,63414,52047
44832,68047,64759,61612,64443,54037
46924,69815,66004,62528,65046,55005
45663,68518,65325,62182,64268,53791
43745,67471,64549,61414,62685,51872
42242,66145,63527,60231,61278,50556
41700,64924,62267,59528,60563,49738
41825,63045,61357,58912,59877,48853
43219,62401,61430,58880,59774,48880
44931,61823,61563,58524,59777,49236
45538,60399,60783,57497,59109,49109
45020,57512,58736,55481,56999,46859
45200,55657,57212,53266,55351,45246
47268,54454,56982,51969,54686,45027
44262,49564,52549,47433,51027,41981
40879,45883,49857,43750,47508,39112
39022,43975,47696,41616,45236,36303
38088,43052,46652,40431,44052,34792
38292,43106,46585,40340,44148,34354
39329,44079,47254,41158,44027,34176
42325,46382,49297,43377,43354,33376
51262,53597,55612,50827,44105,34103
58454,60050,60908,57175,47645,36418
62213,63211,63648,60104,51206,39731
63141,64356,64222,60911,53144,43360
64226,66084,65215,61846,54102,46210
65823,68187,66326,62791,54529,49164
65001,67737,65909,61933,53222,48964
64479,66677,65249,60789,51798,46876
63683,65449,64176,59492,49932,45228
62666,64540,63329,58383,49757,44559
61468,63246,62068,57484,48517,44334
60629,63084,62412,57491,48790,45248
59985,62625,62412,56795,49829,46562
59290,61188,62107,54699,49474,46835
56988,58384,59598,52105,47032,46117
55198,56471,57846,50045,46680,45752
54625,54644,56338,49107,46727,46542
49746,49716,52188,45331,43956,43045
46009,45783,49791,42579,41682,40273
44223,43742,47956,40474,40435,38835
42976,42784,47051,39106,40106,38265
43213,42946,46908,38628,39481,38641
43866,43837,47481,38115,39218,39600
45957,46301,49571,37774,38405,43077
53365,53767,55666,39380,38633,52401
59942,60402,60787,42792,40399,59761
63242,64083,63738,46597,42910,63654
64203,65077,64657,48913,44667,64987
65404,66356,65895,49911,46339,66887
66881,67854,67196,50657,48074,68610
66166,66642,66658,48590,47367,68229
65471,65651,66113,46266,45839,67500
64543,64619,64927,45326,44363,65946
63424,63473,64103,44928,43509,64683
62205,62166,63528,44512,43321,62793
61747,61781,63798,45181,44867,62329
61291,61140,63899,45675,46528,61709
59687,59767,62604,45284,46965,60670
55305,57435,60183,43359,46598,58089
52234,55890,57288,42171,46642,56137
52054,54426,55437,42912,47605,54528
50361,49547,51422,40298,44646,49816
47756,46010,48837,37385,42406,46189
45233,44131,47016,35085,42288,44044
43818,43182,46097,34029,41719,42797
43479,43280,46421,33015,41950,43093
44286,44125,47477,32524,42825,44208
46324,46283,49949,31580,44592,46803
53510,53733,56205,32612,51837,54604
60310,60329,61005,34858,59008,60940
63897,64183,63880,37808,61821,64505
64646,65439,64427,39534,62163,65669
66052,67082,65371,41021,63435,67342
67689,68946,66214,42715,65463,69053
66658,67919,65055,42047,65308,68339
65883,67075,63169,40194,64771,67481
65043,65900,61817,39264,63325,66310
63895,64847,60932,38976,62799,64922
62672,63279,59824,39405,61389,63413
62382,62963,60048,40996,60808,62729
62002,62366,59499,42932,60728,62200
61018,60983,58169,43701,59800,61124
58940,58185,55179,43164,57672,58750
56983,56600,53286,43358,56039,56767
55325,55322,52518,44323,54340,55701
50767,51186,49011,40765,50268,51112
47022,47758,45701,37865,46954,47197
45180,45857,44384,36295,44783,45128
44125,44997,43886,35485,44376,43905
44039,44778,43495,35430,45310,43825
44555,45624,43255,36237,46129,44637
46880,47953,42568,39696,47547,47133
54235,54971,44693,48096,53766,54595
60622,61141,46853,55933,59343,61105
63769,64900,49845,60144,62078,64494
64487,66219,52083,60721,62903,66227
65566,67416,53332,61781,63983,67989
66922,68698,53799,62529,65343,69012
65970,67470,52347,61510,64660,68295
65197,65591,50093,60635,63586,67434
64481,64105,48399,59662,61925,66125
64133,63500,47631,58727,60768,64717
63036,62527,47729,57401,59578,63412
62899,62334,48469,57285,59784,62765
62234,61649,49044,56682,59782,62007
61041,60161,48673,55623,58993,60941
58803,57580,46892,53555,57093,58651
56965,55562,46168,51431,55248,56725
55252,55137,46303,49490,54314,55291
50648,51078,43431,44228,50221,50787
47142,48187,41250,41067,47403,46819
44989,46254,39638,39456,46039,44871
43666,44860,39004,38614,45546,43803
43863,44689,38415,38539,45580,43882
44634,44565,37950,39529,46451,44696
46760,43915,37377,41956,47760,47010
54190,45975,38055,49573,53832,54706
60945,49433,40064,55620,59447,61118
64366,53102,41879,58483,61681,64622
65435,55618,43657,59497,61693,65706
66920,57067,45704,61117,62644,67312
68059,57869,47837,62365,64113,68736
66630,56591,47212,62438,63306,68576
64977,54198,45503,61566,62341,67958
63582,52659,44622,60652,61154,66930
62503,51774,44032,58740,59974,65383
61341,50818,44154,57090,59144,63450
61143,51436,45169,57269,59255,63130
60367,51658,46449,56996,59351,62815
58959,50529,46646,55849,57889,61722
55800,48005,46229,53274,53566,59155
54067,46599,46352,51157,51633,57280
53087,47424,47542,50316,51494,55380
49229,44522,44233,45558,49389,50615
45936,41322,42109,41241,46480,46715
43602,39068,41515,39427,45501,44615
42120,37814,40850,38278,44804,43335
41518,37413,41066,38147,44865,43560
41290,37090,42051,39299,45615,44663
41031,36146,44178,41931,46707,47369
43567,36333,51962,49558,53579,54835
47634,38622,58542,55620,59313,61314
51449,41984,62208,58203,61611,64447
54372,44858,63416,59776,62184,65371
55780,47088,64501,61021,63445,66865
56685,49308,65234,62359,64441,68219
54919,48152,64166,61389,63215,67560
52523,46406,63501,60169,62183,65729
50698,44932,63089,58907,61405,64026
49493,43969,62055,58037,60626,62833
48838,43739,61209,56769,60110,61283
49137,44967,60982,56805,60307,60761
49383,46013,60367,56405,60456,59606
48675,46483,59099,54343,60369,58315
46689,46232,57124,52260,58418,55734
45381,46712,55452,51264,56542,53699
45567,47932,53578,49664,55390,52673
43740,44182,49714,45058,51497,48769
40355,41153,47701,42669,48636,45165
37806,39723,46154,39734,47337,42817
36572,38998,45159,38890,46185,41234
36005,39265,45253,38684,46081,40657
35581,40683,46121,39506,46902,40618
34566,43879,48577,42112,48126,40203
35414,52345,54243,49634,54494,42910
37835,59359,59770,55549,60218,47048
40803,63174,62895,58416,62553,51757
43506,64904,63990,59482,63284,55147
45844,66422,65723,60805,64634,56332
48443,68141,67269,61874,65614,57225
46963,67438,66169,60577,64638,55956
45252,66470,65041,59656,63313,53174
43876,65094,63850,58740,62063,51435
43313,63932,63176,57606,61086,50421
43154,62210,61452,56607,60654,49797
44475,61613,61257,56930,60732,50175
46307,61134,61009,56434,60423,50332
46879,60021,59858,55328,59591,49132
45801,57222,57296,53238,57173,47157
45394,55296,55458,51250,54968,45896
46586,53469,53864,49223,54076,45677
44618,48476,50275,44459,50302,42892
41395,44246,47114,41042,47390,39272
39841,42294,45851,39256,45394,37105
39014,41152,44823,38562,44299,35882
39020,41518,44956,38691,43513,35354
40033,42655,46040,39534,43807,35252
42852,45038,47996,41886,43275,34728
51467,52412,54757,49031,45528,35524
58808,59245,60203,54809,48011,37767
62432,63129,63273,57983,50451,41030
63278,64195,64083,59088,52823,44286
64774,65832,65203,60649,54237,46656
66424,67440,66702,61801,54490,49156
65519,66297,65423,61123,52753,48425
64889,65467,64440,59145,50438,46442
63990,64179,63478,57495,48812,44875
62764,62917,62699,56199,48124,43976
61323,61314,61580,55501,48316,43746
61057,60855,61373,55472,49233,45074
60485,60320,60890,54739,50870,46517
59599,59204,60104,53539,51004,46887
57131,56774,57672,51190,49112,46137
55539,55131,55984,49575,48211,45916
54779,54090,54083,48182,47972,46500
49955,49128,50259,44169,45558,43257
45995,45309,47614,40916,42301,40810
44114,43418,45882,39018,41022,39345
42540,42368,44779,37781,40617,38742
42566,42613,44763,37327,40416,39071
43430,43666,45833,37231,40362,40300
45760,46278,48204,36553,39337,43472
53246,53521,54363,38178,40058,51856
60174,59488,59582,41124,41632,59143
63416,62841,62711,44220,43281,63355
64382,64233,63228,46815,44972,64857
65769,65830,64577,48144,46566,66632
67183,67239,66153,49165,47967,68231
66232,66379,65178,47937,46650,67665
65298,65660,64275,46168,45119,66971
64445,64753,63274,44693,44396,65697
63631,63447,62870,44062,44066,63964
61990,62393,61949,43884,44338,62058
61563,62291,61634,45084,45696,61715
61057,61946,61371,45696,47728,60912
59954,60884,60352,45579,48664,59963
57416,58498,57792,43321,48560,57675
55915,56821,56330,42157,48518,56033
54629,54449,54920,42181,49372,54825
49662,49604,50936,39422,47070,49915
46119,45887,47828,36499,44138,46675
43831,44116,46638,34145,43203,44732
42832,43363,45399,32928,43832,43544
42838,43160,45492,32276,43670,44368
43755,44194,46397,32285,44387,44514
46059,46830,48623,31611,46189,46914
53504,53937,54428,32235,53609,54366
59895,60252,59849,34404,59548,60509
63063,63745,63051,37305,63109,64753
63834,64954,63648,40232,64353,66108
64783,66519,65084,42685,65611,67920
66300,68197,66071,45581,66931,69337
65422,67115,64803,44665,66177,68656
65022,65808,63434,42602,65595,67966
64247,64828,62519,41197,64590,66543
63402,63646,61752,40286,63031,65506
62223,62272,60599,40287,62522,64017
61667,61625,60651,41800,62404,63916
60804,60756,59869,43642,61800,63389
59719,60018,59301,44024,60958,62237
57233,57385,56300,43382,58670,59943
55415,55793,53814,42615,57260,58059
54590,53926,52432,42914,55548,55567
50260,49104,48584,39454,51540,50799
46717,45630,46092,36547,48832,47516
44642,43790,43947,34943,48273,45538
43285,42732,43065,34603,46622,44193
43249,42829,42923,34443,46295,44400
44341,43839,43288,35476,46757,45110
46528,46429,42787,38902,48000,47721
53832,53563,44781,47451,54453,55115
59823,60310,47379,54530,59684,61801
62883,64071,50381,57588,62376,65573
63609,65146,53367,58103,63399,66711
64916,66492,55046,59008,65014,68606
66229,67693,55909,60435,66027,70201
65510,66320,55264,59172,64941,69565
64678,64505,53437,58389,64217,68443
64119,62962,51121,57277,63150,66909
63292,61511,49777,56743,62591,65604
62294,60224,48899,55711,61558,63931
61897,59992,49317,55753,60946,63501
61509,59428,49390,55836,60391,63043
60432,57999,48763,55112,60000,61678
57510,55292,46687,52943,58003,59232
55454,53597,45639,51297,56241,57476
54500,53378,45792,49601,54864,54375
50088,49392,43162,44830,50704,48861
46565,45652,40886,41507,47849,45081
44950,43145,39574,39646,46032,43246
43744,41542,38332,38428,45458,42147
43701,41048,37890,38322,45833,42075
44320,40975,37822,39349,46813,43197
46587,40793,37223,41971,48231,45613
53525,43189,37719,49533,54612,52807
60036,47626,39702,56117,59960,60255
63157,51463,41640,59801,62901,64029
63733,54202,43843,60715,63697,65313
64836,55331,46041,62152,65095,66762
65883,56373,48579,63395,66293,68113
64745,54513,47678,62148,65749,67395
62910,52401,45402,60837,65012,66049
61484,50732,43811,59359,63790,64599
60444,49915,42708,58187,62872,63901
59483,49461,42622,57100,61080,62338
59196,50057,43740,56790,60837,61892
58554,50288,45390,56556,61929,61073
57008,49237,45867,55737,61639,59998
53849,47164,45289,53146,59612,57702
52088,46426,45488,51879,58108,56019
51533,47290,46745,50330,56234,53369
47671,44365,43492,45496,52418,48184
44169,40951,41579,41697,49748,44603
41803,38611,40641,39602,47995,42548
40401,37425,40219,38691,47119,41257
40052,36628,40317,38782,47012,41366
39690,36207,41853,39846,47599,42483
39319,35186,43704,42667,49304,45063
41575,35863,50645,50219,54882,52286
45420,38815,57485,56846,60647,58987
49207,41995,61239,60006,62938,62863
51568,44580,62377,60644,63843,63930
52943,46297,63564,62017,65314,65541
53751,48225,65161,63138,66864,66884
52103,47112,64496,61830,65675,66417
49804,45537,63909,60656,64472,64600
47953,44271,62904,59083,62995,62709
47265,43643,62120,58119,62043,61251
46779,43826,60811,56601,60985,59815
47436,45180,60314,56487,59940,59251
47729,46644,59857,56315,59020,58733
47031,47050,58837,55541,59151,57187
45233,46729,56323,53567,57650,54675
44290,47421,54671,52229,55610,52858
45298,49287,53346,50983,54485,51564
42443,45950,49476,46209,50159,47661
39207,42820,46014,42257,46764,44157
37204,41066,44829,40076,45526,41854
35676,40079,43982,39211,44518,40517
35199,40412,43983,38919,45119,40149
34998,41386,44920,39762,46205,39958
34365,44257,46705,42245,47515,39579
35307,52350,53415,49576,53150,41562
37764,59694,58798,56087,57960,45499
40531,63773,62131,58383,60025,49750
42833,65078,62587,58928,59818,52836
44555,66251,63914,60015,61015,54673
46264,67381,65461,61063,64146,55632
45326,66616,64717,59633,62817,54520
43316,66009,63837,59053,61133,52362
42040,64691,62675,57840,59622,50618
41379,63987,61564,56876,58858,49570
41378,62544,60247,55840,58508,48759
42673,62113,60145,55757,58915,49158
44451,61496,59903,55976,58662,49214
45011,60625,58753,54534,58155,48209
44792,58067,56578,51744,55742,46519
45360,56957,55473,51200,53713,45461
46826,55493,53709,50104,53025,45099
43595,50408,49819,45402,49085,41157
40693,46479,46716,41794,45759,38529
38957,44684,45787,40042,43895,36133
37901,43593,44896,38852,42393,34796
38481,43669,44747,38731,42844,34330
39476,44512,45681,39379,43856,33948
41998,47128,47988,41503,43702,33686
49975,54480,54102,48511,44431,34609
56997,60797,59440,55515,46098,36696
60487,63922,62648,58813,48601,39963
61551,64955,63591,60573,51039,43319
63182,66554,64817,61790,53120,46226
64520,67713,66248,62735,54256,49048
63712,66877,65430,61684,53101,48173
63012,66033,64476,59270,51320,46272
62066,64889,63418,57483,49463,44776
61414,63900,62582,56098,48242,44108
60121,62272,60887,55248,48503,43967
60068,61771,60466,55201,48912,45021
59735,60974,60214,55034,48660,46496
58638,59862,59281,53157,48157,46188
56121,57518,56892,50863,45843,45624
54871,56221,55306,49067,44438,45054
53868,55398,53744,47382,44558,45630
49053,50448,49623,43405,41852,43151
44830,46770,47238,39845,39075,40103
43169,44373,45657,38412,37720,38233
42148,43388,44492,37537,37073,37434
42029,43622,44559,37379,37577,37234
42749,44474,45582,37272,37503,38694
44892,46964,47863,37082,36542,42042
52160,54112,53647,38362,37127,50655
58604,60480,58872,41485,38720,57771
61507,63299,62296,44863,40065,61746
62461,64674,63519,47770,41166,63297
63893,66502,65197,49523,42684,65289
65203,67887,66696,51008,44534,67118
64416,67171,65726,49880,43745,66392
63577,66207,64620,47678,41530,65546
62737,64697,63705,45738,40303,63891
61743,63630,62622,45583,39505,62887
60902,61969,61579,45982,39479,61137
60765,61561,61398,46125,41181,60911
60277,61047,61231,46664,42758,59668
59155,60024,59883,45971,43697,59094
56472,57273,57293,43895,43690,56152
54982,56136,56023,42398,43925,54643
53975,55019,53628,41959,45107,52835
49247,50451,49569,38507,42157,47873
45587,46779,46836,36119,39897,43917
43548,44653,45417,34059,38351,42020
42250,43538,44399,32844,38498,40993
42148,43514,44447,32181,39340,41084
42978,44155,45270,32379,40472,42194
45176,46274,47681,31769,42269,44896
52230,53332,53908,31990,49125,52970
58779,59394,59456,34044,55220,59260
61933,62976,63119,36804,58294,62697
63322,64301,64162,39292,59266,63873
64589,66026,65157,41588,61450,65372
65977,67643,66287,44016,63025,66967
64873,66733,65140,42612,62115,66436
63958,65751,63329,40397,60883,65567
62794,65008,61809,38833,59748,64350
61752,63983,59671,37873,58913,63499
60767,62356,59649,38050,58715,61901
60700,62147,59422,40097,59066,61474
60343,61270,58656,41786,58632,61332
59472,59975,57300,42427,58149,60526
57160,57596,54575,41955,55981,58201
56068,56539,53399,42107,54620,56653
54953,54939,51640,42603,53345,54002
49824,50562,47605,39069,48858,48753
46271,47103,44897,36334,45954,44915
44391,44964,42637,34923,44788,42819
43297,43673,41526,34384,44591,41688
43118,43560,41036,34179,44512,41900
43708,44471,40769,35382,45399,42949
45777,46566,41614,38709,47005,45763
52725,53128,43628,46046,52667,53105
58817,59555,46461,52624,57670,59719
62189,62936,49400,56499,60379,63266
63476,64112,52029,58003,61370,64451
64909,65602,53468,59468,62498,65813
66405,66822,54246,61386,63565,67326
65223,66373,53043,60598,62874,66300
64347,64823,50823,59957,62105,65509
63668,63480,49092,58993,61132,64254
62450,62469,48211,57299,59980,63538
61469,61964,47984,55748,59238,62081
61465,61834,48886,55003,59878,61455
60589,60942,49154,54728,59895,60846
59453,59361,48566,53694,59529,60065
57334,56314,46570,51522,57351,57593
56206,54962,45766,50569,55889,55845
54604,53630,45573,48640,54465,53564
49743,49745,42293,43334,49989,48394
46321,46574,40426,40058,46630,44512
44530,44033,39201,38196,45423,42498
43340,42610,38724,37350,45318,41279
43262,41910,38126,37140,45116,41155
43993,41850,37889,38164,46157,42301
46317,41724,37348,40977,47568,45268
52610,43681,37886,47482,53345,52578
59163,47275,39669,53553,58639,58967
62172,50903,41685,56629,61191,62375
63146,53318,43682,57259,61903,63856
64747,54986,45935,58455,63294,65529
65920,56081,48328,59655,64484,67231
64737,54584,47380,58421,63799,66445
63082,52266,45325,57424,63369,65475
61941,50922,43987,56378,62419,63961
60821,49994,43125,55304,62075,62561
60038,49654,43079,54625,61526,61146
59978,50231,44251,54805,61781,60642
59465,50382,45937,55223,61673,59967
58252,49903,45966,54463,60556,59224
55104,47664,45455,52638,57664,56712
53530,47255,45872,52002,56516,55422
52919,46610,46592,49541,54600,52766
49124,43260,43056,44382,50277,47390
45964,40450,41192,41162,47479,44043
43719,38525,40585,39410,46017,42016
42021,37329,40416,38626,46195,40985
41515,36635,40972,38214,46385,40986
41531,36336,42175,38736,47384,42162
41103,35947,44070,41591,48931,44984
43454,36287,50886,48821,54346,52193
47185,38614,57949,55432,59667,59197
50772,41682,61698,58867,62450,62734
53203,44264,62927,60027,63236,63921
54583,46380,64636,61446,64650,65444
55413,48892,66438,62930,65833,66333
53699,48121,65801,61681,65307,65596
51687,46272,64654,60452,64725,63299
50092,44902,64023,59039,63854,61973
49519,44173,62340,57460,62808,60496
49279,44026,60982,56340,61954,59221
49947,45062,60570,55894,61739,58792
50013,46265,60387,55654,61100,58033
49288,46554,59283,54860,59857,56562
46926,45950,56741,52571,57495,53880
46566,46504,55331,51739,55782,52068
46321,47898,52636,49594,53404,50309
43394,44426,48505,44984,49035,45950
40629,41489,46219,41730,46264,42198
38560,39956,44658,39582,44757,40199
37285,39161,43534,39013,44805,39122
36756,39288,43662,39509,45021,38595
36626,40489,45030,40081,45898,38485
36171,43327,47469,42790,47519,38473
36876,50522,52552,49329,53006,39878
38696,57396,58133,55130,58562,43636
41643,61357,61855,58601,61963,48252
44247,62777,63046,60418,63106,51597
45523,64537,64349,62036,63932,53861
47308,66117,65596,63114,64930,55016
46556,65650,64527,62048,63877,53862
44912,64860,63120,61692,62650,51719
