datetime,BE_LU_powerline,DE_LU_powerline,FR_LU_powerline,LU_shortage,LU_BE_powerline,LU_DE_powerline,LU_excess,duals
2025-01-08 17:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,46.1065292096
2025-01-08 18:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,41.1673741662
2025-01-08 19:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,38.8935925317
2025-01-08 20:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,38.8935925317
2025-01-08 21:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,38.8935925317
2025-01-08 22:00:00,0.0,0.0,510.0,0.0,510.0,0.0,0.0,36.15
2025-01-08 23:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,34.1114383898
2025-01-09 00:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,34.1114383898
2025-01-09 01:00:00,0.0,0.0,510.0,0.0,510.0,0.0,0.0,32.095452381
2025-01-09 02:00:00,0.0,0.0,510.0,0.0,510.0,0.0,0.0,30.1871134021
2025-01-09 03:00:00,0.0,0.0,510.0,0.0,510.0,0.0,0.0,30.1871134021
2025-01-09 04:00:00,0.0,0.0,510.0,0.0,129.50050501,380.49949499,0.0,32.095452381
2025-01-09 05:00:00,0.0,0.0,510.0,0.0,510.0,0.0,0.0,36.15
2025-01-09 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5949812131
2025-01-09 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5949812131
2025-01-09 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.15
2025-01-09 09:00:00,0.0,0.0,510.0,0.0,510.0,0.0,0.0,36.15
2025-01-09 10:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,35.0655
2025-01-09 11:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,34.1114383898
2025-01-09 12:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,32.0832324392
2025-01-09 13:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,32.0832324392
2025-01-09 14:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,34.1114383898
2025-01-09 15:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,34.1114383898
2025-01-09 16:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,37.2680412371
2025-01-09 17:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,37.2680412371
2025-01-09 18:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,37.2680412371
2025-01-09 19:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,34.1114383898
2025-01-09 20:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,31.5038099507
2025-01-09 21:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,31.5038099507
2025-01-09 22:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,31.5038099507
2025-01-09 23:00:00,0.0,325.199247584,396.450236952,0.0,721.649484536,0.0,0.0,17.2749140893
2025-01-10 00:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,15.8230769231
2025-01-10 01:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,15.8230769231
2025-01-10 02:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,15.8230769231
2025-01-10 03:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,16.8169592125
2025-01-10 04:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,31.5038099507
2025-01-10 05:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,35.0655
2025-01-10 06:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,38.8935925317
2025-01-10 07:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,38.8935925317
2025-01-10 08:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,38.8935925317
2025-01-10 09:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,38.4206610692
2025-01-10 10:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,37.2680412371
2025-01-10 11:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,37.2680412371
2025-01-10 12:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,36.15
2025-01-10 13:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,37.2680412371
