datetime,BE_LU_powerline,DE_LU_powerline,LU_shortage,LU_BE_powerline,LU_excess,duals
2035-01-14 07:00:00,0.0,0.0,0.0,0.0,0.0,72.75
2035-01-14 08:00:00,0.0,0.0,0.0,0.0,0.0,72.75
2035-01-14 09:00:00,0.0,0.0,0.0,0.0,0.0,72.75
2035-01-14 10:00:00,0.0,0.0,0.0,0.0,0.0,72.75
2035-01-14 11:00:00,0.0,0.0,0.0,0.0,0.0,72.75
2035-01-14 12:00:00,0.0,0.0,0.0,0.0,0.0,72.75
2035-01-14 13:00:00,0.0,0.0,0.0,0.0,0.0,72.75
2035-01-14 14:00:00,0.0,0.0,0.0,0.0,0.0,72.75
2035-01-14 15:00:00,0.0,0.0,0.0,0.0,0.0,72.75
2035-01-14 16:00:00,0.0,0.0,0.0,0.0,0.0,72.75
2035-01-14 17:00:00,0.0,0.0,0.0,0.0,0.0,72.75
2035-01-14 18:00:00,0.0,0.0,0.0,0.0,0.0,72.75
2035-01-14 19:00:00,0.0,0.0,0.0,0.0,0.0,72.75
2035-01-14 20:00:00,0.0,0.0,0.0,0.0,0.0,72.75
2035-01-14 21:00:00,0.0,0.0,0.0,0.0,0.0,72.75
2035-01-14 22:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-14 23:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-15 00:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-15 01:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-15 02:00:00,0.0,0.0,0.0,0.0,0.0,75.0
