,hour_of_day,weekday,building_class,shlp_type,temp_intervall_01,temp_intervall_02,temp_intervall_03,temp_intervall_04,temp_intervall_05,temp_intervall_06,temp_intervall_07,temp_intervall_08,temp_intervall_09,temp_intervall_10
622,23,4,0,GBA,0.0195,0.0204,0.0214,0.0214,0.0227,0.0222,0.0159,0.0201,0.0157,0.0122
623,24,4,0,GBA,0.0268,0.0283,0.0298,0.0324,0.0440,0.0449,0.0518,0.0580,0.0585,0.0614
624,1,5,0,GBA,0.0553,0.0557,0.0588,0.0599,0.0552,0.0597,0.0703,0.0720,0.0717,0.0782
625,2,5,0,GBA,0.0744,0.0722,0.0727,0.0697,0.0783,0.0825,0.1066,0.1131,0.1022,0.1024
626,3,5,0,GBA,0.0868,0.0866,0.0904,0.0907,0.0948,0.0961,0.0962,0.0974,0.1051,0.1057
627,4,5,0,GBA,0.0824,0.0805,0.0819,0.0739,0.0816,0.0750,0.0816,0.0786,0.0974,0.0972
628,5,5,0,GBA,0.0779,0.0744,0.0734,0.0685,0.0715,0.0607,0.0701,0.0587,0.0898,0.0889
629,6,5,0,GBA,0.0709,0.0664,0.0641,0.0573,0.0540,0.0439,0.0553,0.0598,0.0713,0.0718
630,7,5,0,GBA,0.0609,0.0641,0.0538,0.0571,0.0641,0.0644,0.0599,0.0573,0.0501,0.0486
631,8,5,0,GBA,0.0376,0.0388,0.0406,0.0425,0.0486,0.0433,0.0495,0.0448,0.0410,0.0417
632,9,5,0,GBA,0.0284,0.0359,0.0260,0.0354,0.0361,0.0305,0.0340,0.0254,0.0223,0.0218
633,10,5,0,GBA,0.0308,0.0330,0.0294,0.0321,0.0315,0.0266,0.0298,0.0219,0.0193,0.0188
634,11,5,0,GBA,0.0232,0.0233,0.0248,0.0301,0.0276,0.0241,0.0207,0.0225,0.0173,0.0145
635,12,5,0,GBA,0.0166,0.0175,0.0203,0.0229,0.0250,0.0217,0.0194,0.0150,0.0113,0.0092
636,13,5,0,GBA,0.0154,0.0158,0.0170,0.0177,0.0194,0.0176,0.0168,0.0113,0.0093,0.0084
637,14,5,0,GBA,0.0151,0.0149,0.0153,0.0152,0.0149,0.0115,0.0099,0.0081,0.0052,0.0033
638,15,5,0,GBA,0.0160,0.0154,0.0153,0.0144,0.0138,0.0093,0.0056,0.0054,0.0045,0.0041
639,16,5,0,GBA,0.0182,0.0171,0.0165,0.0150,0.0114,0.0083,0.0048,0.0049,0.0043,0.0042
640,17,5,0,GBA,0.0223,0.0206,0.0196,0.0173,0.0123,0.0084,0.0043,0.0041,0.0033,0.0029
641,18,5,0,GBA,0.0203,0.0190,0.0184,0.0173,0.0162,0.0098,0.0091,0.0047,0.0032,0.0003
642,19,5,0,GBA,0.0320,0.0318,0.0330,0.0329,0.0267,0.0349,0.0176,0.0226,0.0164,0.0126
643,20,5,0,GBA,0.0381,0.0379,0.0393,0.0367,0.0440,0.0541,0.0442,0.0471,0.0427,0.0429
644,21,5,0,GBA,0.0443,0.0440,0.0456,0.0454,0.0427,0.0536,0.0512,0.0521,0.0508,0.0545
645,22,5,0,GBA,0.0430,0.0433,0.0457,0.0465,0.0417,0.0535,0.0483,0.0543,0.0518,0.0545
646,23,5,0,GBA,0.0416,0.0426,0.0458,0.0477,0.0407,0.0533,0.0454,0.0564,0.0528,0.0560
647,24,5,0,GBA,0.0485,0.0492,0.0523,0.0538,0.0479,0.0572,0.0494,0.0625,0.0569,0.0575
648,1,6,0,GBA,0.0278,0.0292,0.0323,0.0294,0.0339,0.0353,0.0314,0.0438,0.0406,0.0369
649,2,6,0,GBA,0.0239,0.0259,0.0296,0.0301,0.0332,0.0323,0.0302,0.0433,0.0421,0.0404
650,3,6,0,GBA,0.0256,0.0291,0.0346,0.0358,0.0423,0.0436,0.0353,0.0408,0.0684,0.0645
651,4,6,0,GBA,0.0373,0.0393,0.0438,0.0420,0.0466,0.0470,0.0629,0.0588,0.0667,0.0736
652,5,6,0,GBA,0.0788,0.0745,0.0306,0.0393,0.0507,0.0604,0.0896,0.0581,0.0766,0.0939
653,6,6,0,GBA,0.1202,0.1096,0.1027,0.0865,0.0674,0.0835,0.0921,0.0965,0.1060,0.1141
654,7,6,0,GBA,0.0801,0.0943,0.1159,0.1319,0.1466,0.1567,0.1549,0.1517,0.1566,0.1595
655,8,6,0,GBA,0.0514,0.0584,0.0696,0.0971,0.0838,0.1158,0.1172,0.1273,0.1236,0.1379
656,9,6,0,GBA,0.0498,0.0496,0.0519,0.0505,0.0482,0.0453,0.0598,0.0632,0.0648,0.0697
657,10,6,0,GBA,0.0399,0.0397,0.0415,0.0425,0.0384,0.0354,0.0405,0.0382,0.0286,0.0295
658,11,6,0,GBA,0.0285,0.0291,0.0314,0.0335,0.0313,0.0316,0.0301,0.0211,0.0208,0.0202
659,12,6,0,GBA,0.0257,0.0262,0.0281,0.0325,0.0277,0.0251,0.0199,0.0154,0.0120,0.0086
660,13,6,0,GBA,0.0293,0.0283,0.0286,0.0249,0.0243,0.0209,0.0237,0.0169,0.0168,0.0165
661,14,6,0,GBA,0.0315,0.0301,0.0301,0.0276,0.0245,0.0178,0.0140,0.0293,0.0246,0.0196
662,15,6,0,GBA,0.0274,0.0267,0.0272,0.0256,0.0235,0.0199,0.0216,0.0270,0.0263,0.0252
663,16,6,0,GBA,0.0313,0.0301,0.0303,0.0281,0.0253,0.0202,0.0234,0.0243,0.0236,0.0226
664,17,6,0,GBA,0.0332,0.0321,0.0324,0.0235,0.0328,0.0174,0.0165,0.0252,0.0178,0.0104
665,18,6,0,GBA,0.0350,0.0340,0.0345,0.0295,0.0296,0.0234,0.0268,0.0132,0.0122,0.0110
666,19,6,0,GBA,0.0357,0.0336,0.0288,0.0279,0.0291,0.0232,0.0213,0.0119,0.0087,0.0053
667,20,6,0,GBA,0.0367,0.0336,0.0270,0.0263,0.0270,0.0263,0.0121,0.0083,0.0016,0.0000
668,21,6,0,GBA,0.0381,0.0339,0.0308,0.0247,0.0272,0.0203,0.0127,0.0099,0.0034,0.0000
669,22,6,0,GBA,0.0396,0.0371,0.0360,0.0320,0.0255,0.0182,0.0135,0.0074,0.0036,0.0000
670,23,6,0,GBA,0.0410,0.0402,0.0413,0.0393,0.0365,0.0322,0.0178,0.0241,0.0156,0.0072
671,24,6,0,GBA,0.0322,0.0354,0.0410,0.0395,0.0446,0.0482,0.0327,0.0443,0.0390,0.0334
672,1,7,0,GBA,0.0573,0.0625,0.0688,0.0465,0.0708,0.0727,0.0701,0.0871,0.1034,0.1076
673,2,7,0,GBA,0.0725,0.0827,0.0952,0.0977,0.1035,0.1023,0.1134,0.1209,0.1204,0.1215
674,3,7,0,GBA,0.0890,0.0847,0.0794,0.0882,0.1099,0.1210,0.1389,0.1397,0.1473,0.1561
675,4,7,0,GBA,0.0937,0.0921,0.0901,0.0974,0.1158,0.1162,0.1258,0.1290,0.1346,0.1414
676,5,7,0,GBA,0.0919,0.0903,0.0884,0.0948,0.1135,0.1118,0.1158,0.1197,0.1233,0.1282
677,6,7,0,GBA,0.0760,0.0738,0.0719,0.0805,0.0937,0.1010,0.1077,0.1114,0.1131,0.1164
678,7,7,0,GBA,0.0829,0.0747,0.0647,0.0391,0.0289,0.0391,0.0349,0.0266,0.0283,0.0302
679,8,7,0,GBA,0.0301,0.0295,0.0288,0.0325,0.0212,0.0252,0.0211,0.0130,0.0124,0.0120
680,9,7,0,GBA,0.0231,0.0233,0.0236,0.0265,0.0193,0.0164,0.0142,0.0101,0.0073,0.0049
681,10,7,0,GBA,0.0250,0.0247,0.0243,0.0243,0.0185,0.0202,0.0143,0.0096,0.0072,0.0051
682,11,7,0,GBA,0.0196,0.0201,0.0206,0.0267,0.0175,0.0155,0.0139,0.0102,0.0081,0.0063
683,12,7,0,GBA,0.0239,0.0232,0.0222,0.0242,0.0155,0.0140,0.0113,0.0045,0.0048,0.0028
684,13,7,0,GBA,0.0193,0.0192,0.0191,0.0220,0.0150,0.0119,0.0092,0.0062,0.0045,0.0018
685,14,7,0,GBA,0.0216,0.0205,0.0192,0.0217,0.0122,0.0093,0.0063,0.0046,0.0030,0.0003
686,15,7,0,GBA,0.0226,0.0217,0.0205,0.0239,0.0135,0.0123,0.0062,0.0060,0.0032,0.0000
687,16,7,0,GBA,0.0238,0.0228,0.0214,0.0267,0.0141,0.0126,0.0073,0.0055,0.0024,0.0000
688,17,7,0,GBA,0.0217,0.0220,0.0225,0.0234,0.0188,0.0182,0.0082,0.0076,0.0023,0.0000
689,18,7,0,GBA,0.0226,0.0230,0.0235,0.0245,0.0198,0.0146,0.0068,0.0067,0.0022,0.0000
690,19,7,0,GBA,0.0178,0.0196,0.0217,0.0280,0.0220,0.0180,0.0170,0.0097,0.0070,0.0045
691,20,7,0,GBA,0.0313,0.0309,0.0303,0.0262,0.0229,0.0180,0.0205,0.0136,0.0119,0.0106
692,21,7,0,GBA,0.0260,0.0289,0.0323,0.0323,0.0334,0.0299,0.0299,0.0262,0.0235,0.0212
693,22,7,0,GBA,0.0295,0.0305,0.0317,0.0293,0.0356,0.0256,0.0253,0.0261,0.0203,0.0151
694,23,7,0,GBA,0.0276,0.0291,0.0308,0.0279,0.0285,0.0233,0.0239,0.0262,0.0230,0.0203
695,24,7,0,GBA,0.0512,0.0502,0.0490,0.0357,0.0361,0.0509,0.0580,0.0798,0.0865,0.0937
696,1,1,0,GBD,0.0333,0.0364,0.0393,0.0403,0.0449,0.0443,0.0499,0.0437,0.0421,0.0405
697,2,1,0,GBD,0.0339,0.0369,0.0397,0.0420,0.0421,0.0455,0.0496,0.0476,0.0468,0.0460
698,3,1,0,GBD,0.0346,0.0374,0.0400,0.0437,0.0450,0.0469,0.0493,0.0516,0.0515,0.0515
699,4,1,0,GBD,0.0348,0.0353,0.0393,0.0429,0.0425,0.0473,0.0480,0.0502,0.0510,0.0519
700,5,1,0,GBD,0.0358,0.0363,0.0386,0.0422,0.0401,0.0476,0.0467,0.0487,0.0505,0.0522
701,6,1,0,GBD,0.0390,0.0398,0.0411,0.0436,0.0427,0.0441,0.0440,0.0447,0.0452,0.0456
702,7,1,0,GBD,0.0408,0.0409,0.0410,0.0429,0.0409,0.0366,0.0338,0.0338,0.0335,0.0332
703,8,1,0,GBD,0.0435,0.0427,0.0443,0.0446,0.0366,0.0412,0.0357,0.0450,0.0464,0.0478
704,9,1,0,GBD,0.0475,0.0482,0.0450,0.0395,0.0416,0.0345,0.0378,0.0481,0.0493,0.0504
705,10,1,0,GBD,0.0463,0.0466,0.0468,0.0488,0.0464,0.0442,0.0502,0.0513,0.0521,0.0529
706,11,1,0,GBD,0.0430,0.0428,0.0433,0.0456,0.0496,0.0469,0.0477,0.0490,0.0500,0.0510
707,12,1,0,GBD,0.0415,0.0410,0.0406,0.0326,0.0413,0.0313,0.0408,0.0422,0.0421,0.0420
708,13,1,0,GBD,0.0408,0.0401,0.0391,0.0397,0.0337,0.0412,0.0363,0.0377,0.0376,0.0375
709,14,1,0,GBD,0.0420,0.0409,0.0424,0.0446,0.0413,0.0377,0.0322,0.0328,0.0326,0.0324
710,15,1,0,GBD,0.0462,0.0418,0.0371,0.0337,0.0379,0.0332,0.0383,0.0385,0.0385,0.0384
711,16,1,0,GBD,0.0464,0.0426,0.0355,0.0295,0.0383,0.0311,0.0405,0.0313,0.0323,0.0333
712,17,1,0,GBD,0.0450,0.0433,0.0398,0.0342,0.0412,0.0423,0.0346,0.0351,0.0355,0.0359
713,18,1,0,GBD,0.0436,0.0440,0.0441,0.0390,0.0441,0.0308,0.0370,0.0336,0.0326,0.0317
714,19,1,0,GBD,0.0451,0.0444,0.0475,0.0469,0.0422,0.0482,0.0364,0.0336,0.0327,0.0319
715,20,1,0,GBD,0.0465,0.0458,0.0448,0.0474,0.0423,0.0431,0.0393,0.0379,0.0373,0.0367
716,21,1,0,GBD,0.0435,0.0438,0.0403,0.0423,0.0405,0.0476,0.0470,0.0469,0.0465,0.0462
717,22,1,0,GBD,0.0427,0.0431,0.0433,0.0463,0.0433,0.0445,0.0428,0.0423,0.0416,0.0409
718,23,1,0,GBD,0.0442,0.0463,0.0482,0.0478,0.0442,0.0460,0.0397,0.0375,0.0368,0.0360
719,24,1,0,GBD,0.0400,0.0396,0.0389,0.0399,0.0373,0.0439,0.0424,0.0369,0.0355,0.0341
720,1,2,0,GBD,0.0402,0.0399,0.0393,0.0385,0.0458,0.0440,0.0534,0.0255,0.0292,0.0333
721,2,2,0,GBD,0.0412,0.0410,0.0405,0.0398,0.0484,0.0421,0.0477,0.0349,0.0343,0.0341
722,3,2,0,GBD,0.0422,0.0421,0.0417,0.0412,0.0510,0.0402,0.0420,0.0443,0.0394,0.0349
723,4,2,0,GBD,0.0414,0.0418,0.0418,0.0417,0.0449,0.0417,0.0362,0.0443,0.0395,0.0352
724,5,2,0,GBD,0.0412,0.0369,0.0372,0.0374,0.0413,0.0403,0.0413,0.0443,0.0440,0.0442
725,6,2,0,GBD,0.0412,0.0390,0.0380,0.0407,0.0425,0.0425,0.0442,0.0343,0.0349,0.0359
726,7,2,0,GBD,0.0487,0.0489,0.0489,0.0487,0.0434,0.0477,0.0457,0.0484,0.0493,0.0508
727,8,2,0,GBD,0.0491,0.0493,0.0493,0.0490,0.0475,0.0477,0.0483,0.0511,0.0519,0.0574
728,9,2,0,GBD,0.0535,0.0565,0.0592,0.0615,0.0530,0.0667,0.0738,0.0872,0.0976,0.1024
729,10,2,0,GBD,0.0460,0.0474,0.0485,0.0494,0.0518,0.0588,0.0702,0.0824,0.0917,0.0988
730,11,2,0,GBD,0.0447,0.0457,0.0465,0.0471,0.0496,0.0538,0.0665,0.0776,0.0859,0.0952
731,12,2,0,GBD,0.0420,0.0424,0.0425,0.0424,0.0413,0.0451,0.0537,0.0573,0.0706,0.0731
732,13,2,0,GBD,0.0403,0.0410,0.0414,0.0417,0.0390,0.0451,0.0444,0.0615,0.0602,0.0658
733,14,2,0,GBD,0.0384,0.0394,0.0402,0.0409,0.0384,0.0478,0.0440,0.0484,0.0510,0.0542
734,15,2,0,GBD,0.0383,0.0386,0.0386,0.0385,0.0372,0.0449,0.0405,0.0360,0.0375,0.0395
735,16,2,0,GBD,0.0413,0.0417,0.0418,0.0417,0.0396,0.0423,0.0355,0.0337,0.0314,0.0294
736,17,2,0,GBD,0.0398,0.0399,0.0398,0.0395,0.0466,0.0380,0.0348,0.0287,0.0225,0.0165
737,18,2,0,GBD,0.0390,0.0386,0.0381,0.0373,0.0344,0.0315,0.0268,0.0226,0.0185,0.0146
738,19,2,0,GBD,0.0399,0.0389,0.0377,0.0364,0.0263,0.0252,0.0225,0.0195,0.0175,0.0156
739,20,2,0,GBD,0.0437,0.0432,0.0425,0.0416,0.0275,0.0253,0.0231,0.0218,0.0177,0.0139
740,21,2,0,GBD,0.0428,0.0431,0.0430,0.0428,0.0409,0.0345,0.0238,0.0240,0.0180,0.0122
741,22,2,0,GBD,0.0340,0.0342,0.0341,0.0340,0.0377,0.0330,0.0264,0.0268,0.0208,0.0150
742,23,2,0,GBD,0.0338,0.0337,0.0333,0.0329,0.0372,0.0294,0.0258,0.0236,0.0176,0.0117
743,24,2,0,GBD,0.0373,0.0368,0.0361,0.0353,0.0347,0.0324,0.0294,0.0218,0.0190,0.0163
744,1,3,0,GBD,0.0402,0.0399,0.0393,0.0385,0.0458,0.0440,0.0534,0.0255,0.0292,0.0333
745,2,3,0,GBD,0.0412,0.0410,0.0405,0.0398,0.0484,0.0421,0.0477,0.0349,0.0343,0.0341
746,3,3,0,GBD,0.0422,0.0421,0.0417,0.0412,0.0510,0.0402,0.0420,0.0443,0.0394,0.0349
747,4,3,0,GBD,0.0414,0.0418,0.0418,0.0417,0.0449,0.0417,0.0362,0.0443,0.0395,0.0352
748,5,3,0,GBD,0.0412,0.0369,0.0372,0.0374,0.0413,0.0403,0.0413,0.0443,0.0440,0.0442
749,6,3,0,GBD,0.0412,0.0390,0.0380,0.0407,0.0425,0.0425,0.0442,0.0343,0.0349,0.0359
750,7,3,0,GBD,0.0487,0.0489,0.0489,0.0487,0.0434,0.0477,0.0457,0.0484,0.0493,0.0508
751,8,3,0,GBD,0.0491,0.0493,0.0493,0.0490,0.0475,0.0477,0.0483,0.0511,0.0519,0.0574
752,9,3,0,GBD,0.0535,0.0565,0.0592,0.0615,0.0530,0.0667,0.0738,0.0872,0.0976,0.1024
753,10,3,0,GBD,0.0460,0.0474,0.0485,0.0494,0.0518,0.0588,0.0702,0.0824,0.0917,0.0988
754,11,3,0,GBD,0.0447,0.0457,0.0465,0.0471,0.0496,0.0538,0.0665,0.0776,0.0859,0.0952
755,12,3,0,GBD,0.0420,0.0424,0.0425,0.0424,0.0413,0.0451,0.0537,0.0573,0.0706,0.0731
756,13,3,0,GBD,0.0403,0.0410,0.0414,0.0417,0.0390,0.0451,0.0444,0.0615,0.0602,0.0658
757,14,3,0,GBD,0.0384,0.0394,0.0402,0.0409,0.0384,0.0478,0.0440,0.0484,0.0510,0.0542
758,15,3,0,GBD,0.0383,0.0386,0.0386,0.0385,0.0372,0.0449,0.0405,0.0360,0.0375,0.0395
759,16,3,0,GBD,0.0413,0.0417,0.0418,0.0417,0.0396,0.0423,0.0355,0.0337,0.0314,0.0294
760,17,3,0,GBD,0.0398,0.0399,0.0398,0.0395,0.0466,0.0380,0.0348,0.0287,0.0225,0.0165
761,18,3,0,GBD,0.0390,0.0386,0.0381,0.0373,0.0344,0.0315,0.0268,0.0226,0.0185,0.0146
762,19,3,0,GBD,0.0399,0.0389,0.0377,0.0364,0.0263,0.0252,0.0225,0.0195,0.0175,0.0156
763,20,3,0,GBD,0.0437,0.0432,0.0425,0.0416,0.0275,0.0253,0.0231,0.0218,0.0177,0.0139
764,21,3,0,GBD,0.0428,0.0431,0.0430,0.0428,0.0409,0.0345,0.0238,0.0240,0.0180,0.0122
765,22,3,0,GBD,0.0340,0.0342,0.0341,0.0340,0.0377,0.0330,0.0264,0.0268,0.0208,0.0150
766,23,3,0,GBD,0.0338,0.0337,0.0333,0.0329,0.0372,0.0294,0.0258,0.0236,0.0176,0.0117
767,24,3,0,GBD,0.0373,0.0368,0.0361,0.0353,0.0347,0.0324,0.0294,0.0218,0.0190,0.0163
768,1,4,0,GBD,0.0402,0.0399,0.0393,0.0385,0.0458,0.0440,0.0534,0.0255,0.0292,0.0333
769,2,4,0,GBD,0.0412,0.0410,0.0405,0.0398,0.0484,0.0421,0.0477,0.0349,0.0343,0.0341
770,3,4,0,GBD,0.0422,0.0421,0.0417,0.0412,0.0510,0.0402,0.0420,0.0443,0.0394,0.0349
771,4,4,0,GBD,0.0414,0.0418,0.0418,0.0417,0.0449,0.0417,0.0362,0.0443,0.0395,0.0352
772,5,4,0,GBD,0.0412,0.0369,0.0372,0.0374,0.0413,0.0403,0.0413,0.0443,0.0440,0.0442
773,6,4,0,GBD,0.0412,0.0390,0.0380,0.0407,0.0425,0.0425,0.0442,0.0343,0.0349,0.0359
774,7,4,0,GBD,0.0487,0.0489,0.0489,0.0487,0.0434,0.0477,0.0457,0.0484,0.0493,0.0508
775,8,4,0,GBD,0.0491,0.0493,0.0493,0.0490,0.0475,0.0477,0.0483,0.0511,0.0519,0.0574
776,9,4,0,GBD,0.0535,0.0565,0.0592,0.0615,0.0530,0.0667,0.0738,0.0872,0.0976,0.1024
777,10,4,0,GBD,0.0460,0.0474,0.0485,0.0494,0.0518,0.0588,0.0702,0.0824,0.0917,0.0988
778,11,4,0,GBD,0.0447,0.0457,0.0465,0.0471,0.0496,0.0538,0.0665,0.0776,0.0859,0.0952
779,12,4,0,GBD,0.0420,0.0424,0.0425,0.0424,0.0413,0.0451,0.0537,0.0573,0.0706,0.0731
780,13,4,0,GBD,0.0403,0.0410,0.0414,0.0417,0.0390,0.0451,0.0444,0.0615,0.0602,0.0658
781,14,4,0,GBD,0.0384,0.0394,0.0402,0.0409,0.0384,0.0478,0.0440,0.0484,0.0510,0.0542
782,15,4,0,GBD,0.0383,0.0386,0.0386,0.0385,0.0372,0.0449,0.0405,0.0360,0.0375,0.0395
783,16,4,0,GBD,0.0413,0.0417,0.0418,0.0417,0.0396,0.0423,0.0355,0.0337,0.0314,0.0294
784,17,4,0,GBD,0.0398,0.0399,0.0398,0.0395,0.0466,0.0380,0.0348,0.0287,0.0225,0.0165
785,18,4,0,GBD,0.0390,0.0386,0.0381,0.0373,0.0344,0.0315,0.0268,0.0226,0.0185,0.0146
786,19,4,0,GBD,0.0399,0.0389,0.0377,0.0364,0.0263,0.0252,0.0225,0.0195,0.0175,0.0156
787,20,4,0,GBD,0.0437,0.0432,0.0425,0.0416,0.0275,0.0253,0.0231,0.0218,0.0177,0.0139
788,21,4,0,GBD,0.0428,0.0431,0.0430,0.0428,0.0409,0.0345,0.0238,0.0240,0.0180,0.0122
789,22,4,0,GBD,0.0340,0.0342,0.0341,0.0340,0.0377,0.0330,0.0264,0.0268,0.0208,0.0150
790,23,4,0,GBD,0.0338,0.0337,0.0333,0.0329,0.0372,0.0294,0.0258,0.0236,0.0176,0.0117
791,24,4,0,GBD,0.0373,0.0368,0.0361,0.0353,0.0347,0.0324,0.0294,0.0218,0.0190,0.0163
792,1,5,0,GBD,0.0402,0.0399,0.0393,0.0385,0.0458,0.0440,0.0534,0.0255,0.0292,0.0333
793,2,5,0,GBD,0.0412,0.0410,0.0405,0.0398,0.0484,0.0421,0.0477,0.0349,0.0343,0.0341
794,3,5,0,GBD,0.0422,0.0421,0.0417,0.0412,0.0510,0.0402,0.0420,0.0443,0.0394,0.0349
795,4,5,0,GBD,0.0414,0.0418,0.0418,0.0417,0.0449,0.0417,0.0362,0.0443,0.0395,0.0352
796,5,5,0,GBD,0.0412,0.0369,0.0372,0.0374,0.0413,0.0403,0.0413,0.0443,0.0440,0.0442
797,6,5,0,GBD,0.0412,0.0390,0.0380,0.0407,0.0425,0.0425,0.0442,0.0343,0.0349,0.0359
798,7,5,0,GBD,0.0487,0.0489,0.0489,0.0487,0.0434,0.0477,0.0457,0.0484,0.0493,0.0508
799,8,5,0,GBD,0.0491,0.0493,0.0493,0.0490,0.0475,0.0477,0.0483,0.0511,0.0519,0.0574
800,9,5,0,GBD,0.0535,0.0565,0.0592,0.0615,0.0530,0.0667,0.0738,0.0872,0.0976,0.1024
801,10,5,0,GBD,0.0460,0.0474,0.0485,0.0494,0.0518,0.0588,0.0702,0.0824,0.0917,0.0988
802,11,5,0,GBD,0.0447,0.0457,0.0465,0.0471,0.0496,0.0538,0.0665,0.0776,0.0859,0.0952
803,12,5,0,GBD,0.0420,0.0424,0.0425,0.0424,0.0413,0.0451,0.0537,0.0573,0.0706,0.0731
804,13,5,0,GBD,0.0403,0.0410,0.0414,0.0417,0.0390,0.0451,0.0444,0.0615,0.0602,0.0658
805,14,5,0,GBD,0.0384,0.0394,0.0402,0.0409,0.0384,0.0478,0.0440,0.0484,0.0510,0.0542
806,15,5,0,GBD,0.0383,0.0386,0.0386,0.0385,0.0372,0.0449,0.0405,0.0360,0.0375,0.0395
807,16,5,0,GBD,0.0413,0.0417,0.0418,0.0417,0.0396,0.0423,0.0355,0.0337,0.0314,0.0294
808,17,5,0,GBD,0.0398,0.0399,0.0398,0.0395,0.0466,0.0380,0.0348,0.0287,0.0225,0.0165
809,18,5,0,GBD,0.0390,0.0386,0.0381,0.0373,0.0344,0.0315,0.0268,0.0226,0.0185,0.0146
810,19,5,0,GBD,0.0399,0.0389,0.0377,0.0364,0.0263,0.0252,0.0225,0.0195,0.0175,0.0156
811,20,5,0,GBD,0.0437,0.0432,0.0425,0.0416,0.0275,0.0253,0.0231,0.0218,0.0177,0.0139
812,21,5,0,GBD,0.0428,0.0431,0.0430,0.0428,0.0409,0.0345,0.0238,0.0240,0.0180,0.0122
813,22,5,0,GBD,0.0340,0.0342,0.0341,0.0340,0.0377,0.0330,0.0264,0.0268,0.0208,0.0150
814,23,5,0,GBD,0.0338,0.0337,0.0333,0.0329,0.0372,0.0294,0.0258,0.0236,0.0176,0.0117
815,24,5,0,GBD,0.0373,0.0368,0.0361,0.0353,0.0347,0.0324,0.0294,0.0218,0.0190,0.0163
816,1,6,0,GBD,0.0393,0.0405,0.0421,0.0442,0.0543,0.0416,0.0496,0.0288,0.0218,0.0143
817,2,6,0,GBD,0.0375,0.0382,0.0393,0.0408,0.0315,0.0311,0.0376,0.0274,0.0220,0.0162
818,3,6,0,GBD,0.0358,0.0360,0.0365,0.0373,0.0436,0.0329,0.0278,0.0259,0.0221,0.0181
819,4,6,0,GBD,0.0372,0.0375,0.0382,0.0391,0.0418,0.0453,0.0369,0.0307,0.0227,0.0142
820,5,6,0,GBD,0.0387,0.0391,0.0398,0.0409,0.0371,0.0416,0.0368,0.0316,0.0242,0.0163
821,6,6,0,GBD,0.0428,0.0449,0.0480,0.0515,0.0491,0.0447,0.0367,0.0322,0.0257,0.0185
822,7,6,0,GBD,0.0673,0.0666,0.0644,0.0656,0.0589,0.0825,0.0625,0.0696,0.0728,0.0763
823,8,6,0,GBD,0.0540,0.0568,0.0604,0.0651,0.0621,0.0787,0.0820,0.0891,0.0947,0.1006
824,9,6,0,GBD,0.0492,0.0520,0.0557,0.0520,0.0653,0.0778,0.0891,0.0821,0.0970,0.1129
825,10,6,0,GBD,0.0444,0.0473,0.0509,0.0555,0.0537,0.0626,0.0684,0.0833,0.0945,0.1064
826,11,6,0,GBD,0.0481,0.0492,0.0508,0.0506,0.0541,0.0528,0.0600,0.0682,0.0765,0.0854
827,12,6,0,GBD,0.0519,0.0511,0.0506,0.0502,0.0655,0.0639,0.0611,0.0636,0.0633,0.0631
828,13,6,0,GBD,0.0476,0.0479,0.0487,0.0498,0.0450,0.0519,0.0501,0.0548,0.0563,0.0579
829,14,6,0,GBD,0.0399,0.0380,0.0361,0.0341,0.0278,0.0174,0.0241,0.0255,0.0299,0.0346
830,15,6,0,GBD,0.0404,0.0375,0.0344,0.0308,0.0233,0.0145,0.0171,0.0247,0.0249,0.0251
831,16,6,0,GBD,0.0333,0.0338,0.0294,0.0272,0.0255,0.0209,0.0174,0.0265,0.0275,0.0286
832,17,6,0,GBD,0.0229,0.0230,0.0231,0.0235,0.0277,0.0250,0.0178,0.0283,0.0301,0.0320
833,18,6,0,GBD,0.0241,0.0254,0.0271,0.0292,0.0280,0.0232,0.0253,0.0258,0.0246,0.0233
834,19,6,0,GBD,0.0326,0.0321,0.0319,0.0317,0.0354,0.0307,0.0361,0.0292,0.0283,0.0274
835,20,6,0,GBD,0.0410,0.0389,0.0366,0.0342,0.0274,0.0208,0.0281,0.0316,0.0325,0.0335
836,21,6,0,GBD,0.0435,0.0408,0.0379,0.0347,0.0271,0.0281,0.0200,0.0321,0.0324,0.0328
837,22,6,0,GBD,0.0429,0.0407,0.0384,0.0353,0.0418,0.0332,0.0352,0.0327,0.0324,0.0320
838,23,6,0,GBD,0.0427,0.0410,0.0392,0.0374,0.0407,0.0417,0.0274,0.0276,0.0198,0.0115
839,24,6,0,GBD,0.0429,0.0417,0.0405,0.0393,0.0333,0.0371,0.0529,0.0287,0.0240,0.0190
840,1,7,0,GBD,0.0402,0.0430,0.0459,0.0488,0.0405,0.0683,0.0462,0.0398,0.0422,0.0447
841,2,7,0,GBD,0.0405,0.0434,0.0463,0.0493,0.0355,0.0826,0.0539,0.0388,0.0475,0.0563
842,3,7,0,GBD,0.0498,0.0497,0.0495,0.0492,0.0313,0.0431,0.0446,0.0423,0.0486,0.0550
843,4,7,0,GBD,0.0466,0.0478,0.0490,0.0502,0.0409,0.0348,0.0396,0.0400,0.0391,0.0382
844,5,7,0,GBD,0.0433,0.0459,0.0486,0.0512,0.0621,0.0389,0.0678,0.0426,0.0448,0.0471
845,6,7,0,GBD,0.0379,0.0424,0.0474,0.0523,0.0396,0.0488,0.0490,0.0451,0.0496,0.0539
