,hour_of_day,weekday,building_class,shlp_type,temp_intervall_01,temp_intervall_02,temp_intervall_03,temp_intervall_04,temp_intervall_05,temp_intervall_06,temp_intervall_07,temp_intervall_08,temp_intervall_09,temp_intervall_10
2239,8,2,0,GWA,0.0834,0.0802,0.0767,0.0737,0.0726,0.0689,0.0642,0.0757,0.0718,0.0678
2240,9,2,0,GWA,0.1325,0.1157,0.0974,0.0782,0.0774,0.0766,0.0812,0.0815,0.0836,0.0857
2241,10,2,0,GWA,0.1172,0.1058,0.0935,0.0808,0.0784,0.0814,0.0807,0.0807,0.0821,0.0835
2242,11,2,0,GWA,0.0889,0.0856,0.0820,0.0788,0.0681,0.0733,0.0824,0.0694,0.0767,0.0840
2243,12,2,0,GWA,0.0607,0.0654,0.0705,0.0769,0.0807,0.0828,0.0869,0.0846,0.0879,0.0912
2244,13,2,0,GWA,0.0471,0.0522,0.0577,0.0645,0.0694,0.0723,0.0773,0.0743,0.0784,0.0826
2245,14,2,0,GWA,0.0460,0.0523,0.0591,0.0672,0.0729,0.0729,0.0673,0.0626,0.0601,0.0576
2246,15,2,0,GWA,0.0483,0.0506,0.0531,0.0564,0.0604,0.0577,0.0464,0.0439,0.0372,0.0304
2247,16,2,0,GWA,0.0465,0.0503,0.0545,0.0597,0.0638,0.0647,0.0474,0.0465,0.0386,0.0307
2248,17,2,0,GWA,0.0285,0.0340,0.0401,0.0471,0.0532,0.0575,0.0478,0.0419,0.0394,0.0369
2249,18,2,0,GWA,0.0288,0.0341,0.0399,0.0466,0.0519,0.0564,0.0499,0.0488,0.0480,0.0471
2250,19,2,0,GWA,0.0346,0.0365,0.0387,0.0311,0.0295,0.0293,0.0277,0.0272,0.0264,0.0256
2251,20,2,0,GWA,0.0404,0.0390,0.0374,0.0361,0.0341,0.0296,0.0277,0.0341,0.0310,0.0279
2252,21,2,0,GWA,0.0357,0.0345,0.0331,0.0320,0.0309,0.0262,0.0250,0.0305,0.0277,0.0249
2253,22,2,0,GWA,0.0329,0.0320,0.0311,0.0303,0.0289,0.0256,0.0221,0.0277,0.0244,0.0211
2254,23,2,0,GWA,0.0278,0.0264,0.0249,0.0235,0.0207,0.0179,0.0156,0.0177,0.0153,0.0128
2255,24,2,0,GWA,0.0152,0.0136,0.0120,0.0102,0.0071,0.0054,0.0103,0.0085,0.0069,0.0052
2256,1,3,0,GWA,0.0103,0.0095,0.0087,0.0078,0.0060,0.0053,0.0049,0.0012,0.0007,0.0002
2257,2,3,0,GWA,0.0072,0.0068,0.0065,0.0062,0.0045,0.0049,0.0038,0.0006,0.0003,0.0000
2258,3,3,0,GWA,0.0061,0.0059,0.0058,0.0057,0.0043,0.0050,0.0048,0.0015,0.0018,0.0021
2259,4,3,0,GWA,0.0056,0.0055,0.0055,0.0055,0.0046,0.0050,0.0096,0.0055,0.0080,0.0105
2260,5,3,0,GWA,0.0050,0.0067,0.0086,0.0108,0.0091,0.0105,0.0235,0.0251,0.0323,0.0395
2261,6,3,0,GWA,0.0136,0.0164,0.0187,0.0221,0.0207,0.0252,0.0387,0.0425,0.0513,0.0604
2262,7,3,0,GWA,0.0377,0.0410,0.0445,0.0488,0.0508,0.0456,0.0548,0.0680,0.0701,0.0723
2263,8,3,0,GWA,0.0834,0.0802,0.0767,0.0737,0.0726,0.0689,0.0642,0.0757,0.0718,0.0678
2264,9,3,0,GWA,0.1325,0.1157,0.0974,0.0782,0.0774,0.0766,0.0812,0.0815,0.0836,0.0857
2265,10,3,0,GWA,0.1172,0.1058,0.0935,0.0808,0.0784,0.0814,0.0807,0.0807,0.0821,0.0835
2266,11,3,0,GWA,0.0889,0.0856,0.0820,0.0788,0.0681,0.0733,0.0824,0.0694,0.0767,0.0840
2267,12,3,0,GWA,0.0607,0.0654,0.0705,0.0769,0.0807,0.0828,0.0869,0.0846,0.0879,0.0912
2268,13,3,0,GWA,0.0471,0.0522,0.0577,0.0645,0.0694,0.0723,0.0773,0.0743,0.0784,0.0826
2269,14,3,0,GWA,0.0460,0.0523,0.0591,0.0672,0.0729,0.0729,0.0673,0.0626,0.0601,0.0576
2270,15,3,0,GWA,0.0483,0.0506,0.0531,0.0564,0.0604,0.0577,0.0464,0.0439,0.0372,0.0304
2271,16,3,0,GWA,0.0465,0.0503,0.0545,0.0597,0.0638,0.0647,0.0474,0.0465,0.0386,0.0307
2272,17,3,0,GWA,0.0285,0.0340,0.0401,0.0471,0.0532,0.0575,0.0478,0.0419,0.0394,0.0369
2273,18,3,0,GWA,0.0288,0.0341,0.0399,0.0466,0.0519,0.0564,0.0499,0.0488,0.0480,0.0471
2274,19,3,0,GWA,0.0346,0.0365,0.0387,0.0311,0.0295,0.0293,0.0277,0.0272,0.0264,0.0256
2275,20,3,0,GWA,0.0404,0.0390,0.0374,0.0361,0.0341,0.0296,0.0277,0.0341,0.0310,0.0279
2276,21,3,0,GWA,0.0357,0.0345,0.0331,0.0320,0.0309,0.0262,0.0250,0.0305,0.0277,0.0249
2277,22,3,0,GWA,0.0329,0.0320,0.0311,0.0303,0.0289,0.0256,0.0221,0.0277,0.0244,0.0211
2278,23,3,0,GWA,0.0278,0.0264,0.0249,0.0235,0.0207,0.0179,0.0156,0.0177,0.0153,0.0128
2279,24,3,0,GWA,0.0152,0.0136,0.0120,0.0102,0.0071,0.0054,0.0103,0.0085,0.0069,0.0052
2280,1,4,0,GWA,0.0103,0.0095,0.0087,0.0078,0.0060,0.0053,0.0049,0.0012,0.0007,0.0002
2281,2,4,0,GWA,0.0072,0.0068,0.0065,0.0062,0.0045,0.0049,0.0038,0.0006,0.0003,0.0000
2282,3,4,0,GWA,0.0061,0.0059,0.0058,0.0057,0.0043,0.0050,0.0048,0.0015,0.0018,0.0021
2283,4,4,0,GWA,0.0056,0.0055,0.0055,0.0055,0.0046,0.0050,0.0096,0.0055,0.0080,0.0105
2284,5,4,0,GWA,0.0050,0.0067,0.0086,0.0108,0.0091,0.0105,0.0235,0.0251,0.0323,0.0395
2285,6,4,0,GWA,0.0136,0.0164,0.0187,0.0221,0.0207,0.0252,0.0387,0.0425,0.0513,0.0604
2286,7,4,0,GWA,0.0377,0.0410,0.0445,0.0488,0.0508,0.0456,0.0548,0.0680,0.0701,0.0723
2287,8,4,0,GWA,0.0834,0.0802,0.0767,0.0737,0.0726,0.0689,0.0642,0.0757,0.0718,0.0678
2288,9,4,0,GWA,0.1325,0.1157,0.0974,0.0782,0.0774,0.0766,0.0812,0.0815,0.0836,0.0857
2289,10,4,0,GWA,0.1172,0.1058,0.0935,0.0808,0.0784,0.0814,0.0807,0.0807,0.0821,0.0835
2290,11,4,0,GWA,0.0889,0.0856,0.0820,0.0788,0.0681,0.0733,0.0824,0.0694,0.0767,0.0840
2291,12,4,0,GWA,0.0607,0.0654,0.0705,0.0769,0.0807,0.0828,0.0869,0.0846,0.0879,0.0912
2292,13,4,0,GWA,0.0471,0.0522,0.0577,0.0645,0.0694,0.0723,0.0773,0.0743,0.0784,0.0826
2293,14,4,0,GWA,0.0460,0.0523,0.0591,0.0672,0.0729,0.0729,0.0673,0.0626,0.0601,0.0576
2294,15,4,0,GWA,0.0483,0.0506,0.0531,0.0564,0.0604,0.0577,0.0464,0.0439,0.0372,0.0304
2295,16,4,0,GWA,0.0465,0.0503,0.0545,0.0597,0.0638,0.0647,0.0474,0.0465,0.0386,0.0307
2296,17,4,0,GWA,0.0285,0.0340,0.0401,0.0471,0.0532,0.0575,0.0478,0.0419,0.0394,0.0369
2297,18,4,0,GWA,0.0288,0.0341,0.0399,0.0466,0.0519,0.0564,0.0499,0.0488,0.0480,0.0471
2298,19,4,0,GWA,0.0346,0.0365,0.0387,0.0311,0.0295,0.0293,0.0277,0.0272,0.0264,0.0256
2299,20,4,0,GWA,0.0404,0.0390,0.0374,0.0361,0.0341,0.0296,0.0277,0.0341,0.0310,0.0279
2300,21,4,0,GWA,0.0357,0.0345,0.0331,0.0320,0.0309,0.0262,0.0250,0.0305,0.0277,0.0249
2301,22,4,0,GWA,0.0329,0.0320,0.0311,0.0303,0.0289,0.0256,0.0221,0.0277,0.0244,0.0211
2302,23,4,0,GWA,0.0278,0.0264,0.0249,0.0235,0.0207,0.0179,0.0156,0.0177,0.0153,0.0128
2303,24,4,0,GWA,0.0152,0.0136,0.0120,0.0102,0.0071,0.0054,0.0103,0.0085,0.0069,0.0052
2304,1,5,0,GWA,0.0022,0.0028,0.0034,0.0030,0.0048,0.0042,0.0068,0.0075,0.0085,0.0095
2305,2,5,0,GWA,0.0032,0.0035,0.0038,0.0043,0.0046,0.0050,0.0038,0.0033,0.0029,0.0025
2306,3,5,0,GWA,0.0032,0.0036,0.0040,0.0040,0.0049,0.0048,0.0063,0.0067,0.0074,0.0081
2307,4,5,0,GWA,0.0034,0.0037,0.0041,0.0035,0.0049,0.0042,0.0054,0.0054,0.0056,0.0058
2308,5,5,0,GWA,0.0024,0.0032,0.0040,0.0048,0.0058,0.0066,0.0082,0.0090,0.0102,0.0114
2309,6,5,0,GWA,0.0031,0.0041,0.0050,0.0068,0.0072,0.0087,0.0092,0.0099,0.0110,0.0120
2310,7,5,0,GWA,0.0635,0.0614,0.0593,0.0525,0.0556,0.0498,0.0643,0.0658,0.0701,0.0746
2311,8,5,0,GWA,0.0969,0.0916,0.0861,0.0841,0.0755,0.0706,0.0788,0.0819,0.0835,0.0852
2312,9,5,0,GWA,0.0893,0.0869,0.0843,0.0845,0.0862,0.0840,0.0895,0.0901,0.0918,0.0935
2313,10,5,0,GWA,0.0817,0.0821,0.0826,0.0822,0.0848,0.0874,0.0950,0.0848,0.0897,0.0948
2314,11,5,0,GWA,0.0769,0.0787,0.0806,0.0839,0.0729,0.0782,0.0823,0.0819,0.0865,0.0913
2315,12,5,0,GWA,0.0720,0.0753,0.0786,0.0855,0.0871,0.0878,0.0915,0.0903,0.0925,0.0947
2316,13,5,0,GWA,0.0711,0.0731,0.0753,0.0802,0.0702,0.0753,0.0867,0.0764,0.0845,0.0928
2317,14,5,0,GWA,0.0701,0.0710,0.0720,0.0748,0.0752,0.0758,0.0719,0.0678,0.0661,0.0644
2318,15,5,0,GWA,0.0628,0.0627,0.0625,0.0657,0.0632,0.0645,0.0580,0.0485,0.0458,0.0431
2319,16,5,0,GWA,0.0664,0.0657,0.0649,0.0689,0.0644,0.0664,0.0588,0.0482,0.0453,0.0424
2320,17,5,0,GWA,0.0431,0.0464,0.0498,0.0531,0.0581,0.0598,0.0550,0.0472,0.0456,0.0439
2321,18,5,0,GWA,0.0415,0.0426,0.0438,0.0405,0.0490,0.0525,0.0432,0.0452,0.0423,0.0394
2322,19,5,0,GWA,0.0399,0.0388,0.0377,0.0401,0.0360,0.0372,0.0299,0.0326,0.0296,0.0265
2323,20,5,0,GWA,0.0426,0.0395,0.0363,0.0286,0.0300,0.0270,0.0194,0.0339,0.0288,0.0236
2324,21,5,0,GWA,0.0249,0.0241,0.0233,0.0170,0.0219,0.0183,0.0133,0.0251,0.0210,0.0167
2325,22,5,0,GWA,0.0211,0.0207,0.0202,0.0161,0.0195,0.0167,0.0100,0.0236,0.0191,0.0144
2326,23,5,0,GWA,0.0130,0.0130,0.0130,0.0108,0.0131,0.0105,0.0094,0.0127,0.0109,0.0091
2327,24,5,0,GWA,0.0057,0.0055,0.0054,0.0051,0.0051,0.0047,0.0033,0.0022,0.0013,0.0003
2328,1,6,0,GWA,0.0211,0.0213,0.0219,0.0278,0.0220,0.0206,0.0166,0.0137,0.0110,0.0081
2329,2,6,0,GWA,0.0201,0.0203,0.0209,0.0341,0.0211,0.0195,0.0199,0.0190,0.0185,0.0179
2330,3,6,0,GWA,0.0136,0.0158,0.0183,0.0264,0.0225,0.0203,0.0131,0.0239,0.0193,0.0145
2331,4,6,0,GWA,0.0205,0.0210,0.0219,0.0312,0.0226,0.0215,0.0194,0.0176,0.0161,0.0145
2332,5,6,0,GWA,0.0219,0.0222,0.0228,0.0307,0.0232,0.0232,0.0278,0.0285,0.0311,0.0338
2333,6,6,0,GWA,0.0297,0.0287,0.0278,0.0322,0.0257,0.0221,0.0231,0.0332,0.0320,0.0313
2334,7,6,0,GWA,0.1313,0.1110,0.0922,0.0500,0.0504,0.0498,0.0470,0.0449,0.0434,0.0419
2335,8,6,0,GWA,0.0941,0.0905,0.0882,0.0592,0.0799,0.0739,0.0678,0.0610,0.0550,0.0488
2336,9,6,0,GWA,0.0731,0.0769,0.0819,0.0662,0.0886,0.1000,0.0982,0.0953,0.1009,0.1067
2337,10,6,0,GWA,0.0543,0.0652,0.0773,0.0677,0.0984,0.1165,0.1084,0.0973,0.1016,0.1060
2338,11,6,0,GWA,0.0485,0.0589,0.0678,0.0630,0.0936,0.0956,0.0980,0.0992,0.1022,0.1052
2339,12,6,0,GWA,0.0426,0.0526,0.0637,0.0570,0.0831,0.0936,0.0948,0.0950,0.1020,0.1092
2340,13,6,0,GWA,0.0560,0.0573,0.0595,0.0498,0.0615,0.0764,0.0814,0.0908,0.1018,0.1132
2341,14,6,0,GWA,0.0500,0.0468,0.0443,0.0410,0.0373,0.0330,0.0361,0.0346,0.0342,0.0338
2342,15,6,0,GWA,0.0485,0.0449,0.0290,0.0378,0.0271,0.0233,0.0348,0.0369,0.0412,0.0456
2343,16,6,0,GWA,0.0470,0.0431,0.0398,0.0447,0.0315,0.0246,0.0340,0.0377,0.0405,0.0433
2344,17,6,0,GWA,0.0520,0.0469,0.0424,0.0346,0.0315,0.0300,0.0331,0.0386,0.0397,0.0409
2345,18,6,0,GWA,0.0447,0.0424,0.0408,0.0362,0.0358,0.0257,0.0260,0.0207,0.0157,0.0105
2346,19,6,0,GWA,0.0317,0.0302,0.0290,0.0370,0.0256,0.0231,0.0303,0.0245,0.0203,0.0160
2347,20,6,0,GWA,0.0167,0.0191,0.0219,0.0356,0.0265,0.0252,0.0194,0.0283,0.0249,0.0214
2348,21,6,0,GWA,0.0193,0.0209,0.0229,0.0370,0.0258,0.0228,0.0176,0.0133,0.0091,0.0047
2349,22,6,0,GWA,0.0181,0.0193,0.0209,0.0338,0.0232,0.0220,0.0197,0.0178,0.0161,0.0143
2350,23,6,0,GWA,0.0210,0.0213,0.0219,0.0357,0.0222,0.0210,0.0167,0.0137,0.0109,0.0080
2351,24,6,0,GWA,0.0242,0.0234,0.0229,0.0313,0.0209,0.0163,0.0168,0.0145,0.0125,0.0104
2352,1,7,0,GWA,0.0351,0.0340,0.0325,0.0315,0.0278,0.0178,0.0212,0.0098,0.0014,0.0000
2353,2,7,0,GWA,0.0358,0.0346,0.0332,0.0322,0.0285,0.0305,0.0272,0.0157,0.0126,0.0080
2354,3,7,0,GWA,0.0331,0.0328,0.0323,0.0325,0.0306,0.0254,0.0231,0.0392,0.0340,0.0257
2355,4,7,0,GWA,0.0345,0.0339,0.0332,0.0333,0.0310,0.0454,0.0627,0.0999,0.1376,0.1802
2356,5,7,0,GWA,0.0481,0.0539,0.0613,0.0522,0.0791,0.0605,0.1052,0.1651,0.2006,0.2373
2357,6,7,0,GWA,0.0618,0.0740,0.0894,0.1064,0.1376,0.1333,0.1630,0.2423,0.2805,0.3161
2358,7,7,0,GWA,0.0391,0.0384,0.0375,0.0373,0.0345,0.0390,0.0395,0.0335,0.0376,0.0412
2359,8,7,0,GWA,0.0375,0.0370,0.0364,0.0366,0.0344,0.0418,0.0381,0.0350,0.0383,0.0408
2360,9,7,0,GWA,0.0332,0.0341,0.0353,0.0380,0.0390,0.0417,0.0365,0.0222,0.0175,0.0106
2361,10,7,0,GWA,0.0302,0.0318,0.0339,0.0378,0.0404,0.0432,0.0364,0.0230,0.0169,0.0081
2362,11,7,0,GWA,0.0482,0.0458,0.0428,0.0398,0.0329,0.0385,0.0377,0.0344,0.0387,0.0425
2363,12,7,0,GWA,0.0622,0.0589,0.0547,0.0506,0.0413,0.0406,0.0345,0.0306,0.0230,0.0121
2364,13,7,0,GWA,0.0640,0.0593,0.0531,0.0463,0.0336,0.0366,0.0350,0.0332,0.0343,0.0341
2365,14,7,0,GWA,0.0710,0.0652,0.0577,0.0491,0.0338,0.0393,0.0286,0.0190,0.0122,0.0029
2366,15,7,0,GWA,0.0421,0.0414,0.0403,0.0401,0.0370,0.0366,0.0301,0.0164,0.0073,0.0000
2367,16,7,0,GWA,0.0370,0.0372,0.0374,0.0376,0.0470,0.0342,0.0367,0.0214,0.0086,0.0000
2368,17,7,0,GWA,0.0319,0.0330,0.0345,0.0375,0.0390,0.0386,0.0297,0.0166,0.0052,0.0000
2369,18,7,0,GWA,0.0333,0.0343,0.0355,0.0382,0.0393,0.0470,0.0314,0.0308,0.0227,0.0111
2370,19,7,0,GWA,0.0334,0.0344,0.0357,0.0385,0.0397,0.0372,0.0324,0.0201,0.0108,0.0000
2371,20,7,0,GWA,0.0398,0.0391,0.0382,0.0381,0.0353,0.0368,0.0378,0.0190,0.0186,0.0172
2372,21,7,0,GWA,0.0287,0.0307,0.0334,0.0379,0.0416,0.0414,0.0293,0.0192,0.0052,0.0000
2373,22,7,0,GWA,0.0450,0.0429,0.0404,0.0380,0.0321,0.0334,0.0287,0.0192,0.0144,0.0074
2374,23,7,0,GWA,0.0342,0.0342,0.0343,0.0354,0.0345,0.0291,0.0281,0.0194,0.0117,0.0011
2375,24,7,0,GWA,0.0408,0.0391,0.0370,0.0351,0.0300,0.0321,0.0271,0.0150,0.0103,0.0036
2376,1,1,0,GHD,0.0329,0.0339,0.0329,0.0318,0.0312,0.0309,0.0301,0.0307,0.0309,0.0308
2377,2,1,0,GHD,0.0344,0.0342,0.0335,0.0325,0.0321,0.0320,0.0322,0.0304,0.0312,0.0318
2378,3,1,0,GHD,0.0373,0.0370,0.0360,0.0345,0.0349,0.0351,0.0356,0.0337,0.0320,0.0325
2379,4,1,0,GHD,0.0374,0.0372,0.0370,0.0366,0.0381,0.0403,0.0417,0.0420,0.0420,0.0433
2380,5,1,0,GHD,0.0440,0.0436,0.0446,0.0451,0.0462,0.0465,0.0513,0.0543,0.0657,0.0702
2381,6,1,0,GHD,0.0546,0.0517,0.0521,0.0519,0.0528,0.0537,0.0630,0.0686,0.0741,0.0773
2382,7,1,0,GHD,0.0528,0.0531,0.0531,0.0546,0.0544,0.0569,0.0649,0.0720,0.0752,0.0773
2383,8,1,0,GHD,0.0533,0.0524,0.0518,0.0538,0.0532,0.0555,0.0577,0.0572,0.0538,0.0546
2384,9,1,0,GHD,0.0494,0.0491,0.0491,0.0519,0.0510,0.0519,0.0538,0.0524,0.0505,0.0505
2385,10,1,0,GHD,0.0462,0.0461,0.0464,0.0488,0.0487,0.0487,0.0488,0.0491,0.0498,0.0494
2386,11,1,0,GHD,0.0452,0.0450,0.0455,0.0463,0.0459,0.0447,0.0448,0.0444,0.0461,0.0461
2387,12,1,0,GHD,0.0431,0.0428,0.0433,0.0448,0.0434,0.0433,0.0414,0.0436,0.0441,0.0438
2388,13,1,0,GHD,0.0426,0.0420,0.0421,0.0435,0.0427,0.0410,0.0390,0.0381,0.0362,0.0352
2389,14,1,0,GHD,0.0430,0.0417,0.0416,0.0421,0.0420,0.0403,0.0371,0.0373,0.0347,0.0329
2390,15,1,0,GHD,0.0434,0.0423,0.0421,0.0415,0.0422,0.0399,0.0374,0.0340,0.0334,0.0323
2391,16,1,0,GHD,0.0431,0.0418,0.0416,0.0414,0.0423,0.0411,0.0355,0.0326,0.0306,0.0292
2392,17,1,0,GHD,0.0427,0.0420,0.0426,0.0426,0.0431,0.0413,0.0366,0.0340,0.0319,0.0304
2393,18,1,0,GHD,0.0397,0.0408,0.0417,0.0424,0.0427,0.0423,0.0376,0.0355,0.0325,0.0316
2394,19,1,0,GHD,0.0382,0.0402,0.0412,0.0417,0.0418,0.0421,0.0407,0.0389,0.0381,0.0372
2395,20,1,0,GHD,0.0372,0.0392,0.0392,0.0393,0.0399,0.0417,0.0409,0.0414,0.0413,0.0402
2396,21,1,0,GHD,0.0366,0.0391,0.0383,0.0374,0.0380,0.0390,0.0400,0.0393,0.0373,0.0367
2397,22,1,0,GHD,0.0367,0.0373,0.0381,0.0342,0.0333,0.0337,0.0351,0.0356,0.0359,0.0355
2398,23,1,0,GHD,0.0348,0.0346,0.0339,0.0310,0.0302,0.0295,0.0280,0.0285,0.0278,0.0267
2399,24,1,0,GHD,0.0316,0.0329,0.0323,0.0304,0.0300,0.0284,0.0269,0.0264,0.0252,0.0245
2400,1,2,0,GHD,0.0336,0.0344,0.0331,0.0317,0.0317,0.0303,0.0296,0.0294,0.0294,0.0293
2401,2,2,0,GHD,0.0351,0.0346,0.0336,0.0324,0.0326,0.0315,0.0317,0.0298,0.0302,0.0305
2402,3,2,0,GHD,0.0374,0.0372,0.0361,0.0345,0.0349,0.0345,0.0344,0.0332,0.0311,0.0312
2403,4,2,0,GHD,0.0378,0.0372,0.0368,0.0361,0.0381,0.0397,0.0412,0.0416,0.0415,0.0428
2404,5,2,0,GHD,0.0443,0.0437,0.0445,0.0450,0.0460,0.0463,0.0511,0.0531,0.0645,0.0691
2405,6,2,0,GHD,0.0552,0.0522,0.0526,0.0522,0.0528,0.0543,0.0638,0.0691,0.0748,0.0781
2406,7,2,0,GHD,0.0529,0.0533,0.0534,0.0547,0.0553,0.0575,0.0656,0.0723,0.0752,0.0776
2407,8,2,0,GHD,0.0538,0.0530,0.0529,0.0555,0.0541,0.0581,0.0604,0.0602,0.0575,0.0584
2408,9,2,0,GHD,0.0493,0.0491,0.0491,0.0518,0.0517,0.0531,0.0557,0.0550,0.0537,0.0543
2409,10,2,0,GHD,0.0464,0.0464,0.0466,0.0488,0.0490,0.0493,0.0503,0.0518,0.0530,0.0532
2410,11,2,0,GHD,0.0452,0.0450,0.0454,0.0470,0.0461,0.0460,0.0462,0.0463,0.0491,0.0494
2411,12,2,0,GHD,0.0427,0.0426,0.0433,0.0449,0.0440,0.0438,0.0425,0.0459,0.0465,0.0468
2412,13,2,0,GHD,0.0418,0.0416,0.0417,0.0432,0.0428,0.0422,0.0402,0.0397,0.0380,0.0374
2413,14,2,0,GHD,0.0422,0.0414,0.0417,0.0426,0.0421,0.0416,0.0376,0.0371,0.0347,0.0331
2414,15,2,0,GHD,0.0430,0.0423,0.0427,0.0427,0.0424,0.0409,0.0368,0.0343,0.0332,0.0318
2415,16,2,0,GHD,0.0426,0.0416,0.0417,0.0420,0.0428,0.0408,0.0359,0.0322,0.0295,0.0275
2416,17,2,0,GHD,0.0427,0.0418,0.0423,0.0425,0.0423,0.0415,0.0359,0.0333,0.0309,0.0293
2417,18,2,0,GHD,0.0395,0.0405,0.0409,0.0415,0.0413,0.0406,0.0367,0.0347,0.0317,0.0309
2418,19,2,0,GHD,0.0382,0.0401,0.0411,0.0411,0.0404,0.0407,0.0395,0.0379,0.0371,0.0360
2419,20,2,0,GHD,0.0373,0.0392,0.0395,0.0393,0.0399,0.0404,0.0390,0.0395,0.0390,0.0375
2420,21,2,0,GHD,0.0360,0.0385,0.0377,0.0364,0.0373,0.0379,0.0385,0.0378,0.0353,0.0344
2421,22,2,0,GHD,0.0360,0.0364,0.0370,0.0330,0.0327,0.0321,0.0337,0.0343,0.0341,0.0334
2422,23,2,0,GHD,0.0347,0.0345,0.0337,0.0306,0.0298,0.0286,0.0267,0.0270,0.0262,0.0250
2423,24,2,0,GHD,0.0324,0.0334,0.0325,0.0304,0.0300,0.0284,0.0269,0.0245,0.0236,0.0233
2424,1,3,0,GHD,0.0336,0.0344,0.0331,0.0317,0.0317,0.0303,0.0296,0.0294,0.0294,0.0293
2425,2,3,0,GHD,0.0351,0.0346,0.0336,0.0324,0.0326,0.0315,0.0317,0.0298,0.0302,0.0305
2426,3,3,0,GHD,0.0374,0.0372,0.0361,0.0345,0.0349,0.0345,0.0344,0.0332,0.0311,0.0312
2427,4,3,0,GHD,0.0378,0.0372,0.0368,0.0361,0.0381,0.0397,0.0412,0.0416,0.0415,0.0428
2428,5,3,0,GHD,0.0443,0.0437,0.0445,0.0450,0.0460,0.0463,0.0511,0.0531,0.0645,0.0691
2429,6,3,0,GHD,0.0552,0.0522,0.0526,0.0522,0.0528,0.0543,0.0638,0.0691,0.0748,0.0781
2430,7,3,0,GHD,0.0529,0.0533,0.0534,0.0547,0.0553,0.0575,0.0656,0.0723,0.0752,0.0776
2431,8,3,0,GHD,0.0538,0.0530,0.0529,0.0555,0.0541,0.0581,0.0604,0.0602,0.0575,0.0584
2432,9,3,0,GHD,0.0493,0.0491,0.0491,0.0518,0.0517,0.0531,0.0557,0.0550,0.0537,0.0543
2433,10,3,0,GHD,0.0464,0.0464,0.0466,0.0488,0.0490,0.0493,0.0503,0.0518,0.0530,0.0532
2434,11,3,0,GHD,0.0452,0.0450,0.0454,0.0470,0.0461,0.0460,0.0462,0.0463,0.0491,0.0494
2435,12,3,0,GHD,0.0427,0.0426,0.0433,0.0449,0.0440,0.0438,0.0425,0.0459,0.0465,0.0468
2436,13,3,0,GHD,0.0418,0.0416,0.0417,0.0432,0.0428,0.0422,0.0402,0.0397,0.0380,0.0374
2437,14,3,0,GHD,0.0422,0.0414,0.0417,0.0426,0.0421,0.0416,0.0376,0.0371,0.0347,0.0331
2438,15,3,0,GHD,0.0430,0.0423,0.0427,0.0427,0.0424,0.0409,0.0368,0.0343,0.0332,0.0318
2439,16,3,0,GHD,0.0426,0.0416,0.0417,0.0420,0.0428,0.0408,0.0359,0.0322,0.0295,0.0275
2440,17,3,0,GHD,0.0427,0.0418,0.0423,0.0425,0.0423,0.0415,0.0359,0.0333,0.0309,0.0293
2441,18,3,0,GHD,0.0395,0.0405,0.0409,0.0415,0.0413,0.0406,0.0367,0.0347,0.0317,0.0309
2442,19,3,0,GHD,0.0382,0.0401,0.0411,0.0411,0.0404,0.0407,0.0395,0.0379,0.0371,0.0360
2443,20,3,0,GHD,0.0373,0.0392,0.0395,0.0393,0.0399,0.0404,0.0390,0.0395,0.0390,0.0375
2444,21,3,0,GHD,0.0360,0.0385,0.0377,0.0364,0.0373,0.0379,0.0385,0.0378,0.0353,0.0344
2445,22,3,0,GHD,0.0360,0.0364,0.0370,0.0330,0.0327,0.0321,0.0337,0.0343,0.0341,0.0334
2446,23,3,0,GHD,0.0347,0.0345,0.0337,0.0306,0.0298,0.0286,0.0267,0.0270,0.0262,0.0250
2447,24,3,0,GHD,0.0324,0.0334,0.0325,0.0304,0.0300,0.0284,0.0269,0.0245,0.0236,0.0233
2448,1,4,0,GHD,0.0336,0.0344,0.0331,0.0317,0.0317,0.0303,0.0296,0.0294,0.0294,0.0293
2449,2,4,0,GHD,0.0351,0.0346,0.0336,0.0324,0.0326,0.0315,0.0317,0.0298,0.0302,0.0305
2450,3,4,0,GHD,0.0374,0.0372,0.0361,0.0345,0.0349,0.0345,0.0344,0.0332,0.0311,0.0312
2451,4,4,0,GHD,0.0378,0.0372,0.0368,0.0361,0.0381,0.0397,0.0412,0.0416,0.0415,0.0428
2452,5,4,0,GHD,0.0443,0.0437,0.0445,0.0450,0.0460,0.0463,0.0511,0.0531,0.0645,0.0691
2453,6,4,0,GHD,0.0552,0.0522,0.0526,0.0522,0.0528,0.0543,0.0638,0.0691,0.0748,0.0781
2454,7,4,0,GHD,0.0529,0.0533,0.0534,0.0547,0.0553,0.0575,0.0656,0.0723,0.0752,0.0776
2455,8,4,0,GHD,0.0538,0.0530,0.0529,0.0555,0.0541,0.0581,0.0604,0.0602,0.0575,0.0584
2456,9,4,0,GHD,0.0493,0.0491,0.0491,0.0518,0.0517,0.0531,0.0557,0.0550,0.0537,0.0543
2457,10,4,0,GHD,0.0464,0.0464,0.0466,0.0488,0.0490,0.0493,0.0503,0.0518,0.0530,0.0532
2458,11,4,0,GHD,0.0452,0.0450,0.0454,0.0470,0.0461,0.0460,0.0462,0.0463,0.0491,0.0494
