class,Sink,Source,Source,LinearTransformer,LinearTransformer
label,demand1,solar1,wind1,chp1,chp1
source,bus_el1,solar1,wind1,chp1,chp1
target,demand1,bus_el1,bus_el1,bus_el1,bus_th1
attribute,actual_value,actual_value,actual_value,max,max
,0.6770985847,0.0261575783,0.4772792775,0.97,0.99
,0.7051000488,0.0871216116,0.4479777116,0.97,0.99
,0.7061981454,0.1545195654,0.4020559132,0.97,0.99
,0.7130917521,0.2248707942,0.3749639735,0.97,0.99
,0.7168740849,0.2875224132,0.3484484581,0.97,0.99
,0.7064421669,0.2958548676,0.3399942358,0.97,0.99
,0.7234016593,0.2684316,0.3456624075,0.97,0.99
,0.7331015129,0.2106317899,0.3408588721,0.97,0.99
,0.7417642753,0.1393312942,0.3648765491,0.97,0.99
,0.7565885798,0.0793165278,0.3747718321,0.97,0.99
,0.7800756467,0.0292163274,0.3838985493,0.97,0.99
,0.826988775,0.002953275,0.358343741,0.97,0.99
,0.8373596877,0,0.3422999328,0.97,0.99
,0.7636041972,0,0.3325007205,0.97,0.99
,0.7064421669,0,0.3063694879,0.97,0.99
,0.6881405564,0,0.2672687098,0.97,0.99
,0.6294533919,0,0.2437313863,0.97,0.99
,0.5931551977,0,0.2173119416,0.97,0.99
,0.5536847243,0,0.197425305,0.97,0.99
,0.5261102977,0,0.1836871938,0.97,0.99
,0.5290385554,0,0.1725429916,0.97,0.99
,0.5384943875,0,0.1767701028,0.97,0.99
,0.5917520742,0,0.1702372946,0.97,0.99
,0.6795387994,0.0006328446,0.1835911231,0.97,0.99
,0.7764153245,0.0206729248,0.1882025171,0.97,0.99
,0.8020375793,0.0797384242,0.169468729,0.97,0.99
,0.7695827233,0.1607425377,0.1878182342,0.97,0.99
,0.7478038067,0.2322539816,0.2136612547,0.97,0.99
,0.7200463641,0.3113595612,0.2385435681,0.97,0.99
,0.6700219619,0.3722181205,0.2414256893,0.97,0.99
,0.6428135676,0.4202088387,0.2275915073,0.97,0.99
,0.640556369,0.407551946,0.2235565376,0.97,0.99
,0.6605661298,0.3246492986,0.2211547699,0.97,0.99
,0.6775256223,0.2092606265,0.2218272649,0.97,0.99
,0.7438994632,0.0833245438,0.2249975982,0.97,0.99
,0.8181429966,0.0062229723,0.2143337496,0.97,0.99
,0.8452293802,0,0.2149101739,0.97,0.99
,0.7607369449,0,0.2096262849,0.97,0.99
,0.7023548072,0,0.2063598809,0.97,0.99
,0.6816129819,0,0.1788836584,0.97,0.99
,0.6327476818,0,0.1515995773,0.97,0.99
,0.5927281601,0,0.1283504659,0.97,0.99
,0.5617374329,0,0.1148044961,0.97,0.99
,0.5373962909,0,0.1088481122,0.97,0.99
,0.5314177648,0,0.1112498799,0.97,0.99
,0.5421547096,0,0.1160534153,0.97,0.99
,0.6055392875,0,0.1108655971,0.97,0.99
,0.6866764275,0.0070667651,0.1070227688,0.97,0.99
,0.7422523182,0.084484759,0.1058699203,0.97,0.99
,0.7346266471,0.2199135112,0.1146123547,0.97,0.99
,0.6818570034,0.3625145027,0.1309443751,0.97,0.99
,0.6670937042,0.4635586963,0.145451052,0.97,0.99
,0.6754514397,0.5112329923,0.1508310116,0.97,0.99
,0.646351879,0.5044826495,0.1596695168,0.97,0.99
,0.6415934602,0.4451007278,0.1622634259,0.97,0.99
,0.6495851635,0.3662060964,0.1851282544,0.97,0.99
,0.684602245,0.2707520304,0.2104909213,0.97,0.99
,0.7302342606,0.1412298281,0.1980978,0.97,0.99
,0.8000244021,0.0480961924,0.1624555673,0.97,0.99
,0.8551732552,0.0048518089,0.1526563551,0.97,0.99
,0.8787213275,0,0.1478528197,0.97,0.99
,0.7967301122,0,0.1419925065,0.97,0.99
,0.7404831625,0,0.1327697185,0.97,0.99
,0.7132747682,0,0.1210490921,0.97,0.99
,0.6623962909,0,0.1085599001,0.97,0.99
,0.6130429478,0,0.1027956576,0.97,0.99
,0.5731454368,0,0.0935728696,0.97,0.99
,0.5500244021,0,0.0968392737,0.97,0.99
,0.5476451928,0,0.0912671726,0.97,0.99
,0.567715959,0,0.094437506,0.97,0.99
,0.6298804295,0,0.1022192334,0.97,0.99
,0.7283430942,0.0014766375,0.0862714958,0.97,0.99
,0.8288799414,0.0285834828,0.0684023441,0.97,0.99
,0.8509028795,0.1037865204,0.0584109905,0.97,0.99
,0.8157637872,0.2122139015,0.0550485157,0.97,0.99
,0.8050268424,0.3020778399,0.0440003843,0.97,0.99
,0.8360175695,0.3074570193,0.0384282832,0.97,0.99
,0.8294899951,0.2936399114,0.0289172831,0.97,0.99
,0.8166178624,0.2822487079,0.0252665962,0.97,0.99
,0.8183870181,0.2488134163,0.0313190508,0.97,0.99
,0.8166788677,0.1972365784,0.0488039197,0.97,0.99
,0.818875061,0.1301550469,0.0507253338,0.97,0.99
,0.8509638848,0.0534753718,0.0541838793,0.97,0.99
,0.8995241581,0.0056956017,0.0488039197,0.97,0.99
,0.9191068814,0,0.0506292631,0.97,0.99
,0.8561493411,0,0.0570660006,0.97,0.99
,0.7886163982,0,0.0770487078,0.97,0.99
,0.7658613958,0,0.0981842636,0.97,0.99
,0.6862493899,0,0.1048131425,0.97,0.99
,0.6371400683,0,0.1113459506,0.97,0.99
,0.5931551977,0,0.1132673648,0.97,0.99
,0.555636896,0,0.1277740417,0.97,0.99
,0.5471571498,0,0.1498703045,0.97,0.99
,0.5488653001,0,0.1616870016,0.97,0.99
,0.5904099561,0,0.1766740321,0.97,0.99
,0.6457418253,0.0037970678,0.195119608,0.97,0.99
,0.6967423133,0.0611749815,0.2259583053,0.97,0.99
,0.674841386,0.1966037338,0.2605437602,0.97,0.99
,0.5900439239,0.400590655,0.2855221443,0.97,0.99
,0.5431918009,0.5949794325,0.3159765587,0.97,0.99
,0.5296486091,0.6649087649,0.3419156499,0.97,0.99
,0.5160444119,0.6836831558,0.3641079835,0.97,0.99
,0.4813323572,0.6750342791,0.4185800749,0.97,0.99
,0.4437530503,0.6269380867,0.4881352676,0.97,0.99
,0.4450951684,0.5177723869,0.5584590258,0.97,0.99
,0.4965836994,0.3262314102,0.5693150159,0.97,0.99
,0.57284041,0.121295222,0.585070612,0.97,0.99
,0.6273792094,0.0105474106,0.6223460467,0.97,0.99
,0.645863836,0,0.6674992795,0.97,0.99
,0.5848584675,0,0.753866846,0.97,0.99
,0.5465470961,0,0.8105485637,0.97,0.99
,0.5474621767,0,0.8121817658,0.97,0.99
,0.5093338214,0,0.8004611394,0.97,0.99
,0.4730356271,0,0.7823037756,0.97,0.99
,0.4328330893,0,0.765395331,0.97,0.99
,0.4056857003,0,0.7766356038,0.97,0.99
,0.3915934602,0,0.7691420886,0.97,0.99
,0.3857369449,0,0.7448361994,0.97,0.99
,0.3884821864,0,0.7505043712,0.97,0.99
,0.3856149341,0.0050627571,0.7582860986,0.97,0.99
,0.4045265983,0.0620187744,0.7749063311,0.97,0.99
,0.4157515861,0.1750870161,0.8262080892,0.97,0.99
,0.4144704734,0.3195865415,0.8759727159,0.97,0.99
,0.3969619327,0.4785360194,0.8928811605,0.97,0.99
,0.3735968765,0.5923425799,0.8889422615,0.97,0.99
,0.3526110298,0.6350595929,0.8634835239,0.97,0.99
,0.3428501708,0.6138592975,0.8581035642,0.97,0.99
,0.3441312836,0.5275814787,0.8469593621,0.97,0.99
,0.3656661786,0.3885666069,0.8463829378,0.97,0.99
,0.4106881406,0.2277185951,0.8533000288,0.97,0.99
,0.4810883358,0.0811095876,0.8429243924,0.97,0.99
,0.5310517326,0.0085434026,0.8408108368,0.97,0.99
,0.544045876,0,0.8388894226,0.97,0.99
,0.494875549,0,0.8602171198,0.97,0.99
,0.4598584675,0,0.8679988472,0.97,0.99
,0.4790141532,0,0.8224613315,0.97,0.99
,0.446193265,0,0.7672206744,0.97,0.99
,0.4134943875,0,0.7296570276,0.97,0.99
,0.3897632992,0,0.7064079162,0.97,0.99
,0.3698145437,0,0.6743202997,0.97,0.99
,0.350170815,0,0.6367566529,0.97,0.99
,0.3435822352,0,0.6150446729,0.97,0.99
,0.3438872621,0,0.5973676626,0.97,0.99
,0.3218643241,0.0058010758,0.5901623595,0.97,0.99
,0.3210712543,0.0813205358,0.5855509655,0.97,0.99
,0.325158614,0.2242379496,0.6340666731,0.97,0.99
,0.3160078087,0.3920472524,0.7052550677,0.97,0.99
,0.3003904344,0.546672292,0.7465654722,0.97,0.99
,0.2926427526,0.679886088,0.7671246037,0.97,0.99
,0.2639702294,0.7458074043,0.753194351,0.97,0.99
,0.2445095168,0.7083640966,0.7280238255,0.97,0.99
,0.2462176672,0.6241957599,0.716014987,0.97,0.99
,0.2739141044,0.4721020989,0.8300509175,0.97,0.99
,0.3234504636,0.2824596562,0.8430204631,0.97,0.99
,0.4004392387,0.1071616918,0.8377365741,0.97,0.99
,0.4739507077,0.0126568927,0.7805745028,0.97,0.99
,0.5256832601,0,0.7463733308,0.97,0.99
,0.4934114202,0,0.7618407148,0.97,0.99
,0.4653489507,0,0.7303295225,0.97,0.99
,0.4953025866,0,0.7007397445,0.97,0.99
,0.4701073694,0,0.6790277644,0.97,0.99
,0.4447291362,0,0.6437698146,0.97,0.99
,0.4213030747,0,0.6196560669,0.97,0.99
,0.4022693997,0,0.6070708041,0.97,0.99
,0.3896412884,0,0.6016908445,0.97,0.99
,0.4020253782,0,0.6071668748,0.97,0.99
,0.461749634,0,0.6210971275,0.97,0.99
,0.5206198145,0.0046408607,0.617638582,0.97,0.99
,0.6026110298,0.0601202405,0.6388702085,0.97,0.99
,0.6151781357,0.1740322751,0.743010856,0.97,0.99
,0.5928501708,0.302183314,0.8171774426,0.97,0.99
,0.5736334797,0.4169391414,0.8125660486,0.97,0.99
,0.5572230356,0.4789579158,0.8012297051,0.97,0.99
,0.5502074183,0.4849699399,0.8079546546,0.97,0.99
,0.5611273792,0.4381394368,0.8045921798,0.97,0.99
,0.5370302587,0.3796013079,0.8264002306,0.97,0.99
,0.5425817472,0.2906866364,0.8270727255,0.97,0.99
,0.5668618838,0.178884084,0.8190027861,0.97,0.99
,0.60181796,0.0742537707,0.8080507253,0.97,0.99
,0.6448877501,0.0106528847,0.7383033913,0.97,0.99
,0.6838091752,0,0.6763377846,0.97,0.99
,0.6353099073,0,0.633105966,0.97,0.99
,0.5912030259,0,0.6170621577,0.97,0.99
,0.5954123963,0,0.5664328946,0.97,0.99
,0.5592362128,0,0.5030262273,0.97,0.99
,0.5342850171,0,0.4444230954,0.97,0.99
,0.5004270376,0,0.4091651455,0.97,0.99
,0.4719375305,0,0.3821692766,0.97,0.99
,0.471693509,0,0.3764050341,0.97,0.99
,0.4815153734,0,0.3625708521,0.97,0.99
,0.5320888238,0,0.3408588721,0.97,0.99
,0.5923011225,0.0058010758,0.3329810741,0.97,0.99
,0.6470839434,0.065604894,0.2956095686,0.97,0.99
,0.6510492923,0.1782512393,0.3217408012,0.97,0.99
,0.6170693021,0.2964877123,0.4307810549,0.97,0.99
,0.6004758419,0.3862461766,0.5723892785,0.97,0.99
,0.5886408004,0.4402489189,0.5830531271,0.97,0.99
,0.5700951684,0.4614492142,0.599865501,0.97,0.99
,0.5681429966,0.4386668073,0.6299356326,0.97,0.99
,0.57284041,0.3748549731,0.6374291479,0.97,0.99
,0.590897999,0.2784516401,0.6361802286,0.97,0.99
,0.6037701318,0.1745596456,0.6175425113,0.97,0.99
,0.6478770132,0.0769960975,0.5624939956,0.97,0.99
,0.696681308,0.0127623668,0.4542223076,0.97,0.99
,0.7668374817,0,0.3758286099,0.97,0.99
,0.7150439239,0,0.3453741954,0.97,0.99
,0.671852123,0,0.3029109425,0.97,0.99
,0.6670326989,0,0.2772600634,0.97,0.99
,0.6268911664,0,0.2559323662,0.97,0.99
,0.5940092728,0,0.2374867903,0.97,0.99
,0.5531966813,0,0.2177922951,0.97,0.99
,0.5286115178,0,0.2209626285,0.97,0.99
,0.5272083943,0,0.2203862042,0.97,0.99
,0.5335529527,0,0.2213469113,0.97,0.99
,0.5837603709,0,0.2173119416,0.97,0.99
,0.6178013665,0.0072777133,0.2190412143,0.97,0.99
,0.6886285993,0.0750975635,0.211259487,0.97,0.99
,0.6832601269,0.2056745069,0.2167355173,0.97,0.99
,0.6105417277,0.3571353233,0.2814871746,0.97,0.99
,0.5743045388,0.4815947685,0.4127197617,0.97,0.99
,0.5588701806,0.5592237106,0.4718993179,0.97,0.99
,0.5403245486,0.5877017192,0.4669036411,0.97,0.99
,0.5433138116,0.5748338783,0.4672879239,0.97,0.99
,0.551000488,0.5097563548,0.5017773081,0.97,0.99
,0.5674109322,0.3898322962,0.5243539245,0.97,0.99
,0.5915080527,0.2465984601,0.5552886925,0.97,0.99
,0.6372010737,0.1094821221,0.5328081468,0.97,0.99
,0.7071742313,0.0181415463,0.4395234893,0.97,0.99
,0.7699487555,0,0.3655490441,0.97,0.99
,0.7266959492,0,0.3304832357,0.97,0.99
,0.6780136652,0,0.3055048516,0.97,0.99
,0.6760614934,0,0.2672687098,0.97,0.99
,0.6322596388,0,0.2402728408,0.97,0.99
,0.5984016593,0,0.2265347296,0.97,0.99
,0.5616154222,0,0.2179844365,0.97,0.99
,0.5361761835,0,0.2030934768,0.97,0.99
,0.5361761835,0,0.2000192141,0.97,0.99
,0.5436798438,0,0.1933903353,0.97,0.99
,0.5907149829,0,0.1869535978,0.97,0.99
,0.6327476818,0.0130787892,0.1771543856,0.97,0.99
,0.7000366032,0.0965088071,0.1610145067,0.97,0.99
,0.6996095656,0.2201244594,0.1656259007,0.97,0.99
,0.6756954612,0.3454276975,0.1808050725,0.97,0.99
,0.6414104441,0.463242274,0.2147180325,0.97,0.99
,0.6229258175,0.5492036705,0.2437313863,0.97,0.99
,0.5984626647,0.5704039658,0.2249975982,0.97,0.99
,0.6014519278,0.5077523468,0.2216351235,0.97,0.99
,0.6386041972,0.4092395317,0.2220194063,0.97,0.99
,0.6826500732,0.2553528109,0.2218272649,0.97,0.99
,0.7197413372,0.1362725451,0.2151023153,0.97,0.99
,0.7631771596,0.0553739057,0.1885867999,0.97,0.99
,0.8157027818,0.0071722392,0.1662023249,0.97,0.99
,0.8340043924,0,0.14247286,0.97,0.99
,0.7611029771,0,0.1336343549,0.97,0.99
,0.7121156662,0,0.1260447689,0.97,0.99
,0.7066861884,0,0.1225862235,0.97,0.99
,0.6473279649,0,0.1072149102,0.97,0.99
,0.5988286969,0,0.0962628495,0.97,0.99
,0.5474621767,0,0.0912671726,0.97,0.99
,0.5095778429,0,0.0879046979,0.97,0.99
,0.4952415813,0,0.084254011,0.97,0.99
,0.4850536847,0,0.0831972332,0.97,0.99
,0.4700463641,0,0.0772408493,0.97,0.99
,0.430636896,0.0025313785,0.0708041118,0.97,0.99
,0.4635187897,0.026790423,0.0644634451,0.97,0.99
,0.4954245974,0.0920788946,0.0534153137,0.97,0.99
,0.5035993167,0.1927011919,0.0504371217,0.97,0.99
,0.4870668619,0.3062968041,0.0504371217,0.97,0.99
,0.5028062469,0.379706782,0.0441925257,0.97,0.99
,0.4923133236,0.408501213,0.0408300509,0.97,0.99
,0.4659590044,0.3960552684,0.0402536267,0.97,0.99
,0.4474133724,0.3544984706,0.0438082429,0.97,0.99
,0.4544289898,0.2800337517,0.0450571621,0.97,0.99
,0.4969497316,0.1718173188,0.0405418388,0.97,0.99
,0.5606393363,0.0657103681,0.0380440004,0.97,0.99
,0.6441556857,0.0088598249,0.0303583437,0.97,0.99
,0.6908247926,0,0.0296858488,0.97,0.99
,0.6455588092,0,0.0268037275,0.97,0.99
,0.6132259639,0,0.0232491113,0.97,0.99
,0.6227428014,0,0.0195984244,0.97,0.99
,0.5782088824,0,0.0171966567,0.97,0.99
,0.5516715471,0,0.0151791719,0.97,0.99
,0.5184846266,0,0.0153713133,0.97,0.99
,0.4845046364,0,0.0149870305,0.97,0.99
,0.4667520742,0,0.0158516668,0.97,0.99
,0.4696803319,0,0.0132577577,0.97,0.99
,0.481454368,0,0.0153713133,0.97,0.99
,0.4683382138,0.0083324544,0.0199827073,0.97,0.99
,0.4914592484,0.0610695074,0.020078778,0.97,0.99
,0.5032332845,0.1603206413,0.0196944951,0.97,0.99
,0.4912152269,0.2828815526,0.0178691517,0.97,0.99
,0.4819424109,0.3673663116,0.0244019598,0.97,0.99
,0.4985358712,0.3830819534,0.0335286771,0.97,0.99
,0.4970107369,0.3698976901,0.0410221923,0.97,0.99
,0.4887140068,0.3381499842,0.0422711115,0.97,0.99
,0.5032942899,0.277291425,0.0432318186,0.97,0.99
,0.5261713031,0.2033540766,0.0427514651,0.97,0.99
,0.5617374329,0.1228773336,0.0495724853,0.97,0.99
,0.605966325,0.0513658897,0.0570660006,0.97,0.99
,0.6609931674,0.0092817213,0.0539917379,0.97,0.99
,0.6943020986,0,0.0555288692,0.97,0.99
,0.6339067838,0,0.0562013642,0.97,0.99
,0.6074914592,0,0.0518781823,0.97,0.99
,0.6120058565,0,0.0461139399,0.97,0.99
,0.5681429966,0,0.0418868287,0.97,0.99
,0.5287335286,0,0.0441925257,0.97,0.99
,0.4808443143,0,0.0464982227,0.97,0.99
,0.4575402635,0,0.046402152,0.97,0.99
,0.447352367,0,0.0446728792,0.97,0.99
,0.4383845778,0,0.0475550005,0.97,0.99
,0.4143484627,0,0.0493803439,0.97,0.99
,0.4249633968,0.0070667651,0.0574502834,0.97,0.99
,0.4598584675,0.0523151566,0.0567777885,0.97,0.99
,0.4715714983,0.1449214218,0.05562494,0.97,0.99
,0.4516227428,0.2649509545,0.0515899702,0.97,0.99
,0.4510126891,0.3398375699,0.0589874147,0.97,0.99
,0.4238653001,0.3647294589,0.0653280815,0.97,0.99
,0.3952537823,0.3404704145,0.068786627,0.97,0.99
,0.3882991703,0.3003902542,0.0741665866,0.97,0.99
,0.3869570522,0.2710684527,0.0838697281,0.97,0.99
,0.3964128843,0.2172766586,0.0859832837,0.97,0.99
,0.4514397267,0.1523046092,0.0966471323,0.97,0.99
,0.510919961,0.0731990296,0.0793544048,0.97,0.99
,0.5564909712,0.0140280561,0.071092324,0.97,0.99
,0.587908736,0.0002109482,0.0707080411,0.97,0.99
,0.5852855051,0,0.0685944855,0.97,0.99
,0.6028550512,0,0.0597559804,0.97,0.99
,0.5713152757,0,0.0605245461,0.97,0.99
,0.5241581259,0,0.0591795562,0.97,0.99
,0.4823084431,0,0.0541838793,0.97,0.99
,0.4563201562,0,0.0473628591,0.97,0.99
,0.4397266959,0,0.0489960611,0.97,0.99
,0.4481454368,0,0.0593716976,0.97,0.99
,0.4444851147,0,0.0650398693,0.97,0.99
,0.423011225,0,0.0698434047,0.97,0.99
,0.4175207418,0.0253137855,0.0726294553,0.97,0.99
,0.4047096144,0.1728720599,0.0611009703,0.97,0.99
,0.36920449,0.3902541926,0.0445768085,0.97,0.99
,0.3399219131,0.5588018142,0.0521663945,0.97,0.99
,0.3366276232,0.6387511866,0.0603324046,0.97,0.99
,0.3104563202,0.6672291952,0.0824286675,0.97,0.99
,0.2697657394,0.6727138488,0.0995292535,0.97,0.99
,0.2524402147,0.6522518722,0.1141320012,0.97,0.99
,0.2539043436,0.5905495201,0.1334422135,0.97,0.99
,0.282942899,0.4825440354,0.1412239408,0.97,0.99
,0.3707906296,0.3206412826,0.1532327793,0.97,0.99
,0.4773060029,0.1466090075,0.1605341531,0.97,0.99
,0.5372742801,0.0265794747,0.1425689307,0.97,0.99
,0.5744265495,0.0001054741,0.1488135268,0.97,0.99
,0.5657637872,0,0.1521760015,0.97,0.99
,0.5929111762,0,0.1374771832,0.97,0.99
,0.5575890678,0,0.1240272841,0.97,0.99
,0.5151293314,0,0.114516284,0.97,0.99
,0.4867008297,0,0.1043327889,0.97,0.99
,0.4644948755,0,0.100682102,0.97,0.99
,0.4615666179,0,0.0947257181,0.97,0.99
,0.4787701318,0,0.0878086271,0.97,0.99
,0.5376403123,0,0.0969353444,0.97,0.99
,0.6482430454,0.0001054741,0.1081756173,0.97,0.99
,0.7376769156,0.0277396899,0.108271688,0.97,0.99
,0.740727184,0.1635903386,0.0920357383,0.97,0.99
,0.6839311859,0.3587174349,0.0647516572,0.97,0.99
,0.6135309907,0.5328551841,0.0818522433,0.97,0.99
,0.5610053685,0.6519354498,0.1281583245,0.97,0.99
,0.5002440215,0.719649826,0.1827264867,0.97,0.99
,0.471693509,0.7254509018,0.2750504371,0.97,0.99
,0.4626647145,0.6646978167,0.3268325488,0.97,0.99
,0.485602733,0.5648138382,0.3558459026,0.97,0.99
,0.5170815032,0.4170446155,0.3872610241,0.97,0.99
,0.5881527574,0.2469148824,0.3972523778,0.97,0.99
,0.637079063,0.103364624,0.3759246806,0.97,0.99
,0.6893606637,0.0187743909,0.3221250841,0.97,0.99
,0.7090043924,0.0002109482,0.2728408108,0.97,0.99
,0.6711810639,0,0.2602555481,0.97,0.99
,0.6638604197,0,0.235277164,0.97,0.99
,0.6118838458,0,0.2153905274,0.97,0.99
,0.5611883846,0,0.1955999616,0.97,0.99
,0.5190946803,0,0.1906042848,0.97,0.99
,0.4900561249,0,0.1893553655,0.97,0.99
,0.4882869693,0,0.1852243251,0.97,0.99
,0.5029892631,0,0.1768661735,0.97,0.99
,0.5563689605,0,0.1765779614,0.97,0.99
,0.6686798438,0.0001054741,0.180324719,0.97,0.99
,0.7393850659,0.0165594347,0.1811893554,0.97,0.99
,0.762750122,0.0937664803,0.1577481026,0.97,0.99
,0.7107735481,0.213690539,0.1379575367,0.97,0.99
,0.658613958,0.3382554583,0.1996349313,0.97,0.99
,0.6181673987,0.4347642654,0.3184743972,0.97,0.99
,0.5919960957,0.5012129522,0.3968680949,0.97,0.99
,0.5693020986,0.5374960447,0.4240561053,0.97,0.99
,0.5678379697,0.5132370003,0.4304928427,0.97,0.99
,0.5609443631,0.4509018036,0.4421173984,0.97,0.99
,0.567715959,0.3555532117,0.4480737823,0.97,0.99
,0.5980966325,0.234574412,0.4706503987,0.97,0.99
,0.6446437286,0.1068452695,0.4617158228,0.97,0.99
,0.6830161054,0.0189853391,0.4250168124,0.97,0.99
,0.7020497804,0.0002109482,0.3550773369,0.97,0.99
,0.6727672035,0,0.2927274474,0.97,0.99
,0.6814909712,0,0.245460659,0.97,0.99
,0.617557345,0,0.2154865981,0.97,0.99
,0.5629575403,0,0.2094341435,0.97,0.99
,0.5168374817,0,0.2258622346,0.97,0.99
,0.4887140068,0,0.2435392449,0.97,0.99
,0.4867008297,0,0.246133154,0.97,0.99
,0.506954612,0,0.2405610529,0.97,0.99
,0.5599072718,0,0.2150062446,0.97,0.99
,0.65977306,0.0001054741,0.2035738303,0.97,0.99
,0.7258418741,0.0266849488,0.2077048708,0.97,0.99
,0.734931674,0.1254087122,0.2049188203,0.97,0.99
,0.683443143,0.2497626833,0.2348928812,0.97,0.99
,0.661420205,0.3649404071,0.2411374772,0.97,0.99
,0.6415324549,0.4464718912,0.2864828514,0.97,0.99
,0.5771107857,0.5402383715,0.3283696801,0.97,0.99
,0.5233040508,0.6341103259,0.3314439427,0.97,0.99
,0.4918252806,0.6893787575,0.3527716399,0.97,0.99
,0.4775500244,0.6509861829,0.3714093573,0.97,0.99
,0.4917032699,0.5124986816,0.3849553271,0.97,0.99
,0.565885798,0.3139964139,0.3815928523,0.97,0.99
,0.6451317716,0.1275181943,0.3653569027,0.97,0.99
,0.6982674475,0.0240480962,0.3139590739,0.97,0.99
,0.7195583211,0.0002109482,0.2865789221,0.97,0.99
,0.6867984383,0,0.2910942454,0.97,0.99
,0.6738653001,0,0.2900374676,0.97,0.99
,0.612920937,0,0.2772600634,0.97,0.99
,0.5639946315,0,0.2453645883,0.97,0.99
,0.5288555393,0,0.221442982,0.97,0.99
,0.4997559785,0,0.2169276588,0.97,0.99
,0.5036603221,0,0.1991545778,0.97,0.99
,0.5241581259,0,0.1949274666,0.97,0.99
,0.5841874085,0,0.1896435777,0.97,0.99
,0.6729502196,0.0001054741,0.174080123,0.97,0.99
,0.7755612494,0.0108638329,0.1679315977,0.97,0.99
,0.8277208394,0.0510494674,0.1496781631,0.97,0.99
,0.820034163,0.1050522097,0.1485253146,0.97,0.99
,0.7999023914,0.1563126253,0.1721587088,0.97,0.99
,0.7961810639,0.1913300285,0.1841675473,0.97,0.99
,0.7664714495,0.2083113596,0.1808050725,0.97,0.99
,0.7310883358,0.2010336462,0.1764818907,0.97,0.99
,0.7080893119,0.1835249446,0.177346527,0.97,0.99
,0.703147877,0.1542031431,0.1972331636,0.97,0.99
,0.7040019522,0.1130682417,0.2099144971,0.97,0.99
,0.730966325,0.0687691172,0.2058795273,0.97,0.99
,0.7536603221,0.0291108533,0.2014602748,0.97,0.99
,0.7696437286,0.0055901276,0.156307042,0.97,0.99
,0.7747681796,0.0002109482,0.1202805265,0.97,0.99
,0.7388360176,0,0.0924200211,0.97,0.99
,0.7213884822,0,0.0805072533,0.97,0.99
,0.6663006345,0,0.0880007686,0.97,0.99
,0.5973645681,0,0.093765011,0.97,0.99
,0.5386163982,0,0.1015467384,0.97,0.99
,0.5042703758,0,0.1009703142,0.97,0.99
,0.4910932162,0,0.1003938899,0.97,0.99
,0.4848706686,0,0.0991449707,0.97,0.99
,0.4877989263,0,0.0957824959,0.97,0.99
,0.5004880429,0.0001054741,0.0797386877,0.97,0.99
,0.5594192289,0.0112857294,0.0613891824,0.97,0.99
,0.6206076135,0.0592764476,0.0400614853,0.97,0.99
,0.6384211811,0.1373272862,0.0249783841,0.97,0.99
,0.6232918497,0.2318320852,0.0288212124,0.97,0.99
,0.597852611,0.3183208522,0.0369872226,0.97,0.99
,0.5616764275,0.3782301445,0.0499567682,0.97,0.99
,0.5251342118,0.3763316106,0.0672494956,0.97,0.99
,0.5029282577,0.3356186056,0.0780094149,0.97,0.99
,0.5026842362,0.283303449,0.0855029302,0.97,0.99
,0.5197657394,0.2180149773,0.0915553848,0.97,0.99
,0.5598462665,0.1447104736,0.1085599001,0.97,0.99
,0.5965714983,0.0715114439,0.12076088,0.97,0.99
,0.6237798926,0.017930598,0.1068306273,0.97,0.99
,0.6254270376,0.0003164223,0.096743203,0.97,0.99
,0.6016349439,0,0.083581516,0.97,0.99
,0.6081625183,0,0.0775290614,0.97,0.99
,0.5652757443,0,0.0678259199,0.97,0.99
,0.5164714495,0,0.0653280815,0.97,0.99
,0.468216203,0,0.0656162936,0.97,0.99
,0.446193265,0,0.0607166875,0.97,0.99
,0.4357003416,0,0.0598520511,0.97,0.99
,0.4286237189,0,0.0636948794,0.97,0.99
,0.4287457296,0,0.0699394755,0.97,0.99
,0.4163616398,0.0002109482,0.0659045057,0.97,0.99
,0.4319180088,0.018879865,0.0617734653,0.97,0.99
,0.4572962421,0.0919734205,0.0576424248,0.97,0.99
,0.4633967789,0.2046197658,0.0554327985,0.97,0.99
,0.4499145925,0.3322434342,0.0709001825,0.97,0.99
,0.4372254758,0.4349752136,0.0903064656,0.97,0.99
,0.400988287,0.5018457969,0.1035642233,0.97,0.99
,0.3417520742,0.5486763,0.1124027284,0.97,0.99
,0.3037457296,0.5434025947,0.1306561629,0.97,0.99
,0.3019155686,0.491087438,0.1389182438,0.97,0.99
,0.3375427038,0.400590655,0.1245076376,0.97,0.99
,0.422523182,0.2702246598,0.1067345566,0.97,0.99
,0.5223279649,0.1334247442,0.0892496878,0.97,0.99
,0.5941922889,0.0296382238,0.0578345662,0.97,0.99
,0.6392142509,0.0003164223,0.0505331924,0.97,0.99
,0.6260370913,0,0.0530310308,0.97,0.99
,0.6367740361,0,0.0505331924,0.97,0.99
,0.5856515373,0,0.0479392833,0.97,0.99
,0.5414836506,0,0.0369872226,0.97,0.99
,0.5060395315,0,0.0383322125,0.97,0.99
,0.4881649585,0,0.0492842732,0.97,0.99
,0.4863347975,0,0.061869536,0.97,0.99
,0.5075646657,0,0.0723412432,0.97,0.99
,0.5858345534,0,0.0778172735,0.97,0.99
