id,period,weekday,daytime,h0,g0,g1,g2,g3,g4,g5,g6,l0,l1,l2
1663,winter,4,07:30:00,0.132720,0.119920,0.246600,0.080840,0.105320,0.113200,0.237840,0.057000,0.148840,0.200840,0.129840
1664,winter,4,07:45:00,0.134840,0.136400,0.323400,0.079240,0.110680,0.130480,0.237800,0.064000,0.167640,0.230160,0.142600
1665,winter,4,08:00:00,0.135440,0.157120,0.384840,0.080560,0.118160,0.149680,0.236880,0.071000,0.185840,0.256440,0.155200
1666,winter,4,08:15:00,0.134760,0.179520,0.430360,0.084600,0.126680,0.169120,0.235400,0.079000,0.201720,0.276360,0.166960
1667,winter,4,08:30:00,0.133120,0.200480,0.461600,0.090600,0.134720,0.186800,0.233600,0.087000,0.213560,0.286280,0.177280
1668,winter,4,08:45:00,0.130680,0.216760,0.480360,0.097800,0.140920,0.200680,0.231720,0.094000,0.219520,0.282720,0.185480
1669,winter,4,09:00:00,0.127720,0.226160,0.488640,0.105640,0.144200,0.209320,0.230000,0.099000,0.218440,0.263800,0.191000
1670,winter,4,09:15:00,0.124560,0.229960,0.489480,0.114120,0.145360,0.213720,0.228080,0.103000,0.211600,0.234360,0.193480
1671,winter,4,09:30:00,0.121560,0.230440,0.486240,0.123520,0.145480,0.215440,0.225440,0.106000,0.200840,0.201120,0.192560
1672,winter,4,09:45:00,0.119040,0.229840,0.482240,0.134000,0.145760,0.215960,0.221640,0.111000,0.188040,0.170560,0.187960
1673,winter,4,10:00:00,0.117240,0.230040,0.480080,0.145520,0.147040,0.216600,0.216440,0.117000,0.175040,0.148080,0.179800
1674,winter,4,10:15:00,0.116200,0.231160,0.479440,0.156800,0.149040,0.217400,0.210240,0.124000,0.163360,0.133640,0.170280
1675,winter,4,10:30:00,0.115720,0.233040,0.479240,0.166200,0.151240,0.218160,0.203680,0.134000,0.154520,0.126000,0.161960
1676,winter,4,10:45:00,0.115680,0.235440,0.478440,0.172160,0.153000,0.218680,0.197480,0.146000,0.150040,0.123840,0.157440
1677,winter,4,11:00:00,0.116040,0.238040,0.476120,0.173640,0.153960,0.218720,0.192000,0.159000,0.150680,0.125680,0.158440
1678,winter,4,11:15:00,0.117000,0.240040,0.471600,0.171600,0.154280,0.218200,0.186760,0.173000,0.154120,0.129280,0.162600
1679,winter,4,11:30:00,0.118720,0.240400,0.464360,0.167680,0.154280,0.217040,0.181120,0.184000,0.157400,0.132240,0.166680
1680,winter,4,11:45:00,0.121520,0.238280,0.453880,0.163360,0.154200,0.215080,0.174320,0.192000,0.157480,0.132040,0.167360
1681,winter,4,12:00:00,0.125400,0.232960,0.439640,0.159920,0.154360,0.212120,0.165880,0.193000,0.152240,0.127040,0.162360
1682,winter,4,12:15:00,0.129560,0.225120,0.421640,0.157480,0.154480,0.207800,0.156240,0.191000,0.143160,0.118800,0.153240
1683,winter,4,12:30:00,0.133040,0.215680,0.399920,0.155760,0.154320,0.201440,0.146080,0.187000,0.132720,0.109560,0.142520
1684,winter,4,12:45:00,0.134840,0.205560,0.374440,0.154560,0.153600,0.192560,0.136000,0.182000,0.123200,0.101640,0.132720
1685,winter,4,13:00:00,0.134240,0.195680,0.346160,0.153680,0.152160,0.181080,0.126720,0.180000,0.116520,0.096800,0.125840
1686,winter,4,13:15:00,0.131720,0.186640,0.319160,0.153160,0.149920,0.168720,0.118720,0.178000,0.112480,0.094640,0.121640
1687,winter,4,13:30:00,0.128040,0.179160,0.298560,0.153120,0.146960,0.157720,0.112600,0.174000,0.110320,0.094200,0.119240
1688,winter,4,13:45:00,0.124000,0.173800,0.289360,0.153560,0.143320,0.150280,0.108800,0.167000,0.109320,0.094640,0.117880
1689,winter,4,14:00:00,0.120240,0.171040,0.294560,0.154680,0.139200,0.148120,0.107680,0.156000,0.108760,0.095120,0.116880
1690,winter,4,14:15:00,0.116840,0.170760,0.309560,0.156800,0.135200,0.150960,0.108360,0.143000,0.108520,0.095480,0.116080
1691,winter,4,14:30:00,0.113640,0.172680,0.327680,0.160200,0.132080,0.157960,0.109760,0.130000,0.108400,0.095720,0.115600
1692,winter,4,14:45:00,0.110680,0.176600,0.342280,0.165320,0.130640,0.168280,0.110840,0.120000,0.108360,0.095800,0.115400
1693,winter,4,15:00:00,0.107920,0.182080,0.348160,0.172240,0.131320,0.180920,0.110680,0.115000,0.108320,0.095760,0.115600
1694,winter,4,15:15:00,0.105440,0.188160,0.345560,0.180040,0.133440,0.194120,0.109520,0.113000,0.108360,0.095800,0.116000
1695,winter,4,15:30:00,0.103560,0.193880,0.336120,0.187560,0.136160,0.205880,0.107760,0.114000,0.108640,0.096160,0.116520
1696,winter,4,15:45:00,0.102360,0.198080,0.321480,0.193680,0.138480,0.214160,0.105800,0.115000,0.109320,0.096960,0.117080
1697,winter,4,16:00:00,0.102160,0.200120,0.303160,0.197640,0.139760,0.217720,0.104080,0.116000,0.110600,0.098560,0.117640
1698,winter,4,16:15:00,0.103160,0.200720,0.281640,0.200520,0.140240,0.218160,0.103080,0.117000,0.113080,0.101200,0.119080
1699,winter,4,16:30:00,0.105640,0.200920,0.257360,0.203920,0.140480,0.217720,0.103160,0.119000,0.117400,0.105240,0.122400
1700,winter,4,16:45:00,0.109880,0.201840,0.230720,0.209320,0.140920,0.218680,0.104800,0.124000,0.124120,0.111000,0.128600
1701,winter,4,17:00:00,0.116000,0.203960,0.202320,0.217760,0.142000,0.222480,0.108120,0.132000,0.133760,0.119080,0.138240
1702,winter,4,17:15:00,0.123720,0.205840,0.173880,0.227840,0.143680,0.227320,0.112240,0.143000,0.146040,0.131080,0.150360
1703,winter,4,17:30:00,0.132640,0.205480,0.147400,0.237720,0.145800,0.230520,0.115880,0.155000,0.160560,0.148800,0.163560
1704,winter,4,17:45:00,0.142320,0.200880,0.124800,0.245520,0.148160,0.229440,0.117880,0.165000,0.176920,0.174080,0.176400
1705,winter,4,18:00:00,0.152360,0.190760,0.107560,0.249840,0.150600,0.222200,0.117280,0.173000,0.194480,0.207320,0.187760
1706,winter,4,18:15:00,0.162200,0.176560,0.094600,0.251240,0.152520,0.209920,0.114240,0.179000,0.211520,0.243080,0.197240
1707,winter,4,18:30:00,0.171240,0.160520,0.084480,0.250720,0.153360,0.194600,0.109240,0.184000,0.226080,0.274400,0.204760
1708,winter,4,18:45:00,0.178960,0.144840,0.075640,0.249440,0.152400,0.178160,0.102760,0.187000,0.236200,0.294400,0.210200
1709,winter,4,19:00:00,0.184760,0.131280,0.066880,0.248200,0.149320,0.162280,0.095360,0.190000,0.240360,0.298040,0.213400
1710,winter,4,19:15:00,0.188200,0.120120,0.058480,0.247160,0.144440,0.147600,0.087680,0.192000,0.238640,0.287560,0.213840
1711,winter,4,19:30:00,0.188920,0.111280,0.051120,0.246280,0.138400,0.134480,0.080480,0.194000,0.231560,0.267040,0.211040
1712,winter,4,19:45:00,0.186440,0.104640,0.045400,0.245520,0.131840,0.123280,0.074560,0.195000,0.219520,0.240680,0.204440
1713,winter,4,20:00:00,0.180680,0.099960,0.041760,0.244760,0.125320,0.114200,0.070400,0.196000,0.203360,0.212160,0.193920
1714,winter,4,20:15:00,0.172720,0.096680,0.039760,0.243320,0.119280,0.107000,0.067600,0.196000,0.184880,0.183840,0.180800
1715,winter,4,20:30:00,0.163920,0.094120,0.038680,0.240560,0.114240,0.101160,0.065480,0.195000,0.166080,0.157640,0.166720
1716,winter,4,20:45:00,0.155640,0.091560,0.037840,0.235760,0.110680,0.096280,0.063480,0.192000,0.149120,0.135520,0.153320
1717,winter,4,21:00:00,0.148920,0.088520,0.036640,0.228320,0.108800,0.091960,0.061040,0.187000,0.135600,0.118920,0.142040
1718,winter,4,21:15:00,0.143400,0.085240,0.035160,0.218560,0.108160,0.087960,0.058480,0.180000,0.125200,0.107160,0.132720
1719,winter,4,21:30:00,0.138400,0.082040,0.033600,0.206840,0.108000,0.084080,0.056120,0.171000,0.117320,0.099080,0.125080
1720,winter,4,21:45:00,0.133160,0.079440,0.032160,0.193680,0.107640,0.080080,0.054400,0.161000,0.111160,0.093480,0.118720
1721,winter,4,22:00:00,0.127200,0.077600,0.030920,0.179480,0.106560,0.075920,0.053640,0.148000,0.106080,0.089320,0.113240
1722,winter,4,22:15:00,0.120480,0.076440,0.029920,0.164760,0.104920,0.071840,0.053560,0.133000,0.101720,0.086080,0.108320
1723,winter,4,22:30:00,0.113280,0.075560,0.029080,0.150080,0.102960,0.068320,0.053920,0.119000,0.097680,0.083320,0.103680
1724,winter,4,22:45:00,0.105720,0.074760,0.028360,0.135960,0.101000,0.065680,0.054400,0.106000,0.093560,0.080600,0.098920
1725,winter,4,23:00:00,0.097960,0.073680,0.027720,0.122840,0.099280,0.064240,0.054680,0.095000,0.089120,0.077680,0.093880
1726,winter,4,23:15:00,0.090200,0.072280,0.027200,0.110600,0.097840,0.063640,0.054600,0.085000,0.084560,0.074640,0.088720
1727,winter,4,23:30:00,0.082480,0.070480,0.026760,0.099080,0.096600,0.063400,0.053880,0.077000,0.080080,0.071640,0.083720
1728,winter,4,23:45:00,0.074920,0.068200,0.026480,0.088040,0.095560,0.063000,0.052400,0.069000,0.075960,0.068920,0.079120
1729,winter,5,00:00:00,0.067600,0.065520,0.026360,0.077400,0.094680,0.062080,0.050040,0.062000,0.072400,0.066640,0.075200
1730,winter,5,00:15:00,0.060840,0.062560,0.026360,0.067400,0.094120,0.060800,0.047360,0.056000,0.069360,0.064800,0.071880
1731,winter,5,00:30:00,0.054880,0.059640,0.026400,0.058440,0.094160,0.059520,0.044920,0.050000,0.066880,0.063240,0.069120
1732,winter,5,00:45:00,0.049920,0.057000,0.026480,0.050880,0.094960,0.058480,0.043320,0.046000,0.064840,0.061920,0.066760
1733,winter,5,01:00:00,0.046240,0.054840,0.026480,0.044920,0.096600,0.057960,0.043040,0.044000,0.063200,0.060800,0.064800
1734,winter,5,01:15:00,0.043640,0.053080,0.026480,0.040520,0.098440,0.057800,0.043760,0.043000,0.061920,0.059800,0.063200
1735,winter,5,01:30:00,0.041920,0.051680,0.026480,0.037360,0.099760,0.057760,0.045000,0.043000,0.060960,0.059040,0.061960
1736,winter,5,01:45:00,0.040800,0.050440,0.026480,0.035200,0.099800,0.057600,0.046360,0.043000,0.060200,0.058400,0.061000
1737,winter,5,02:00:00,0.040080,0.049360,0.026520,0.033880,0.098000,0.057160,0.047520,0.042000,0.059640,0.058000,0.060360
1738,winter,5,02:15:00,0.039640,0.048480,0.026600,0.033080,0.095080,0.056600,0.049160,0.042000,0.059200,0.057680,0.059920
1739,winter,5,02:30:00,0.039360,0.047880,0.026600,0.032600,0.091960,0.056080,0.052160,0.041000,0.058760,0.057440,0.059640
1740,winter,5,02:45:00,0.039120,0.047640,0.026480,0.032280,0.089520,0.055800,0.057440,0.040000,0.058360,0.057240,0.059360
1741,winter,5,03:00:00,0.038840,0.047920,0.026240,0.031880,0.088440,0.055880,0.065880,0.040000,0.057880,0.057000,0.059040
1742,winter,5,03:15:00,0.038560,0.048720,0.025800,0.031520,0.088280,0.056200,0.078520,0.040000,0.057360,0.056720,0.058680
1743,winter,5,03:30:00,0.038360,0.050200,0.025280,0.031280,0.088280,0.056560,0.096520,0.040000,0.056880,0.056440,0.058240
1744,winter,5,03:45:00,0.038280,0.052320,0.024600,0.031320,0.087680,0.056680,0.120920,0.040000,0.056520,0.056080,0.057720
1745,winter,5,04:00:00,0.038440,0.055120,0.023880,0.031600,0.086120,0.056480,0.151760,0.040000,0.056240,0.055720,0.057120
1746,winter,5,04:15:00,0.038800,0.058240,0.023600,0.031840,0.084360,0.056200,0.184760,0.040000,0.056240,0.055480,0.056760
1747,winter,5,04:30:00,0.039320,0.061200,0.024280,0.031560,0.083480,0.056160,0.214520,0.040000,0.056600,0.055560,0.056840
1748,winter,5,04:45:00,0.039960,0.063520,0.026480,0.030320,0.084680,0.056680,0.235760,0.040000,0.057440,0.056080,0.057720
1749,winter,5,05:00:00,0.040880,0.064960,0.026960,0.028040,0.088560,0.058000,0.244720,0.041000,0.058840,0.057240,0.059560
1750,winter,5,05:15:00,0.043080,0.065960,0.027440,0.026280,0.094000,0.059840,0.244200,0.042000,0.060920,0.059360,0.062320
1751,winter,5,05:30:00,0.047640,0.067160,0.027880,0.027040,0.099480,0.061920,0.238720,0.042000,0.063800,0.062760,0.065880
1752,winter,5,05:45:00,0.055760,0.069160,0.028360,0.032280,0.103400,0.063880,0.232760,0.043000,0.067600,0.067760,0.070080
1753,winter,5,06:00:00,0.068000,0.072480,0.031520,0.043040,0.104720,0.065600,0.229800,0.043000,0.072520,0.074840,0.074840
1754,winter,5,06:15:00,0.082800,0.077080,0.032520,0.056880,0.104000,0.067840,0.229760,0.043000,0.079000,0.084920,0.080440
1755,winter,5,06:30:00,0.098040,0.082880,0.035240,0.070400,0.102400,0.071440,0.231440,0.044000,0.087680,0.098960,0.087240
1756,winter,5,06:45:00,0.111520,0.089680,0.035920,0.080200,0.101000,0.077400,0.233760,0.045000,0.099120,0.118000,0.095640
1757,winter,5,07:00:00,0.121640,0.097560,0.090240,0.083960,0.100760,0.086400,0.235760,0.048000,0.113640,0.142520,0.105800
1758,winter,5,07:15:00,0.128520,0.107280,0.164680,0.083280,0.102120,0.098440,0.237160,0.052000,0.130520,0.170880,0.117360
1759,winter,5,07:30:00,0.132720,0.119920,0.246600,0.080840,0.105320,0.113200,0.237840,0.057000,0.148840,0.200840,0.129840
1760,winter,5,07:45:00,0.134840,0.136400,0.323400,0.079240,0.110680,0.130480,0.237800,0.064000,0.167640,0.230160,0.142600
1761,winter,5,08:00:00,0.135440,0.157120,0.384840,0.080560,0.118160,0.149680,0.236880,0.071000,0.185840,0.256440,0.155200
1762,winter,5,08:15:00,0.134760,0.179520,0.430360,0.084600,0.126680,0.169120,0.235400,0.079000,0.201720,0.276360,0.166960
1763,winter,5,08:30:00,0.133120,0.200480,0.461600,0.090600,0.134720,0.186800,0.233600,0.087000,0.213560,0.286280,0.177280
1764,winter,5,08:45:00,0.130680,0.216760,0.480360,0.097800,0.140920,0.200680,0.231720,0.094000,0.219520,0.282720,0.185480
1765,winter,5,09:00:00,0.127720,0.226160,0.488640,0.105640,0.144200,0.209320,0.230000,0.099000,0.218440,0.263800,0.191000
1766,winter,5,09:15:00,0.124560,0.229960,0.489480,0.114120,0.145360,0.213720,0.228080,0.103000,0.211600,0.234360,0.193480
1767,winter,5,09:30:00,0.121560,0.230440,0.486240,0.123520,0.145480,0.215440,0.225440,0.106000,0.200840,0.201120,0.192560
1768,winter,5,09:45:00,0.119040,0.229840,0.482240,0.134000,0.145760,0.215960,0.221640,0.111000,0.188040,0.170560,0.187960
1769,winter,5,10:00:00,0.117240,0.230040,0.480080,0.145520,0.147040,0.216600,0.216440,0.117000,0.175040,0.148080,0.179800
1770,winter,5,10:15:00,0.116200,0.231160,0.479440,0.156800,0.149040,0.217400,0.210240,0.124000,0.163360,0.133640,0.170280
1771,winter,5,10:30:00,0.115720,0.233040,0.479240,0.166200,0.151240,0.218160,0.203680,0.134000,0.154520,0.126000,0.161960
1772,winter,5,10:45:00,0.115680,0.235440,0.478440,0.172160,0.153000,0.218680,0.197480,0.146000,0.150040,0.123840,0.157440
1773,winter,5,11:00:00,0.116040,0.238040,0.476120,0.173640,0.153960,0.218720,0.192000,0.159000,0.150680,0.125680,0.158440
1774,winter,5,11:15:00,0.117000,0.240040,0.471600,0.171600,0.154280,0.218200,0.186760,0.173000,0.154120,0.129280,0.162600
1775,winter,5,11:30:00,0.118720,0.240400,0.464360,0.167680,0.154280,0.217040,0.181120,0.184000,0.157400,0.132240,0.166680
1776,winter,5,11:45:00,0.121520,0.238280,0.453880,0.163360,0.154200,0.215080,0.174320,0.192000,0.157480,0.132040,0.167360
1777,winter,5,12:00:00,0.125400,0.232960,0.439640,0.159920,0.154360,0.212120,0.165880,0.193000,0.152240,0.127040,0.162360
1778,winter,5,12:15:00,0.129560,0.225120,0.421640,0.157480,0.154480,0.207800,0.156240,0.191000,0.143160,0.118800,0.153240
1779,winter,5,12:30:00,0.133040,0.215680,0.399920,0.155760,0.154320,0.201440,0.146080,0.187000,0.132720,0.109560,0.142520
1780,winter,5,12:45:00,0.134840,0.205560,0.374440,0.154560,0.153600,0.192560,0.136000,0.182000,0.123200,0.101640,0.132720
1781,winter,5,13:00:00,0.134240,0.195680,0.346160,0.153680,0.152160,0.181080,0.126720,0.180000,0.116520,0.096800,0.125840
1782,winter,5,13:15:00,0.131720,0.186640,0.319160,0.153160,0.149920,0.168720,0.118720,0.178000,0.112480,0.094640,0.121640
1783,winter,5,13:30:00,0.128040,0.179160,0.298560,0.153120,0.146960,0.157720,0.112600,0.174000,0.110320,0.094200,0.119240
1784,winter,5,13:45:00,0.124000,0.173800,0.289360,0.153560,0.143320,0.150280,0.108800,0.167000,0.109320,0.094640,0.117880
1785,winter,5,14:00:00,0.120240,0.171040,0.294560,0.154680,0.139200,0.148120,0.107680,0.156000,0.108760,0.095120,0.116880
1786,winter,5,14:15:00,0.116840,0.170760,0.309560,0.156800,0.135200,0.150960,0.108360,0.143000,0.108520,0.095480,0.116080
1787,winter,5,14:30:00,0.113640,0.172680,0.327680,0.160200,0.132080,0.157960,0.109760,0.130000,0.108400,0.095720,0.115600
1788,winter,5,14:45:00,0.110680,0.176600,0.342280,0.165320,0.130640,0.168280,0.110840,0.120000,0.108360,0.095800,0.115400
1789,winter,5,15:00:00,0.107920,0.182080,0.348160,0.172240,0.131320,0.180920,0.110680,0.115000,0.108320,0.095760,0.115600
1790,winter,5,15:15:00,0.105440,0.188160,0.345560,0.180040,0.133440,0.194120,0.109520,0.113000,0.108360,0.095800,0.116000
1791,winter,5,15:30:00,0.103560,0.193880,0.336120,0.187560,0.136160,0.205880,0.107760,0.114000,0.108640,0.096160,0.116520
1792,winter,5,15:45:00,0.102360,0.198080,0.321480,0.193680,0.138480,0.214160,0.105800,0.115000,0.109320,0.096960,0.117080
1793,winter,5,16:00:00,0.102160,0.200120,0.303160,0.197640,0.139760,0.217720,0.104080,0.116000,0.110600,0.098560,0.117640
1794,winter,5,16:15:00,0.103160,0.200720,0.281640,0.200520,0.140240,0.218160,0.103080,0.117000,0.113080,0.101200,0.119080
1795,winter,5,16:30:00,0.105640,0.200920,0.257360,0.203920,0.140480,0.217720,0.103160,0.119000,0.117400,0.105240,0.122400
1796,winter,5,16:45:00,0.109880,0.201840,0.230720,0.209320,0.140920,0.218680,0.104800,0.124000,0.124120,0.111000,0.128600
1797,winter,5,17:00:00,0.116000,0.203960,0.202320,0.217760,0.142000,0.222480,0.108120,0.132000,0.133760,0.119080,0.138240
1798,winter,5,17:15:00,0.123720,0.205840,0.173880,0.227840,0.143680,0.227320,0.112240,0.143000,0.146040,0.131080,0.150360
1799,winter,5,17:30:00,0.132640,0.205480,0.147400,0.237720,0.145800,0.230520,0.115880,0.155000,0.160560,0.148800,0.163560
1800,winter,5,17:45:00,0.142320,0.200880,0.124800,0.245520,0.148160,0.229440,0.117880,0.165000,0.176920,0.174080,0.176400
1801,winter,5,18:00:00,0.152360,0.190760,0.107560,0.249840,0.150600,0.222200,0.117280,0.173000,0.194480,0.207320,0.187760
1802,winter,5,18:15:00,0.162200,0.176560,0.094600,0.251240,0.152520,0.209920,0.114240,0.179000,0.211520,0.243080,0.197240
1803,winter,5,18:30:00,0.171240,0.160520,0.084480,0.250720,0.153360,0.194600,0.109240,0.184000,0.226080,0.274400,0.204760
1804,winter,5,18:45:00,0.178960,0.144840,0.075640,0.249440,0.152400,0.178160,0.102760,0.187000,0.236200,0.294400,0.210200
1805,winter,5,19:00:00,0.184760,0.131280,0.066880,0.248200,0.149320,0.162280,0.095360,0.190000,0.240360,0.298040,0.213400
1806,winter,5,19:15:00,0.188200,0.120120,0.058480,0.247160,0.144440,0.147600,0.087680,0.192000,0.238640,0.287560,0.213840
1807,winter,5,19:30:00,0.188920,0.111280,0.051120,0.246280,0.138400,0.134480,0.080480,0.194000,0.231560,0.267040,0.211040
1808,winter,5,19:45:00,0.186440,0.104640,0.045400,0.245520,0.131840,0.123280,0.074560,0.195000,0.219520,0.240680,0.204440
1809,winter,5,20:00:00,0.180680,0.099960,0.041760,0.244760,0.125320,0.114200,0.070400,0.196000,0.203360,0.212160,0.193920
1810,winter,5,20:15:00,0.172720,0.096680,0.039760,0.243320,0.119280,0.107000,0.067600,0.196000,0.184880,0.183840,0.180800
1811,winter,5,20:30:00,0.163920,0.094120,0.038680,0.240560,0.114240,0.101160,0.065480,0.195000,0.166080,0.157640,0.166720
1812,winter,5,20:45:00,0.155640,0.091560,0.037840,0.235760,0.110680,0.096280,0.063480,0.192000,0.149120,0.135520,0.153320
1813,winter,5,21:00:00,0.148920,0.088520,0.036640,0.228320,0.108800,0.091960,0.061040,0.187000,0.135600,0.118920,0.142040
1814,winter,5,21:15:00,0.143400,0.085240,0.035160,0.218560,0.108160,0.087960,0.058480,0.180000,0.125200,0.107160,0.132720
1815,winter,5,21:30:00,0.138400,0.082040,0.033600,0.206840,0.108000,0.084080,0.056120,0.171000,0.117320,0.099080,0.125080
1816,winter,5,21:45:00,0.133160,0.079440,0.032160,0.193680,0.107640,0.080080,0.054400,0.161000,0.111160,0.093480,0.118720
1817,winter,5,22:00:00,0.127200,0.077600,0.030920,0.179480,0.106560,0.075920,0.053640,0.148000,0.106080,0.089320,0.113240
1818,winter,5,22:15:00,0.120480,0.076440,0.029920,0.164760,0.104920,0.071840,0.053560,0.133000,0.101720,0.086080,0.108320
1819,winter,5,22:30:00,0.113280,0.075560,0.029080,0.150080,0.102960,0.068320,0.053920,0.119000,0.097680,0.083320,0.103680
1820,winter,5,22:45:00,0.105720,0.074760,0.028360,0.135960,0.101000,0.065680,0.054400,0.106000,0.093560,0.080600,0.098920
1821,winter,5,23:00:00,0.097960,0.073680,0.027720,0.122840,0.099280,0.064240,0.054680,0.095000,0.089120,0.077680,0.093880
1822,winter,5,23:15:00,0.090200,0.072280,0.027200,0.110600,0.097840,0.063640,0.054600,0.085000,0.084560,0.074640,0.088720
1823,winter,5,23:30:00,0.082480,0.070480,0.026760,0.099080,0.096600,0.063400,0.053880,0.077000,0.080080,0.071640,0.083720
1824,winter,5,23:45:00,0.074920,0.068200,0.026480,0.088040,0.095560,0.063000,0.052400,0.069000,0.075960,0.068920,0.079120
1825,winter,6,00:00:00,0.070840,0.070000,0.025800,0.080560,0.095280,0.062200,0.066560,0.067000,0.073960,0.073960,0.077080
1826,winter,6,00:15:00,0.068160,0.072960,0.025160,0.074560,0.095480,0.061160,0.087240,0.068000,0.073000,0.073000,0.076280
1827,winter,6,00:30:00,0.065920,0.075880,0.024680,0.069200,0.096200,0.060120,0.111680,0.069000,0.072600,0.072600,0.076080
1828,winter,6,00:45:00,0.063240,0.077560,0.024600,0.063600,0.097360,0.059400,0.137040,0.068000,0.072240,0.072240,0.075840
1829,winter,6,01:00:00,0.059480,0.077120,0.024960,0.057120,0.098880,0.059120,0.160680,0.065000,0.071520,0.071520,0.075040
1830,winter,6,01:15:00,0.054960,0.075040,0.025560,0.050360,0.100280,0.059200,0.180760,0.061000,0.070400,0.070400,0.073680
1831,winter,6,01:30:00,0.050440,0.072120,0.026160,0.044120,0.100960,0.059360,0.195600,0.056000,0.069040,0.069040,0.072000
1832,winter,6,01:45:00,0.046600,0.069160,0.026480,0.039120,0.100400,0.059400,0.203520,0.052000,0.067600,0.067600,0.070080
1833,winter,6,02:00:00,0.043960,0.066800,0.026280,0.036000,0.098200,0.059080,0.203720,0.049000,0.066200,0.066200,0.068120
1834,winter,6,02:15:00,0.042280,0.065160,0.025720,0.034400,0.095080,0.058560,0.198880,0.048000,0.064800,0.064800,0.066160
1835,winter,6,02:30:00,0.041360,0.064080,0.025080,0.033680,0.091880,0.058000,0.192600,0.048000,0.063440,0.063440,0.064320
1836,winter,6,02:45:00,0.040800,0.063520,0.024600,0.033240,0.089520,0.057600,0.188400,0.047000,0.062080,0.062080,0.062640
1837,winter,6,03:00:00,0.040320,0.063400,0.024400,0.032680,0.088560,0.057440,0.189080,0.047000,0.060680,0.060680,0.061200
1838,winter,6,03:15:00,0.039880,0.063600,0.024440,0.032040,0.088560,0.057520,0.193960,0.046000,0.059400,0.059400,0.060000
1839,winter,6,03:30:00,0.039480,0.063960,0.024560,0.031520,0.088720,0.057600,0.201600,0.046000,0.058280,0.058280,0.059120
1840,winter,6,03:45:00,0.039120,0.064480,0.024600,0.031320,0.088280,0.057600,0.210560,0.045000,0.057440,0.057440,0.058520
1841,winter,6,04:00:00,0.038760,0.065000,0.024440,0.031520,0.086840,0.057400,0.219600,0.044000,0.056920,0.056920,0.058280
1842,winter,6,04:15:00,0.038480,0.065600,0.024280,0.031720,0.085080,0.057160,0.228160,0.044000,0.056800,0.056800,0.058320
1843,winter,6,04:30:00,0.038320,0.066320,0.024240,0.031520,0.084200,0.057160,0.236000,0.044000,0.056960,0.056960,0.058720
1844,winter,6,04:45:00,0.038280,0.067280,0.024600,0.030320,0.085280,0.057600,0.242800,0.044000,0.057440,0.057440,0.059360
1845,winter,6,05:00:00,0.038480,0.068480,0.025400,0.028120,0.088960,0.058640,0.248360,0.044000,0.058160,0.058160,0.060240
1846,winter,6,05:15:00,0.039080,0.069880,0.026480,0.026400,0.094120,0.060200,0.252480,0.045000,0.059200,0.059200,0.061320
1847,winter,6,05:30:00,0.040320,0.071400,0.027560,0.027120,0.099280,0.062000,0.255040,0.045000,0.060480,0.060480,0.062400
1848,winter,6,05:45:00,0.042440,0.072880,0.028360,0.032280,0.102800,0.063880,0.255920,0.045000,0.062080,0.062080,0.063480
1849,winter,6,06:00:00,0.045640,0.074440,0.028680,0.042880,0.103680,0.065920,0.255120,0.045000,0.064080,0.064080,0.064520
1850,winter,6,06:15:00,0.049920,0.076840,0.028680,0.056160,0.102560,0.069280,0.253160,0.044000,0.067400,0.067400,0.066160
1851,winter,6,06:30:00,0.055240,0.080960,0.028480,0.068520,0.100680,0.075600,0.250520,0.044000,0.072880,0.072880,0.069120
1852,winter,6,06:45:00,0.061600,0.087840,0.028360,0.076280,0.099200,0.086400,0.247840,0.045000,0.081520,0.081520,0.074200
1853,winter,6,07:00:00,0.068920,0.098000,0.028480,0.077000,0.099120,0.102440,0.245360,0.048000,0.093920,0.093920,0.081840
1854,winter,6,07:15:00,0.077080,0.110680,0.029040,0.072840,0.100800,0.121880,0.241960,0.051000,0.109440,0.109440,0.091720
1855,winter,6,07:30:00,0.086080,0.124760,0.030200,0.067240,0.104400,0.142000,0.236200,0.055000,0.126920,0.126920,0.103120
1856,winter,6,07:45:00,0.095720,0.139200,0.032160,0.063600,0.110080,0.160160,0.226680,0.060000,0.145440,0.145440,0.115400
1857,winter,6,08:00:00,0.105840,0.152960,0.034960,0.064480,0.117680,0.174400,0.212680,0.064000,0.163840,0.163840,0.128080
1858,winter,6,08:15:00,0.115800,0.165400,0.038360,0.069480,0.126120,0.185040,0.196240,0.069000,0.180960,0.180960,0.141000
1859,winter,6,08:30:00,0.124880,0.175960,0.041960,0.077400,0.133920,0.193160,0.180160,0.072000,0.195600,0.195600,0.154080
1860,winter,6,08:45:00,0.132320,0.184080,0.045400,0.087040,0.139720,0.199760,0.167240,0.075000,0.206560,0.206560,0.167360
1861,winter,6,09:00:00,0.137640,0.189480,0.048320,0.097440,0.142440,0.205680,0.159440,0.077000,0.212880,0.212880,0.180480
1862,winter,6,09:15:00,0.141120,0.192800,0.050840,0.108360,0.142960,0.210960,0.155520,0.081000,0.214640,0.214640,0.192080
1863,winter,6,09:30:00,0.143320,0.195080,0.052960,0.119880,0.142440,0.215320,0.153440,0.087000,0.212120,0.212120,0.200640
1864,winter,6,09:45:00,0.144840,0.197160,0.054840,0.132040,0.142120,0.218680,0.151120,0.097000,0.205640,0.205640,0.204440
